Conference,Division,School,Conf W,Conf L,Conf PF,Conf PA,Over W,Over L,Over PF,Over PA,Home W,Home L,Away W,Away L,STRK,AP W,AP L,USA W,USA L,Year
Mountain West,West,Hawai'i,1,7,151,268,3,9,273,407,2,4,1,5,L5,0,0,0,0,2017
Mountain West,West,San Jose State,1,7,114,336,2,11,206,542,2,4,0,7,W1,0,1,0,1,2017
Pac-12,North,Stanford,7,2,271,201,9,5,453,318,6,0,2,3,L2,2,4,2,4,2017
Pac-12,North,Washington,7,2,302,137,10,3,471,209,7,0,3,2,L1,1,2,1,2,2017
Pac-12,North,Washington State,6,3,254,242,9,4,394,335,7,0,2,3,L2,3,2,3,2,2017
Pac-12,North,Oregon,4,5,272,270,7,6,468,377,6,1,1,4,L1,0,4,0,4,2017
Pac-12,North,California,2,7,238,275,5,7,333,341,4,2,1,5,L2,1,3,1,3,2017
Pac-12,North,Oregon State,0,9,172,378,1,11,248,516,1,5,0,6,L10,0,4,0,4,2017
Pac-12,South,USC,8,1,328,210,11,3,456,366,7,0,3,2,L1,2,3,2,3,2017
Pac-12,South,Arizona State,6,3,281,262,7,6,414,427,5,2,2,3,L1,1,2,1,2,2017
Pac-12,South,Arizona,5,4,361,350,7,6,537,447,4,2,3,3,L3,1,1,1,1,2017
Pac-12,South,UCLA,4,5,259,326,6,7,422,476,6,0,0,6,L1,0,4,0,4,2017
Pac-12,South,Utah,3,6,244,242,7,6,384,301,4,3,2,3,W2,0,4,0,4,2017
Pac-12,South,Colorado,2,7,222,311,5,7,317,338,3,3,1,4,L3,0,3,0,3,2017
Southeastern,East,Georgia,7,1,295,115,13,1,508,220,6,0,4,1,W4,4,1,4,1,2017
Southeastern,East,South Carolina,5,3,196,162,9,4,315,269,5,2,2,2,W1,0,2,0,2,2017
Southeastern,East,Kentucky,4,4,217,246,7,6,332,367,4,3,3,2,L3,0,3,0,3,2017
Southeastern,East,Missouri,4,4,277,270,7,6,488,414,4,3,3,2,L1,0,2,0,2,2017
Southeastern,East,Florida,3,5,168,222,4,7,243,300,3,3,1,2,L1,0,2,0,2,2017
Southeastern,East,Vanderbilt,1,7,180,346,5,7,295,376,3,4,2,3,W1,0,2,0,2,2017
Southeastern,East,Tennessee,0,8,113,278,4,8,238,349,3,4,0,4,L3,0,3,0,3,2017
Southeastern,West,Auburn,7,1,327,152,10,4,474,259,7,0,3,2,L2,3,4,3,4,2017
Southeastern,West,Alabama,7,1,307,98,12,1,493,144,7,0,3,1,W1,3,1,3,1,2017
Southeastern,West,LSU,6,2,209,165,9,4,354,246,5,1,3,2,L1,1,3,1,3,2017
Southeastern,West,Mississippi State,4,4,210,191,9,4,416,272,5,2,3,2,W1,1,3,1,3,2017
Southeastern,West,Texas A&M;,4,4,205,250,7,6,425,399,4,3,2,2,L2,0,4,0,4,2017
Southeastern,West,Ole Miss,3,5,236,316,6,6,394,415,4,3,2,3,W1,1,3,1,3,2017
Southeastern,West,Arkansas,1,7,208,337,4,8,345,434,2,4,1,3,L3,0,5,0,5,2017
Sun Belt,,Troy,7,1,267,141,11,2,410,240,5,1,5,1,W7,1,1,1,1,2017
Sun Belt,,Appalachian State,7,1,291,175,9,4,435,263,5,1,3,3,W4,0,1,0,1,2017
Sun Belt,,Arkansas State,6,2,319,184,7,5,454,309,4,1,3,3,L2,0,0,0,0,2017
Sun Belt,,Georgia State,5,3,179,207,7,5,244,297,1,4,5,1,W1,0,1,0,1,2017
Sun Belt,,Louisiana Monroe,4,4,337,343,4,8,407,492,2,3,2,5,L3,0,2,0,2,2017
Sun Belt,,Louisiana,4,4,202,271,5,7,338,480,3,2,2,5,L2,0,0,0,1,2017
Sun Belt,,New Mexico State,4,4,229,245,7,6,381,386,3,2,3,4,W3,0,0,0,0,2017
Sun Belt,,Idaho,3,5,158,154,4,8,251,309,2,4,2,4,W1,0,0,0,0,2017
Sun Belt,,South Alabama,3,5,143,193,4,8,238,318,3,3,1,5,L2,0,1,0,1,2017
Sun Belt,,Coastal Carolina,2,6,175,259,3,9,284,408,2,4,1,5,W2,0,0,0,0,2017
Sun Belt,,Georgia Southern,2,6,194,216,2,10,250,386,1,3,1,6,L1,0,1,0,1,2017
Sun Belt,,Texas State,1,7,160,266,2,10,207,403,1,5,1,5,L4,0,0,0,0,2017
American Athletic,East,Temple,7,1,267,132,10,4,453,258,6,1,4,2,L1,1,1,1,1,2016
American Athletic,East,South Florida,7,1,339,260,11,2,569,411,6,1,4,1,W5,0,2,0,2,2016
American Athletic,East,UCF,4,4,232,194,6,7,374,320,3,4,3,3,L3,0,3,0,3,2016
American Athletic,East,Cincinnati,1,7,136,256,4,8,232,323,3,4,1,4,L5,0,1,0,1,2016
American Athletic,East,East Carolina,1,7,207,322,3,9,324,433,3,3,0,6,L4,0,1,0,1,2016
American Athletic,East,Connecticut,1,7,117,245,3,9,178,337,3,4,0,5,L6,0,1,0,1,2016
American Athletic,West,Navy,7,1,365,260,9,5,531,434,5,1,3,2,L3,0,2,0,2,2016
American Athletic,West,Tulsa,6,2,343,258,10,3,552,388,6,0,3,3,W3,0,1,0,1,2016
American Athletic,West,Memphis,5,3,291,249,8,5,505,375,5,2,3,2,L1,1,1,1,1,2016
American Athletic,West,Houston,5,3,281,235,9,4,466,305,6,0,2,3,L2,2,0,2,0,2016
American Athletic,West,SMU,3,5,253,327,5,7,332,435,2,4,3,3,L2,1,0,1,0,2016
American Athletic,West,Tulane,1,7,148,241,4,8,289,332,2,4,2,4,W1,0,1,0,1,2016
Atlantic Coast,Atlantic,Clemson,7,1,316,160,14,1,588,270,6,1,5,0,W5,6,1,6,0,2016
Atlantic Coast,Atlantic,Louisville,7,1,367,161,9,4,553,309,5,1,4,2,L3,1,2,1,2,2016
Atlantic Coast,Atlantic,Florida State,5,3,240,203,10,3,456,325,4,2,4,1,W5,3,2,3,2,2016
Atlantic Coast,Atlantic,NC State,3,5,173,207,7,6,351,296,4,3,2,3,W2,0,3,0,3,2016
Atlantic Coast,Atlantic,Wake Forest,3,5,140,189,7,6,265,288,4,3,2,3,W1,1,3,1,3,2016
Atlantic Coast,Atlantic,Syracuse,2,6,191,337,4,8,308,463,2,4,2,3,L4,0,3,0,3,2016
Atlantic Coast,Atlantic,Boston College,2,6,96,275,7,6,265,325,3,3,3,2,W3,0,4,0,4,2016
Atlantic Coast,Coastal,Virginia Tech,6,2,272,147,10,4,490,319,5,1,4,1,W1,1,1,0,1,2016
Atlantic Coast,Coastal,North Carolina,5,3,228,208,8,5,420,324,4,2,4,1,L2,2,2,1,2,2016
Atlantic Coast,Coastal,Miami,5,3,235,174,9,4,446,241,4,2,4,2,W5,2,2,1,2,2016
Atlantic Coast,Coastal,Pittsburgh,5,3,357,309,8,5,532,458,6,1,2,3,L1,2,2,2,2,2016
Atlantic Coast,Coastal,Georgia Tech,4,4,198,232,9,4,367,318,5,2,2,2,W4,1,2,1,1,2016
Atlantic Coast,Coastal,Virginia,1,7,165,276,2,10,270,405,1,5,1,5,L7,0,1,0,2,2016
Atlantic Coast,Coastal,Duke,1,7,167,267,4,8,280,338,3,3,1,5,L2,0,1,1,1,2016
Big 12,,Oklahoma,9,0,430,261,11,2,571,375,5,1,4,0,W10,3,1,3,1,2016
Big 12,,Oklahoma State,7,2,331,262,10,3,502,345,6,1,3,2,W1,3,1,2,1,2016
Big 12,,West Virginia,7,2,292,217,10,3,405,312,6,1,3,1,L1,0,2,0,2,2016
Big 12,,Kansas State,6,3,275,229,9,4,419,290,5,1,3,3,W4,0,4,0,4,2016
Big 12,,TCU,4,5,250,248,6,7,403,364,2,5,4,1,L2,0,3,0,3,2016
Big 12,,Texas,3,6,249,274,5,7,383,378,4,2,1,4,L3,0,3,0,3,2016
Big 12,,Texas Tech,3,6,341,392,5,7,524,522,3,3,1,4,W1,0,3,0,3,2016
Big 12,,Baylor,3,6,286,335,7,6,450,377,4,2,2,3,W1,1,2,1,2,2016
Big 12,,Iowa State,2,7,265,299,3,9,332,376,2,5,1,4,L1,0,3,0,3,2016
Big 12,,Kansas,1,8,160,362,2,10,243,448,2,4,0,6,L1,0,3,0,3,2016
Big Ten,East,Penn State,8,1,333,191,11,3,526,356,7,0,3,2,L1,4,3,4,2,2016
Big Ten,East,Ohio State,8,1,342,133,11,2,512,201,7,0,4,1,L1,4,2,4,2,2016
Big Ten,East,Michigan,7,2,333,105,10,3,524,183,8,0,2,2,L2,3,3,3,3,2016
Big Ten,East,Indiana,4,5,219,262,6,7,335,354,4,3,2,3,L1,0,4,0,5,2016
Big Ten,East,Maryland,3,6,182,297,6,7,335,384,4,2,2,4,L1,0,4,0,4,2016
Big Ten,East,Michigan State,1,8,211,261,3,9,289,333,2,5,1,4,L2,0,4,0,4,2016
Big Ten,East,Rutgers,0,9,86,360,2,10,188,450,2,5,0,5,L9,0,4,0,4,2016
Big Ten,West,Wisconsin,7,2,249,123,11,3,397,218,5,1,4,1,W1,4,3,4,3,2016
Big Ten,West,Iowa,6,3,213,168,8,5,324,245,4,3,4,1,L1,2,3,2,3,2016
Big Ten,West,Nebraska,6,3,191,214,9,4,345,311,7,0,2,3,L2,0,3,0,3,2016
Big Ten,West,Minnesota,5,4,245,200,9,4,381,287,6,1,2,3,W1,0,4,0,4,2016
Big Ten,West,Northwestern,5,4,255,221,7,6,338,289,3,4,3,2,W2,2,4,1,4,2016
Big Ten,West,Illinois,2,7,151,298,3,9,236,383,2,5,1,4,L3,0,4,0,5,2016
Big Ten,West,Purdue,1,8,206,383,3,9,295,459,2,5,1,4,L7,0,3,0,3,2016
Conference USA,East,Western Kentucky,7,1,407,173,11,3,637,344,6,1,4,2,W8,0,1,0,1,2016
Conference USA,East,Old Dominion,7,1,313,217,10,3,456,354,6,0,3,3,W6,,-,,-,2016
Conference USA,East,Middle Tennessee,5,3,310,300,8,5,516,465,3,2,5,2,L1,,-,,-,2016
Conference USA,East,Florida Intl,4,4,234,269,4,8,288,418,2,5,2,3,L1,,-,,-,2016
Conference USA,East,Charlotte,3,5,202,246,4,8,302,415,1,5,3,3,L3,0,1,0,1,2016
Conference USA,East,Florida Atlantic,2,6,235,315,3,9,317,477,2,4,1,5,L2,0,1,0,1,2016
Conference USA,East,Marshall,2,6,162,256,3,9,317,423,3,4,0,5,L2,0,1,0,1,2016
Conference USA,West,Louisiana Tech,6,2,354,235,9,5,620,470,5,0,3,5,W1,0,1,0,1,2016
Conference USA,West,UT San Antonio,5,3,281,249,6,7,379,363,4,2,2,4,L1,0,1,0,1,2016
Conference USA,West,Southern Mississippi,4,4,258,246,7,6,427,384,4,2,2,4,W2,0,1,0,1,2016
Conference USA,West,North Texas,3,5,194,282,5,8,322,424,3,3,2,4,L2,0,1,0,1,2016
Conference USA,West,Rice,2,6,197,294,3,9,303,448,2,4,1,5,L1,0,1,0,1,2016
Conference USA,West,UTEP,2,6,215,280,4,8,316,419,3,4,1,4,W1,0,1,0,1,2016
FBS Independents,,BYU,,-,--,--,9,4,384,254,5,1,2,2,W5,0,1,0,2,2016
FBS Independents,,Notre Dame,,-,--,--,4,8,371,334,2,4,0,3,L2,0,1,0,1,2016
FBS Independents,,Army,,-,--,--,8,5,389,258,3,2,3,2,W3,1,0,1,0,2016
FBS Independents,,UMass,,-,--,--,2,10,280,426,2,4,0,6,L3,0,1,0,1,2016
Mid-American,East,Ohio,6,2,175,134,8,6,368,317,4,2,4,2,L2,0,1,0,1,2016
Mid-American,East,Miami (OH),6,2,199,168,6,7,297,309,3,3,3,3,L1,0,1,0,1,2016
Mid-American,East,Bowling Green,3,5,237,239,4,8,298,460,3,3,1,5,W3,0,1,0,1,2016
Mid-American,East,Akron,3,5,169,242,5,7,329,403,2,4,3,3,L4,0,2,0,2,2016
Mid-American,East,Kent State,2,6,171,217,3,9,247,344,1,5,2,4,L3,0,3,0,3,2016
Mid-American,East,Buffalo,1,7,142,273,2,10,198,388,2,4,0,6,L4,0,1,0,1,2016
Mid-American,West,Western Michigan,8,0,362,147,13,1,582,277,6,0,6,0,L1,0,1,0,1,2016
Mid-American,West,Toledo,6,2,285,218,9,4,494,334,5,1,3,2,L2,0,1,0,1,2016
Mid-American,West,Northern Illinois,5,3,264,206,5,7,366,364,2,3,3,3,W2,0,1,0,1,2016
Mid-American,West,Eastern Michigan,4,4,219,246,7,6,385,388,3,3,4,2,L1,0,1,0,1,2016
Mid-American,West,Central Michigan,3,5,174,239,6,7,342,394,4,2,2,4,L2,1,1,1,1,2016
Mid-American,West,Ball State,1,7,201,269,4,8,324,361,1,4,3,4,L5,0,1,0,1,2016
Mountain West,Mountain,Boise State,6,2,285,183,10,3,439,303,6,0,4,2,L2,1,0,1,0,2016
Mountain West,Mountain,New Mexico,6,2,288,282,9,4,477,409,5,1,2,3,W2,0,1,0,1,2016
Mountain West,Mountain,Wyoming,6,2,332,291,8,6,503,477,6,1,2,4,L3,0,1,0,1,2016
Mountain West,Mountain,Air Force,5,3,268,259,10,3,457,341,5,1,4,1,W6,1,0,1,0,2016
Mountain West,Mountain,Colorado State,5,3,308,224,7,6,459,395,5,1,2,3,L1,0,1,0,1,2016
Mountain West,Mountain,Utah State,1,7,191,253,3,9,287,352,3,3,0,6,L5,0,2,0,2,2016
Mountain West,West,San Diego State,6,2,290,139,11,3,493,283,5,1,5,2,W2,,-,,-,2016
Mountain West,West,Hawai'i,4,4,195,250,7,7,396,522,3,3,3,3,W3,0,1,0,1,2016
Mountain West,West,San Jose State,3,5,190,258,4,8,293,416,3,3,1,5,W1,0,2,0,2,2016
Mountain West,West,Nevada,3,5,213,244,5,7,305,348,4,2,1,5,W2,0,1,0,1,2016
Mountain West,West,UNLV,3,5,244,309,4,8,379,441,3,3,1,5,L2,0,1,0,1,2016
Mountain West,West,Fresno State,0,8,113,225,1,11,212,371,1,5,0,6,L10,0,1,0,1,2016
Pac-12,North,Washington,8,1,389,184,12,2,585,248,6,1,5,0,L1,2,2,3,2,2016
Pac-12,North,Washington State,7,2,358,244,8,5,496,343,5,2,3,2,L3,1,2,1,2,2016
Pac-12,North,Stanford,6,3,233,202,10,3,342,265,4,2,5,1,W6,1,2,1,2,2016
Pac-12,North,Oregon State,3,6,230,291,4,8,314,366,4,3,0,5,W2,0,5,0,5,2016
Pac-12,North,California,3,6,304,392,5,7,445,511,4,2,0,5,W1,1,3,1,3,2016
Pac-12,North,Oregon,2,7,296,408,4,8,425,497,3,3,1,5,L1,1,5,1,5,2016
Pac-12,South,Colorado,8,1,289,166,10,4,435,304,6,0,3,2,L2,1,4,2,4,2016
Pac-12,South,USC,7,2,299,180,10,3,447,315,6,0,3,2,W9,3,2,3,3,2016
Pac-12,South,Utah,5,4,284,251,9,4,388,311,4,2,4,2,W1,1,2,1,2,2016
Pac-12,South,Arizona State,2,7,256,382,5,7,400,478,4,2,1,5,L6,0,5,0,5,2016
Pac-12,South,UCLA,2,7,216,264,4,8,299,330,3,3,1,5,L2,0,5,0,5,2016
Pac-12,South,Arizona,1,8,203,393,3,9,297,460,3,4,0,4,W1,0,5,0,5,2016
Southeastern,East,Florida,6,2,196,123,9,4,311,218,5,0,2,3,W1,2,2,2,2,2016
Southeastern,East,Tennessee,4,4,287,295,9,4,473,375,6,1,1,3,W1,3,1,3,1,2016
Southeastern,East,Georgia,4,4,167,192,8,5,319,312,3,3,3,1,W1,1,1,1,1,2016
Southeastern,East,Kentucky,4,4,185,237,7,6,390,407,5,2,2,3,L1,1,2,1,2,2016
Southeastern,East,South Carolina,3,5,126,168,6,7,270,344,5,2,1,4,L2,0,3,0,3,2016
Southeastern,East,Vanderbilt,3,5,162,162,6,7,299,312,4,2,2,4,L1,0,2,0,2,2016
Southeastern,East,Missouri,2,6,181,280,4,8,377,378,4,3,0,5,W1,0,4,0,3,2016
Southeastern,West,Alabama,8,0,304,118,14,1,582,195,7,0,4,0,L1,5,1,5,1,2016
Southeastern,West,Auburn,5,3,210,147,8,5,406,222,6,2,2,2,L2,1,3,1,3,2016
Southeastern,West,LSU,5,3,218,141,8,4,340,189,5,2,2,1,W2,1,4,1,4,2016
Southeastern,West,Texas A&M;,4,4,252,242,8,5,453,319,5,2,2,2,L2,1,2,1,2,2016
Southeastern,West,Arkansas,3,5,214,298,7,6,394,404,5,2,2,2,L2,1,4,1,4,2016
Southeastern,West,Mississippi State,3,5,234,272,6,7,395,413,3,3,2,4,W2,0,3,0,3,2016
Southeastern,West,Ole Miss,2,6,234,295,5,7,391,408,4,3,1,3,L2,1,4,1,3,2016
Sun Belt,,Appalachian State,7,1,250,94,10,3,380,232,5,1,4,2,W3,0,1,0,1,2016
Sun Belt,,Arkansas State,7,1,257,122,8,5,355,279,4,2,4,3,W2,0,1,0,1,2016
Sun Belt,,Troy,6,2,240,155,10,3,438,287,5,1,4,2,W1,0,1,0,1,2016
Sun Belt,,Idaho,6,2,266,195,9,4,400,407,4,1,4,3,W5,0,1,0,1,2016
Sun Belt,,Louisiana,5,3,186,158,6,7,307,329,3,3,3,3,L1,0,1,0,1,2016
Sun Belt,,Georgia Southern,4,4,183,197,5,7,319,318,3,2,2,5,W1,0,1,0,1,2016
Sun Belt,,Louisiana Monroe,3,5,201,272,4,8,280,469,3,2,1,6,L2,0,2,0,2,2016
Sun Belt,,South Alabama,2,6,174,215,6,7,330,351,5,2,1,4,L1,1,1,1,0,2016
Sun Belt,,Georgia State,2,6,156,211,3,9,239,319,3,3,0,6,L1,0,1,0,1,2016
Sun Belt,,New Mexico State,2,6,192,283,3,9,298,466,3,2,0,7,L2,0,1,0,1,2016
Sun Belt,,Texas State,0,8,113,316,2,10,223,493,1,5,1,5,L8,0,1,0,1,2016
American Athletic,East,Temple,7,1,278,165,10,4,417,281,5,1,5,2,L2,0,2,0,2,2015
American Athletic,East,South Florida,6,2,275,157,8,5,437,298,5,1,3,3,L1,1,3,1,2,2015
American Athletic,East,Cincinnati,4,4,286,259,7,6,440,405,5,1,2,4,L1,0,2,0,2,2015
American Athletic,East,Connecticut,4,4,152,166,6,7,223,253,4,2,2,4,L2,1,2,1,2,2015
American Athletic,East,East Carolina,3,5,204,188,5,7,329,312,3,3,2,4,L1,0,3,0,3,2015
American Athletic,East,UCF,0,8,117,359,0,12,167,452,0,6,0,6,L12,0,3,0,3,2015
American Athletic,West,Houston,7,1,325,184,13,1,566,290,8,0,4,1,W3,3,0,3,0,2015
American Athletic,West,Navy,7,1,308,177,11,2,478,284,6,0,3,2,W2,0,2,0,2,2015
American Athletic,West,Memphis,5,3,313,229,9,4,522,355,5,1,4,2,L1,1,3,1,3,2015
American Athletic,West,Tulsa,3,5,272,322,6,7,483,518,3,3,3,3,L1,0,3,0,3,2015
American Athletic,West,SMU,1,7,199,375,2,10,333,548,2,5,0,5,L1,0,5,0,5,2015
American Athletic,West,Tulane,1,7,147,295,3,9,236,435,2,4,1,5,L2,0,3,0,3,2015
Atlantic Coast,Atlantic,Clemson,8,0,304,152,14,1,577,325,7,0,5,0,L1,4,1,4,1,2015
Atlantic Coast,Atlantic,Florida State,6,2,216,144,10,3,412,227,7,0,3,2,L1,1,2,1,2,2015
Atlantic Coast,Atlantic,Louisville,5,3,208,200,8,5,373,313,4,2,3,2,W2,0,3,0,3,2015
Atlantic Coast,Atlantic,NC State,3,5,219,237,7,6,432,336,3,3,4,2,L2,0,3,0,3,2015
Atlantic Coast,Atlantic,Syracuse,2,6,202,266,4,8,327,372,4,3,0,5,W1,0,2,0,2,2015
Atlantic Coast,Atlantic,Wake Forest,1,7,120,219,3,9,209,295,1,5,2,4,L6,0,4,0,4,2015
Atlantic Coast,Atlantic,Boston College,0,8,73,147,3,9,206,183,3,4,0,4,L8,0,3,0,3,2015
Atlantic Coast,Coastal,North Carolina,8,0,340,190,11,3,570,343,7,0,4,0,L2,0,2,0,2,2015
Atlantic Coast,Coastal,Pittsburgh,6,2,216,182,8,5,367,339,3,3,5,1,L2,0,4,0,4,2015
Atlantic Coast,Coastal,Miami,5,3,199,259,8,5,361,366,5,1,3,3,L1,0,3,0,3,2015
Atlantic Coast,Coastal,Duke,4,4,220,260,8,5,410,330,3,3,4,2,W2,0,2,0,2,2015
Atlantic Coast,Coastal,Virginia Tech,4,4,203,186,7,6,403,342,2,4,4,2,W2,0,2,0,2,2015
Atlantic Coast,Coastal,Virginia,3,5,217,233,4,8,309,386,4,3,0,5,L1,0,3,0,3,2015
Atlantic Coast,Coastal,Georgia Tech,1,7,188,250,3,9,351,309,3,4,0,5,L4,1,3,1,3,2015
Big 12,,Oklahoma,8,1,425,184,11,2,566,286,6,0,5,0,L1,3,1,3,1,2015
Big 12,,Oklahoma State,7,2,369,313,10,3,514,396,5,2,5,0,L3,1,3,1,3,2015
Big 12,,TCU,7,2,351,252,11,2,547,354,6,0,4,2,W2,2,2,2,2,2015
Big 12,,Baylor,6,3,384,261,10,3,625,368,4,2,4,1,W1,2,2,2,2,2015
Big 12,,West Virginia,4,5,269,255,8,5,442,320,6,1,1,4,W1,0,4,0,4,2015
Big 12,,Texas Tech,4,5,396,422,7,6,586,567,4,2,3,2,L1,0,5,0,5,2015
Big 12,,Texas,4,5,228,253,5,7,317,364,3,3,1,4,W1,2,3,2,3,2015
Big 12,,Kansas State,3,6,263,328,6,7,389,409,4,3,2,3,L1,0,4,0,4,2015
Big 12,,Iowa State,2,7,229,324,3,9,300,392,3,3,0,6,L4,0,6,0,5,2015
Big 12,,Kansas,0,9,108,430,0,12,183,553,0,7,0,5,L12,0,4,0,4,2015
Big Ten,East,Michigan State,7,1,268,170,12,2,417,304,7,0,4,1,L1,4,1,4,1,2015
Big Ten,East,Ohio State,7,1,282,119,12,1,464,196,6,1,5,0,W2,2,1,2,1,2015
Big Ten,East,Michigan,6,2,256,168,10,3,408,213,5,2,4,1,W1,2,3,2,3,2015
Big Ten,East,Penn State,4,4,190,184,7,6,301,284,6,1,0,4,L4,0,5,0,6,2015
Big Ten,East,Indiana,2,6,281,317,6,7,475,489,3,4,3,2,L1,1,4,0,4,2015
Big Ten,East,Maryland,1,7,178,282,3,9,296,413,2,4,1,4,W1,0,4,0,4,2015
Big Ten,East,Rutgers,1,7,170,334,4,8,325,419,2,5,2,3,L1,0,4,0,4,2015
Big Ten,West,Iowa,8,0,253,153,12,2,433,285,7,0,5,0,L2,2,2,2,2,2015
Big Ten,West,Northwestern,6,2,148,162,10,3,254,242,6,1,3,1,L1,2,2,2,2,2015
Big Ten,West,Wisconsin,6,2,194,119,10,3,348,178,5,2,4,0,W2,0,3,0,3,2015
Big Ten,West,Nebraska,3,5,245,227,6,7,427,362,3,4,2,3,W1,1,3,1,3,2015
Big Ten,West,Minnesota,2,6,194,239,6,7,292,327,3,4,2,3,W1,0,6,0,6,2015
Big Ten,West,Illinois,2,6,135,203,5,7,272,279,4,2,1,4,L3,0,4,0,4,2015
Big Ten,West,Purdue,1,7,180,297,2,10,301,438,2,5,0,5,L4,0,3,0,3,2015
Conference USA,East,Western Kentucky,8,0,405,188,12,2,620,363,6,0,5,2,W6,0,1,0,1,2015
Conference USA,East,Middle Tennessee,6,2,293,206,7,6,442,346,5,1,2,4,L1,0,2,0,1,2015
Conference USA,East,Marshall,6,2,259,133,10,3,407,231,6,0,3,3,W1,0,1,0,0,2015
Conference USA,East,Florida Atlantic,3,5,177,201,3,9,270,345,1,5,2,4,W1,0,1,0,1,2015
Conference USA,East,Florida Intl,3,5,216,270,5,7,306,358,4,1,1,6,L2,0,0,0,0,2015
Conference USA,East,Old Dominion,3,5,215,298,5,7,291,429,3,4,2,3,L2,0,0,0,0,2015
Conference USA,East,Charlotte,0,8,140,310,2,10,210,435,1,5,1,5,L10,0,1,0,1,2015
Conference USA,West,Southern Mississippi,7,1,348,143,9,5,559,358,5,1,4,3,L2,0,1,0,1,2015
Conference USA,West,Louisiana Tech,6,2,283,208,9,4,488,349,5,1,3,3,W1,0,1,0,1,2015
Conference USA,West,UT San Antonio,3,5,191,231,3,9,271,405,1,5,2,4,L1,0,1,0,1,2015
Conference USA,West,UTEP,3,5,138,214,5,7,248,395,3,2,2,5,W1,0,1,0,1,2015
Conference USA,West,Rice,3,5,174,271,5,7,313,430,3,3,2,4,W1,0,1,0,1,2015
Conference USA,West,North Texas,1,7,146,312,1,11,182,495,1,4,0,7,L4,0,1,0,1,2015
FBS Independents,,Notre Dame,,-,--,--,10,3,445,313,6,0,3,2,L2,2,3,2,3,2015
FBS Independents,,BYU,,-,--,--,9,4,438,297,6,0,3,2,L1,0,2,0,2,2015
FBS Independents,,Army,,-,--,--,2,10,248,313,1,5,1,4,L4,0,1,0,1,2015
Mid-American,East,Bowling Green,7,1,376,175,10,4,591,405,3,2,6,0,L1,0,1,0,1,2015
Mid-American,East,Ohio,5,3,204,219,8,5,358,329,5,1,3,3,L1,0,0,0,0,2015
Mid-American,East,Akron,5,3,191,170,8,5,311,279,3,3,4,2,W5,0,1,0,1,2015
Mid-American,East,Buffalo,3,5,201,251,5,7,320,331,2,4,3,3,L3,0,0,0,0,2015
Mid-American,East,Kent State,2,6,73,202,3,9,157,313,2,4,1,5,L5,0,1,0,1,2015
Mid-American,East,Miami (OH),2,6,142,226,3,9,215,384,2,4,1,5,W1,0,1,0,1,2015
Mid-American,East,UMass,2,6,178,228,3,9,266,377,1,5,2,4,W1,0,3,0,2,2015
Mid-American,West,Northern Illinois,6,2,293,205,8,6,436,387,5,1,3,3,L3,0,1,0,1,2015
Mid-American,West,Western Michigan,6,2,318,199,8,5,468,368,4,2,3,3,W2,0,2,0,2,2015
Mid-American,West,Toledo,6,2,305,190,10,2,420,249,4,2,5,0,W1,1,0,1,0,2015
Mid-American,West,Central Michigan,6,2,241,171,7,6,336,286,4,2,3,3,L1,0,2,0,2,2015
Mid-American,West,Ball State,2,6,168,283,3,9,277,430,2,4,1,5,L3,0,2,0,1,2015
Mid-American,West,Eastern Michigan,0,8,165,336,1,11,305,505,0,6,1,5,L10,0,1,0,1,2015
Mountain West,Mountain,Air Force,6,2,298,197,8,6,473,357,6,0,2,5,L3,0,2,0,2,2015
Mountain West,Mountain,New Mexico,5,3,217,221,7,6,389,369,5,2,2,3,L1,0,0,0,0,2015
Mountain West,Mountain,Utah State,5,3,285,209,6,7,377,347,5,1,1,5,L2,0,1,0,1,2015
Mountain West,Mountain,Boise State,5,3,305,194,9,4,508,263,4,2,4,2,W2,0,1,0,1,2015
Mountain West,Mountain,Colorado State,5,3,220,232,7,6,385,354,3,3,4,1,L1,0,1,0,1,2015
Mountain West,Mountain,Wyoming,2,6,159,274,2,10,228,408,2,4,0,6,W1,0,1,0,1,2015
Mountain West,West,San Diego State,8,0,289,90,11,3,450,230,6,1,4,2,W10,0,1,0,1,2015
Mountain West,West,Nevada,4,4,211,200,7,6,341,349,4,2,2,4,W1,0,1,0,1,2015
Mountain West,West,San Jose State,4,4,235,238,6,7,363,354,3,3,2,4,W1,0,0,0,0,2015
Mountain West,West,Fresno State,2,6,178,274,3,9,267,457,2,4,1,5,L2,0,1,0,2,2015
Mountain West,West,UNLV,2,6,223,293,3,9,343,404,2,4,1,5,L3,0,2,0,2,2015
Mountain West,West,Hawai'i,0,8,126,324,3,10,229,463,3,4,0,6,W1,0,1,0,1,2015
Pac-12,North,Stanford,8,1,368,219,12,2,529,316,6,1,4,1,W4,2,2,2,2,2015
Pac-12,North,Oregon,7,2,368,340,9,4,559,488,5,2,4,1,L1,1,3,1,3,2015
Pac-12,North,Washington State,6,3,304,274,9,4,409,360,4,2,4,2,W1,1,1,1,1,2015
Pac-12,North,California,4,5,285,298,8,5,493,399,5,1,2,4,W2,0,3,0,3,2015
Pac-12,North,Washington,4,5,261,180,7,6,398,244,4,3,2,3,W3,0,3,0,3,2015
Pac-12,North,Oregon State,0,9,160,381,2,10,228,444,2,4,0,6,L9,0,5,0,6,2015
