School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Oregon State,2005-09-10,2,,Boise State,W,3,30,3,19,36,52.8,233,3,44,149,3.4,0,2,0,2
Penn State,2005-09-10,2,,Cincinnati,W,6,42,18,29,49,59.2,329,2,34,31,0.9,1,2,2,4
Purdue,2005-09-10,1,,Akron,W,7,49,25,26,46,56.5,362,3,21,23,1.1,0,2,0,2
Rice,2005-09-10,1,@,UCLA,L,3,21,-42,19,27,70.4,325,3,39,253,6.5,4,0,0,0
Rutgers,2005-09-10,2,,Villanova,W,5,38,32,33,54,61.1,359,1,31,85,2.7,0,1,0,1
San Diego State,2005-09-10,2,@,Air Force,L,3,29,-12,10,12,83.3,231,1,67,272,4.1,5,1,0,1
San Jose State,2005-09-10,2,@,Illinois,L,2,19,-21,20,29,69.0,249,0,53,243,4.6,4,0,1,1
SMU,2005-09-10,2,,Texas Christian,W,3,21,11,16,36,44.4,134,0,32,119,3.7,0,1,3,4
South Carolina,2005-09-10,2,@,Georgia,L,2,15,-2,8,17,47.1,112,0,49,238,4.9,2,0,2,2
South Florida,2005-09-10,2,,Florida A&M,W,5,37,34,9,20,45.0,54,0,26,31,1.2,0,0,1,1
Southern Mississippi,2005-09-10,1,@,Alabama,L,3,21,-9,21,37,56.8,330,2,43,140,3.3,2,1,1,2
Stanford,2005-09-10,1,@,Navy,W,5,41,3,15,29,51.7,248,1,54,210,3.9,3,0,2,2
Syracuse,2005-09-10,2,,Buffalo,W,4,31,31,9,27,33.3,73,0,29,50,1.7,0,0,2,2
Temple,2005-09-10,2,@,Wisconsin,L,0,0,-65,15,25,60.0,229,4,53,263,5.0,4,1,0,1
Texas,2005-09-10,2,@,Ohio State,W,2,25,3,14,26,53.8,144,1,36,111,3.1,0,1,0,1
Texas Christian,2005-09-10,2,@,Southern Methodist,L,1,10,-11,11,21,52.4,101,1,52,172,3.3,2,1,0,1
Texas Tech,2005-09-10,1,,Florida International,W,8,56,53,26,42,61.9,214,0,38,135,3.6,0,2,0,2
Toledo,2005-09-10,2,,Western Michigan,W,8,56,33,20,35,57.1,215,1,30,84,2.8,1,0,0,0
Troy,2005-09-10,2,,Alabama-Birmingham,L,1,7,-20,25,38,65.8,296,2,39,164,4.2,0,0,0,0
Tulsa,2005-09-10,2,@,Oklahoma,L,1,15,-16,5,13,38.5,42,0,45,227,5.0,3,0,2,2
UAB,2005-09-10,2,@,Troy,W,3,27,20,12,26,46.2,164,0,20,26,1.3,0,0,4,4
UCLA,2005-09-10,2,,Rice,W,9,63,42,8,17,47.1,63,0,49,192,3.9,3,2,0,2
UNLV,2005-09-10,2,,Idaho,W,4,34,3,19,31,61.3,390,3,30,100,3.3,1,1,1,2
Utah,2005-09-10,2,,Utah State,W,4,31,24,12,25,48.0,95,0,38,163,4.3,1,1,1,2
Utah State,2005-09-10,1,@,Utah,L,1,7,-24,18,22,81.8,268,2,49,242,4.9,2,2,0,2
Vanderbilt,2005-09-10,2,@,Arkansas,W,3,28,4,17,30,56.7,204,2,43,194,4.5,1,0,1,1
Virginia Tech,2005-09-10,2,@,Duke,W,6,45,45,5,18,27.8,22,0,35,13,0.4,0,0,1,1
Wake Forest,2005-09-10,2,@,Nebraska,L,0,3,-28,14,33,42.4,114,1,30,120,4.0,0,0,1,1
Washington,2005-09-10,2,,California,L,2,17,-39,17,27,63.0,271,4,39,286,7.3,3,0,1,1
West Virginia,2005-09-10,2,,Wofford,W,5,35,28,6,12,50.0,76,0,45,78,1.7,1,2,2,4
Western Michigan,2005-09-10,2,@,Toledo,L,3,23,-33,29,39,74.4,358,3,43,254,5.9,5,0,1,1
Wisconsin,2005-09-10,2,,Temple,W,9,65,65,6,26,23.1,56,0,26,-11,-0.4,0,0,1,1
Wyoming,2005-09-10,2,,Louisiana-Monroe,W,5,38,38,16,39,41.0,126,0,32,94,2.9,0,0,2,2
Texas Christian,2005-09-15,3,,Utah,W,3,23,3,15,31,48.4,208,0,50,109,2.2,2,1,1,2
Utah,2005-09-15,3,@,Texas Christian,L,2,20,-3,8,17,47.1,88,1,46,228,5.0,2,1,0,1
Houston,2005-09-16,3,@,Texas-El Paso,L,5,41,-3,26,51,51.0,379,3,32,174,5.4,1,2,2,4
UTEP,2005-09-16,2,,Houston,W,4,44,3,32,50,64.0,331,5,42,183,4.4,0,1,5,6
Air Force,2005-09-17,3,,Wyoming,L,4,28,-1,19,29,65.5,267,1,33,68,2.1,2,1,0,1
Akron,2005-09-17,2,@,Middle Tennessee State,W,2,17,10,23,40,57.5,157,1,23,54,2.3,0,1,0,1
Alabama,2005-09-17,3,@,South Carolina,W,4,37,23,21,39,53.8,185,1,19,71,3.7,1,1,1,2
Arizona,2005-09-17,3,,Purdue,L,3,24,-7,7,18,38.9,140,0,45,239,5.3,4,0,1,1
Arizona State,2005-09-17,3,,Northwestern,W,7,52,31,25,38,65.8,236,3,32,180,5.6,0,1,0,1
Arkansas,2005-09-17,3,@,Southern California,L,2,17,-53,23,34,67.6,445,6,33,291,8.8,4,0,0,0
Arkansas State,2005-09-17,3,@,Oklahoma State,L,1,10,-10,8,21,38.1,148,1,31,125,4.0,1,3,0,3
Army,2005-09-17,2,,Baylor,L,1,10,-10,20,30,66.7,205,1,37,146,3.9,1,1,2,3
Auburn,2005-09-17,3,,Ball State,W,9,63,60,14,26,53.8,127,0,29,93,3.2,0,0,1,1
Ball State,2005-09-17,3,@,Auburn,L,0,3,-60,17,22,77.3,182,1,35,390,11.1,7,0,0,0
Baylor,2005-09-17,3,@,Army,W,2,20,10,19,37,51.4,228,1,40,56,1.4,0,0,2,2
Boston College,2005-09-17,3,,Florida State,L,2,17,-11,20,38,52.6,231,2,19,13,0.7,1,2,1,3
Buffalo,2005-09-17,3,,Rutgers,L,0,3,-14,14,29,48.3,150,2,32,138,4.3,0,0,1,1
California,2005-09-17,3,,Illinois,W,5,35,15,21,37,56.8,228,0,43,109,2.5,2,0,0,0
Central Michigan,2005-09-17,3,@,Penn State,L,0,3,-37,22,36,61.1,381,4,31,138,4.5,1,2,1,3
Cincinnati,2005-09-17,3,,Western Carolina,W,1,7,4,20,40,50.0,202,0,34,82,2.4,0,0,3,3
Clemson,2005-09-17,3,,Miami (FL),L,3,30,-6,16,26,61.5,152,1,52,195,3.8,3,1,0,1
Connecticut,2005-09-17,3,@,Georgia Tech,L,1,13,-15,11,30,36.7,142,1,54,165,3.1,2,2,0,2
Duke,2005-09-17,3,,Virginia Military Institute,W,5,40,26,14,22,63.6,109,0,34,70,2.1,2,1,2,3
