School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Kansas,2002-08-31,1,@,Iowa State,L,0,3,-42,16,25,64.0,234,0,53,277,5.2,6,0,1,1
Kansas State,2002-08-31,1,,Western Kentucky,W,6,48,45,7,12,58.3,73,0,47,110,2.3,0,0,2,2
Louisiana,2002-08-31,1,@,Texas A&M,L,1,7,-24,18,47,38.3,244,0,47,179,3.8,3,0,2,2
Louisiana Tech,2002-08-31,1,,Oklahoma State,W,5,39,3,22,41,53.7,204,3,30,158,5.3,2,0,0,0
Louisiana-Monroe,2002-08-31,1,@,Mississippi,L,0,3,-28,18,33,54.5,198,1,35,180,5.1,3,1,1,2
Marshall,2002-08-31,1,,Appalachian State,W,7,50,33,9,24,37.5,64,0,36,76,2.1,1,1,0,1
Maryland,2002-08-31,1,N,Notre Dame,L,0,0,-22,17,27,63.0,226,0,45,130,2.9,0,0,0,0
Memphis,2002-08-31,1,,Murray State,W,7,52,46,13,25,52.0,75,0,42,210,5.0,1,2,2,4
Miami (FL),2002-08-31,1,,Florida A&M,W,9,63,46,16,36,44.4,94,1,44,61,1.4,1,1,1,2
Miami (OH),2002-08-31,1,@,North Carolina,W,4,27,6,28,46,60.9,353,2,28,94,3.4,1,6,3,9
Michigan,2002-08-31,1,,Washington,W,4,31,2,28,45,62.2,318,2,34,81,2.4,2,1,1,2
Michigan State,2002-08-31,1,,Eastern Michigan,W,8,56,49,23,49,46.9,187,0,20,54,2.7,1,0,0,0
Middle Tennessee State,2002-08-31,1,@,Alabama,L,4,34,-5,16,22,72.7,236,2,43,194,4.5,2,0,0,0
Minnesota,2002-08-31,1,,,W,6,42,42,8,16,50.0,54,0,44,75,1.7,0,1,1,2
Mississippi State,2002-08-31,1,@,Oregon,L,2,13,-23,14,28,50.0,166,3,53,205,3.9,1,1,0,1
Missouri,2002-08-31,1,N,Illinois,W,5,33,13,18,42,42.9,246,2,34,67,2.0,1,2,1,3
Navy,2002-08-31,1,@,Southern Methodist,W,5,38,31,12,31,38.7,144,1,45,182,4.0,0,3,2,5
Nebraska,2002-08-31,2,,Troy,W,4,31,15,11,29,37.9,192,0,41,155,3.8,2,1,2,3
Nevada,2002-08-31,1,@,Washington State,L,1,7,-24,19,33,57.6,261,1,27,108,4.0,2,2,0,2
New Mexico,2002-08-31,2,,Weber State,W,5,38,14,33,52,63.5,345,3,35,62,1.8,0,2,0,2
New Mexico State,2002-08-31,1,@,South Carolina,L,3,24,-10,10,19,52.6,172,1,46,229,5.0,3,1,0,1
North Carolina,2002-08-31,1,,Miami (OH),L,3,21,-6,16,33,48.5,204,1,56,175,3.1,3,2,0,2
North Carolina State,2002-08-31,2,,East Tennessee State,W,5,34,34,1,14,7.1,11,0,49,70,1.4,0,1,2,3
North Texas,2002-08-31,1,@,Texas,L,0,0,-27,17,29,58.6,187,1,34,27,0.8,2,0,0,0
Northwestern,2002-08-31,1,@,Air Force,L,0,3,-49,5,8,62.5,47,1,74,476,6.4,5,0,0,0
Notre Dame,2002-08-31,1,N,Maryland,W,1,22,22,12,32,37.5,117,0,21,16,0.8,0,0,3,3
Ohio,2002-08-31,1,@,Pittsburgh,L,2,14,-13,9,23,39.1,97,2,44,96,2.2,1,0,3,3
Oklahoma State,2002-08-31,1,@,Louisiana Tech,L,5,36,-3,38,66,57.6,448,3,23,38,1.7,2,1,0,1
Ole Miss,2002-08-31,1,,Louisiana-Monroe,W,4,31,28,9,23,39.1,110,0,43,118,2.7,0,0,2,2
Oregon,2002-08-31,1,,Mississippi State,W,4,36,23,18,37,48.6,192,1,24,31,1.3,1,2,2,4
Penn State,2002-08-31,1,,Central Florida,W,3,27,3,32,46,69.6,345,1,31,65,2.1,1,1,1,2
Pitt,2002-08-31,1,,Ohio,W,3,27,13,9,23,39.1,79,0,48,204,4.3,2,1,5,6
Purdue,2002-08-31,1,,Illinois State,W,7,51,41,12,32,37.5,153,1,30,68,2.3,0,1,2,3
Rice,2002-08-31,1,,Houston,L,1,10,-14,11,15,73.3,161,1,60,305,5.1,2,3,0,3
Rutgers,2002-08-31,1,,Villanova,L,3,19,-18,24,39,61.5,321,3,38,155,4.1,2,1,2,3
San Jose State,2002-08-31,1,@,Arkansas State,W,4,33,19,17,35,48.6,182,1,32,108,3.4,1,2,3,5
SMU,2002-08-31,1,,Navy,L,1,7,-31,4,9,44.4,106,0,54,293,5.4,5,0,0,0
South Carolina,2002-08-31,1,,New Mexico State,W,4,34,10,17,28,60.7,207,1,40,212,5.3,2,1,0,1
Southern Mississippi,2002-08-31,1,,Jackson State,W,7,55,48,18,36,50.0,201,0,44,72,1.6,1,0,2,2
Tennessee,2002-08-31,1,,Wyoming,W,5,47,40,11,31,35.5,144,1,22,43,2.0,0,2,3,5
Texas,2002-08-31,1,,North Texas,W,3,27,27,6,20,30.0,55,0,38,90,2.4,0,2,0,2
Texas A&M,2002-08-31,1,,Louisiana,W,4,31,24,16,42,38.1,194,1,23,11,0.5,0,4,6,10
Troy,2002-08-31,1,@,Nebraska,L,2,16,-15,8,16,50.0,114,0,54,199,3.7,2,1,1,2
Tulane,2002-08-31,1,,Southern,W,4,37,18,30,50,60.0,279,2,36,148,4.1,1,1,2,3
UAB,2002-08-31,1,@,Florida,L,0,3,-48,20,32,62.5,410,2,38,233,6.1,5,0,1,1
UCF,2002-08-31,1,@,Penn State,L,2,24,-3,13,20,65.0,194,2,39,153,3.9,1,2,0,2
UNLV,2002-08-31,1,,Wisconsin,L,1,7,-20,14,26,53.8,191,2,37,158,4.3,1,0,0,0
Utah,2002-08-31,1,@,Utah State,W,3,23,20,19,42,45.2,171,0,16,-9,-0.6,0,1,1,2
Utah State,2002-08-31,1,,Utah,L,0,3,-20,16,30,53.3,165,1,53,282,5.3,2,0,0,0
UTEP,2002-08-31,1,,,W,6,42,30,13,28,46.4,141,1,30,87,2.9,1,1,1,2
Vanderbilt,2002-08-31,1,@,Georgia Tech,L,0,3,-42,15,24,62.5,182,3,51,279,5.5,3,0,0,0
Virginia,2002-08-31,2,@,Florida State,L,3,19,-21,14,23,60.9,157,0,60,397,6.6,5,2,2,4
Washington,2002-08-31,1,@,Michigan,L,4,29,-2,22,39,56.4,268,1,36,150,4.2,3,1,1,2
Washington State,2002-08-31,1,,Nevada,W,4,31,24,20,35,57.1,174,0,46,108,2.3,1,0,3,3
West Virginia,2002-08-31,1,,Chattanooga,W,8,56,49,18,29,62.1,98,1,26,52,2.0,0,0,3,3
Wisconsin,2002-08-31,2,@,Nevada-Las Vegas,W,3,27,20,12,26,46.2,138,0,31,167,5.4,1,3,2,5
Wyoming,2002-08-31,1,@,Tennessee,L,1,7,-40,26,42,61.9,279,1,42,188,4.5,4,0,1,1
Kentucky,2002-09-01,1,@,Louisville,W,2,22,5,14,39,35.9,193,1,24,55,2.3,0,2,1,3
Louisville,2002-09-01,1,,Kentucky,L,2,17,-5,13,27,48.1,195,1,42,78,1.9,1,0,0,0
LSU,2002-09-01,1,@,Virginia Tech,L,1,8,-18,7,14,50.0,65,0,51,166,3.3,3,1,0,1
Virginia Tech,2002-09-01,2,,Louisiana State,W,3,26,18,15,35,42.9,134,0,28,80,2.9,1,1,1,2
Auburn,2002-09-02,1,@,Southern California,L,2,17,-7,23,32,71.9,302,1,37,84,2.3,2,1,2,3
Cincinnati,2002-09-02,1,,Texas Christian,W,5,36,7,20,31,64.5,253,1,35,97,2.8,0,1,2,3
Texas Christian,2002-09-02,1,@,Cincinnati,L,2,29,-7,18,38,47.4,287,2,37,122,3.3,3,1,4,5
USC,2002-09-02,1,,Auburn,W,3,24,7,11,22,50.0,141,0,38,140,3.7,2,1,1,2
Oregon State,2002-09-05,2,@,Temple,W,5,35,32,14,35,40.0,109,0,34,113,3.3,0,1,3,4
Temple,2002-09-05,2,,Oregon State,L,0,3,-32,33,51,64.7,286,4,32,142,4.4,0,0,0,0
Brigham Young,2002-09-06,2,,Hawaii,W,5,35,3,22,55,40.0,284,2,30,171,5.7,2,0,4,4
Hawaii,2002-09-06,2,@,Brigham Young,L,4,32,-3,21,48,43.8,226,1,48,168,3.5,4,0,0,0
Air Force,2002-09-07,2,,New Mexico,W,5,38,7,19,31,61.3,213,2,40,149,3.7,2,0,1,1
Akron,2002-09-07,2,@,Maryland,L,2,14,-30,10,19,52.6,118,1,50,209,4.2,3,0,0,0
Alabama,2002-09-07,2,@,Oklahoma,L,3,27,-10,21,38,55.3,306,2,23,-23,-1.0,2,1,0,1
Arizona State,2002-09-07,3,,Central Florida,W,6,46,33,8,28,28.6,157,1,23,33,1.4,0,2,3,5
Arkansas,2002-09-07,1,,Boise State,W,5,41,27,25,39,64.1,331,2,26,27,1.0,0,4,3,7
Arkansas State,2002-09-07,3,,Tulsa,W,3,21,2,14,27,51.9,168,1,41,51,1.2,1,2,0,2
Army,2002-09-07,1,,Holy Cross,L,3,21,-9,13,25,52.0,131,1,33,178,5.4,0,0,0,0
Auburn,2002-09-07,2,,Western Carolina,W,8,56,56,26,45,57.8,175,0,25,86,3.4,0,1,1,2
Ball State,2002-09-07,1,@,Missouri,L,0,6,-35,16,32,50.0,216,2,37,221,6.0,4,0,0,0
Baylor,2002-09-07,2,,Samford,W,7,50,38,17,28,60.7,211,1,29,57,2.0,1,1,1,2
Boise State,2002-09-07,2,@,Arkansas,L,2,14,-27,11,24,45.8,128,3,48,217,4.5,1,1,1,2
Boston College,2002-09-07,2,,Stanford,W,4,34,7,17,27,63.0,244,1,37,65,1.8,1,2,1,3
Buffalo,2002-09-07,2,@,Rutgers,W,4,34,23,16,38,42.1,166,1,34,55,1.6,0,0,3,3
California,2002-09-07,2,,New Mexico State,W,4,34,21,16,26,61.5,161,1,51,169,3.3,0,2,0,2
Central Michigan,2002-09-07,2,,Wyoming,W,3,32,12,20,36,55.6,290,3,24,64,2.7,0,1,0,1
Clemson,2002-09-07,2,,Louisiana Tech,W,3,33,20,26,44,59.1,213,0,26,80,3.1,1,1,3,4
Colorado,2002-09-07,2,,San Diego State,W,5,34,20,39,59,66.1,359,0,23,42,1.8,2,2,0,2
Colorado State,2002-09-07,3,@,UCLA,L,2,19,-11,14,26,53.8,166,0,37,215,5.8,4,0,1,1
Connecticut,2002-09-07,2,,Georgia Tech,L,2,14,-17,14,21,66.7,189,0,43,226,5.3,4,1,0,1
Duke,2002-09-07,2,,Louisville,L,0,3,-37,24,35,68.6,260,3,40,192,4.8,1,2,2,4
East Carolina,2002-09-07,2,@,Wake Forest,L,3,22,-5,16,29,55.2,216,1,52,181,3.5,2,1,0,1
Eastern Michigan,2002-09-07,2,,Toledo,L,2,13,-52,11,17,64.7,207,2,56,303,5.4,6,0,0,0
Florida,2002-09-07,2,,Miami (FL),L,2,16,-25,16,33,48.5,202,4,46,306,6.7,0,0,3,3
Fresno State,2002-09-07,3,@,Oregon,L,3,24,-4,19,34,55.9,303,1,48,104,2.2,2,1,1,2
Georgia Tech,2002-09-07,2,@,Connecticut,W,4,31,17,15,32,46.9,185,2,34,64,1.9,0,1,1,2
Houston,2002-09-07,2,,Tulane,L,1,13,-21,14,25,56.0,208,2,29,80,2.8,0,4,1,5
Idaho,2002-09-07,2,@,Washington State,L,2,14,-35,16,22,72.7,277,3,33,240,7.3,4,1,1,2
Illinois,2002-09-07,2,@,Southern Mississippi,L,2,20,-3,14,26,53.8,171,1,45,201,4.5,2,1,0,1
Indiana,2002-09-07,2,@,Utah,L,2,13,-27,15,28,53.6,104,2,57,386,6.8,2,2,0,2
Iowa,2002-09-07,2,@,Miami (OH),W,3,29,5,33,51,64.7,343,3,17,14,0.8,0,0,1,1
Iowa State,2002-09-07,3,,Tennessee Tech,W,7,58,52,17,34,50.0,154,1,33,51,1.5,0,2,1,3
Kansas,2002-09-07,2,@,Nevada-Las Vegas,L,2,20,-11,12,24,50.0,144,1,47,291,6.2,3,0,0,0
Kansas State,2002-09-07,2,,Louisiana-Monroe,W,10,68,68,9,31,29.0,127,0,27,33,1.2,0,1,1,2
Kent State,2002-09-07,2,@,Ohio State,L,2,17,-34,19,25,76.0,268,2,22,144,6.5,2,2,0,2
Kentucky,2002-09-07,2,,Texas-El Paso,W,11,77,60,12,26,46.2,151,2,41,220,5.4,0,2,0,2
Louisiana,2002-09-07,2,,Minnesota,L,1,11,-24,18,27,66.7,246,4,44,212,4.8,1,1,0,1
Louisiana Tech,2002-09-07,2,@,Clemson,L,1,13,-20,26,44,59.1,249,0,35,87,2.5,3,1,0,1
Louisiana-Monroe,2002-09-07,2,@,Kansas State,L,0,0,-68,13,18,72.2,222,3,49,263,5.4,5,0,0,0
Louisville,2002-09-07,2,@,Duke,W,5,40,37,15,34,44.1,153,0,26,22,0.8,0,0,0,0
LSU,2002-09-07,2,,Citadel,W,5,35,25,12,31,38.7,104,0,35,132,3.8,1,1,1,2
Maryland,2002-09-07,2,,Akron,W,5,44,30,20,35,57.1,237,2,34,82,2.4,0,1,3,4
Memphis,2002-09-07,2,@,Mississippi,L,2,16,-22,14,30,46.7,174,3,42,214,5.1,1,0,0,0
Miami (FL),2002-09-07,2,@,Florida,W,5,41,25,19,45,42.2,191,0,36,163,4.5,1,0,2,2
Miami (OH),2002-09-07,2,,Iowa,L,3,24,-5,18,27,66.7,256,1,40,188,4.7,2,1,0,1
Michigan,2002-09-07,2,,Western Michigan,W,5,35,23,21,37,56.8,249,2,26,76,2.9,0,1,2,3
Michigan State,2002-09-07,2,,Rice,W,3,27,17,4,11,36.4,27,0,53,216,4.1,1,2,2,4
Middle Tennessee State,2002-09-07,2,@,Tennessee,L,0,3,-23,24,29,82.8,263,1,31,137,4.4,1,2,1,3
Minnesota,2002-09-07,2,@,Louisiana,W,5,35,24,12,27,44.4,98,0,25,35,1.4,0,1,2,3
Missouri,2002-09-07,2,,Ball State,W,6,41,35,18,25,72.0,150,0,45,164,3.6,0,4,1,5
Navy,2002-09-07,2,,North Carolina State,L,3,19,-46,11,18,61.1,328,5,40,171,4.3,2,0,0,0
Nebraska,2002-09-07,3,,Utah State,W,6,44,31,19,44,43.2,251,1,30,70,2.3,0,0,3,3
New Mexico,2002-09-07,3,@,Air Force,L,4,31,-7,5,13,38.5,99,2,59,261,4.4,3,1,1,2
New Mexico State,2002-09-07,2,@,California,L,1,13,-21,19,32,59.4,180,2,31,120,3.9,2,1,0,1
North Carolina,2002-09-07,2,@,Syracuse,W,3,30,8,4,11,36.4,71,0,43,183,4.3,3,1,1,2
North Carolina State,2002-09-07,3,@,Navy,W,9,65,46,2,9,22.2,33,0,54,243,4.5,3,3,0,3
North Texas,2002-09-07,2,,Nicholls State,W,3,23,23,3,10,30.0,27,0,49,149,3.0,0,1,2,3
Northern Illinois,2002-09-07,2,@,South Florida,L,1,6,-31,22,34,64.7,273,2,29,116,4.0,1,1,0,1
Northwestern,2002-09-07,2,,Texas Christian,L,3,24,-24,14,25,56.0,267,1,49,174,3.6,4,1,0,1
Notre Dame,2002-09-07,2,,Purdue,W,3,24,7,14,30,46.7,171,0,38,147,3.9,1,3,1,4
Ohio,2002-09-07,2,,Northeastern,L,0,0,-31,7,19,36.8,82,1,50,217,4.3,1,2,0,2
Ohio State,2002-09-07,2,,Kent State,W,6,51,34,17,35,48.6,187,2,45,171,3.8,0,0,2,2
Oklahoma,2002-09-07,2,,Alabama,W,5,37,10,17,35,48.6,192,0,45,96,2.1,2,2,1,3
Oklahoma State,2002-09-07,2,,Northern Iowa,W,6,45,35,15,38,39.5,109,0,41,104,2.5,1,1,4,5
Ole Miss,2002-09-07,2,,Memphis,W,5,38,22,20,38,52.6,271,2,20,18,0.9,0,1,1,2
Oregon,2002-09-07,2,,Fresno State,W,3,28,4,16,37,43.2,201,2,29,109,3.8,1,0,2,2
Pitt,2002-09-07,2,,Texas A&M,L,2,12,-2,14,31,45.2,199,0,32,82,2.6,2,1,0,1
Purdue,2002-09-07,2,@,Notre Dame,L,2,17,-7,7,22,31.8,50,0,45,153,3.4,0,1,0,1
Rice,2002-09-07,2,@,Michigan State,L,1,10,-17,16,27,59.3,213,3,32,58,1.8,0,0,0,0
Rutgers,2002-09-07,2,,Buffalo,L,1,11,-23,18,34,52.9,201,3,44,173,3.9,1,1,0,1
San Diego State,2002-09-07,2,@,Colorado,L,2,14,-20,9,22,40.9,136,2,46,265,5.8,2,0,1,1
San Jose State,2002-09-07,2,@,Washington,L,1,10,-24,22,35,62.9,347,3,37,152,4.1,0,2,1,3
SMU,2002-09-07,2,,Texas Tech,L,2,14,-10,33,52,63.5,374,3,26,114,4.4,0,0,2,2
South Carolina,2002-09-07,2,@,Virginia,L,3,21,-13,22,32,68.8,196,4,40,143,3.6,0,1,2,3
South Florida,2002-09-07,2,,Northern Illinois,W,5,37,31,12,30,40.0,196,1,42,73,1.7,0,2,1,3
Southern Mississippi,2002-09-07,2,,Illinois,W,3,23,3,13,33,39.4,163,0,42,171,4.1,0,0,2,2
Stanford,2002-09-07,1,@,Boston College,L,3,27,-7,22,36,61.1,260,1,39,139,3.6,3,1,3,4
Syracuse,2002-09-07,2,,North Carolina,L,3,22,-8,19,36,52.8,284,2,42,152,3.6,1,1,0,1
Tennessee,2002-09-07,2,,Middle Tennessee State,W,3,26,23,13,23,56.5,109,0,38,100,2.6,0,3,0,3
Texas A&M,2002-09-07,2,@,Pittsburgh,W,2,14,2,21,33,63.6,176,1,39,56,1.4,1,1,1,2
Texas Christian,2002-09-07,2,@,Northwestern,W,6,48,24,16,35,45.7,169,1,44,106,2.4,1,6,1,7
Texas Tech,2002-09-07,2,@,Southern Methodist,W,3,24,10,10,23,43.5,144,1,49,227,4.6,1,0,2,2
Toledo,2002-09-07,2,@,Eastern Michigan,W,9,65,52,16,31,51.6,191,1,37,169,4.6,1,2,5,7
Troy,2002-09-07,2,@,Alabama-Birmingham,L,3,26,-1,13,22,59.1,137,1,30,84,2.8,0,3,0,3
Tulane,2002-09-07,2,@,Houston,W,4,34,21,19,39,48.7,181,0,47,206,4.4,1,4,3,7
Tulsa,2002-09-07,2,@,Arkansas State,L,2,19,-2,7,15,46.7,51,0,51,295,5.8,3,3,0,3
UAB,2002-09-07,2,,Troy,W,3,27,1,19,37,51.4,204,0,52,223,4.3,3,3,1,4
UCF,2002-09-07,2,@,Arizona State,L,1,13,-33,9,17,52.9,120,3,53,141,2.7,1,3,0,3
UCLA,2002-09-07,1,,Colorado State,W,4,30,11,14,31,45.2,98,1,43,179,4.2,1,1,1,2
UNLV,2002-09-07,2,,Kansas,W,4,31,11,22,42,52.4,225,1,34,69,2.0,1,0,0,0
Utah,2002-09-07,2,,Indiana,W,4,40,27,21,47,44.7,276,2,19,79,4.2,0,1,3,4
Utah State,2002-09-07,2,@,Nebraska,L,1,13,-31,8,15,53.3,130,2,54,288,5.3,4,2,0,2
UTEP,2002-09-07,2,@,Kentucky,L,2,17,-60,12,19,63.2,227,5,44,364,8.3,6,1,0,1
Vanderbilt,2002-09-07,2,,Furman,W,7,49,31,22,32,68.8,253,0,37,100,2.7,2,3,0,3
Virginia,2002-09-07,3,,South Carolina,W,5,34,13,12,21,57.1,119,1,38,142,3.7,1,6,1,7
Wake Forest,2002-09-07,2,,East Carolina,W,3,27,5,21,41,51.2,273,2,32,122,3.8,1,1,4,5
Washington,2002-09-07,2,,San Jose State,W,4,34,24,21,36,58.3,236,0,33,35,1.1,1,1,2,3
Washington State,2002-09-07,2,,Idaho,W,7,49,35,33,49,67.3,267,2,34,51,1.5,0,1,1,2
West Virginia,2002-09-07,2,@,Wisconsin,L,2,17,-17,18,28,64.3,291,2,45,156,3.5,3,0,0,0
Western Michigan,2002-09-07,2,@,Michigan,L,2,12,-23,18,31,58.1,226,4,49,220,4.5,1,0,1,1
Wisconsin,2002-09-07,3,,West Virginia,W,5,34,17,17,36,47.2,219,0,39,180,4.6,2,1,0,1
Wyoming,2002-09-07,2,@,Central Michigan,L,3,20,-12,28,39,71.8,361,2,54,168,3.1,1,0,0,0
Marshall,2002-09-12,2,@,Virginia Tech,L,3,21,-26,5,12,41.7,101,0,66,395,6.0,6,0,0,0
Virginia Tech,2002-09-12,3,,Marshall,W,6,47,26,36,56,64.3,442,3,16,34,2.1,0,2,1,3
Akron,2002-09-14,3,,Central Michigan,L,2,17,-7,21,33,63.6,227,0,59,242,4.1,3,2,1,3
Alabama,2002-09-14,3,,North Texas,W,4,33,26,10,19,52.6,91,1,37,50,1.4,0,2,0,2
