School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
Liberty,2018-09-01,1,,Old Dominion,W,26,37,70.3,353,4,38,238,6.3,3,5,1,1,0,1
Louisiana,2018-09-01,1,,Grambling State,W,23,30,76.7,241,4,43,315,7.3,3,6,4,0,1,1
Louisiana Tech,2018-09-01,1,@,South Alabama,W,19,29,65.5,209,2,48,231,4.8,2,4,2,0,3,3
Louisville,2018-09-01,1,N,Alabama,L,20,39,51.3,252,2,25,27,1.1,0,2,1,0,2,2
Marshall,2018-09-01,1,@,Miami (OH),W,24,37,64.9,272,2,38,171,4.5,3,2,1,0,0,0
Maryland,2018-09-01,1,N,Texas,W,21,34,61.8,264,2,46,143,3.1,2,7,1,0,0,0
Massachusetts,2018-09-01,2,@,Boston College,L,21,34,61.8,249,1,34,66,1.9,2,4,,1,2,3
Memphis,2018-09-01,1,,Mercer,W,28,39,71.8,428,5,47,324,6.9,3,7,4,1,0,1
Miami (OH),2018-09-01,1,,Marshall,L,25,46,54.3,357,3,27,87,3.2,1,5,2,0,0,0
Michigan,2018-09-01,1,@,Notre Dame,L,24,36,66.7,249,0,33,58,1.8,1,7,2,1,1,2
Middle Tennessee State,2018-09-01,1,@,Vanderbilt,L,24,36,66.7,178,1,36,116,3.2,0,5,1,1,1,2
Mississippi State,2018-09-01,1,,Stephen F. Austin,W,15,34,44.1,398,5,37,220,5.9,4,17,4,0,0,0
Missouri,2018-09-01,1,,Tennessee-Martin,W,23,34,67.6,394,4,44,164,3.7,2,5,3,0,0,0
Navy,2018-09-01,1,@,Hawaii,L,6,13,46.2,85,1,49,326,6.7,5,3,3,0,0,0
New Mexico,2018-09-01,1,,Incarnate Word,W,15,25,60.0,361,5,66,319,4.8,4,5,3,1,1,2
North Carolina,2018-09-01,1,@,California,L,15,35,42.9,137,1,38,164,4.3,1,10,4,0,4,4
North Carolina State,2018-09-01,1,,James Madison,W,29,43,67.4,309,2,29,83,2.9,1,6,2,1,0,1
North Texas,2018-09-01,1,,Southern Methodist,W,41,51,80.4,461,3,43,68,1.6,0,4,4,0,0,0
Northern Illinois,2018-09-01,1,@,Iowa,L,15,26,57.7,110,1,36,101,2.8,0,2,1,1,1,2
Notre Dame,2018-09-01,1,,Michigan,W,12,22,54.5,170,1,47,132,2.8,2,7,3,0,1,1
Ohio,2018-09-01,1,,Howard,W,19,33,57.6,277,2,39,148,3.8,2,6,1,0,0,0
Ohio State,2018-09-01,1,,Oregon State,W,25,34,73.5,346,5,52,377,7.3,5,6,5,1,1,2
Oklahoma,2018-09-01,1,,Florida Atlantic,W,19,23,82.6,334,3,39,316,8.1,5,9,2,0,0,0
Old Dominion,2018-09-01,1,@,Liberty,L,18,34,52.9,172,0,39,129,3.3,1,4,,2,0,2
Ole Miss,2018-09-01,1,N,Texas Tech,W,22,32,68.8,336,2,28,210,7.5,2,8,,1,0,1
Oregon,2018-09-01,1,,Bowling Green State,W,11,26,42.3,292,5,42,212,5.0,2,7,3,1,2,3
Oregon State,2018-09-01,1,@,Ohio State,L,14,24,58.3,196,2,39,196,5.0,2,1,,2,0,2
Penn State,2018-09-01,1,,Appalachian State,W,21,36,58.3,230,1,43,204,4.7,5,6,2,0,0,0
Pitt,2018-09-01,1,,Albany,W,17,23,73.9,169,2,37,238,6.4,2,6,5,1,1,2
Rice,2018-09-01,2,,Houston,L,24,41,58.5,292,3,43,147,3.4,0,1,,0,1,1
Rutgers,2018-09-01,1,,Texas State,W,20,29,69.0,205,1,46,218,4.7,3,11,3,1,3,4
SMU,2018-09-01,1,@,North Texas,L,12,24,50.0,252,2,19,4,0.2,1,15,2,0,1,1
South Alabama,2018-09-01,1,,Louisiana Tech,L,11,23,47.8,91,1,43,217,5.0,3,6,3,2,2,4
South Carolina,2018-09-01,1,,Coastal Carolina,W,25,35,71.4,294,5,37,267,7.2,2,8,,0,0,0
South Florida,2018-09-01,1,,Elon,W,29,46,63.0,367,3,38,148,3.9,1,12,3,0,0,0
Southern Mississippi,2018-09-01,1,,Jackson State,W,25,33,75.8,255,4,45,202,4.5,1,6,2,1,2,3
Temple,2018-09-01,1,,Villanova,L,19,33,57.6,205,1,22,46,2.1,0,6,2,0,2,2
Tennessee,2018-09-01,1,N,West Virginia,L,19,25,76.0,172,1,38,129,3.4,1,3,2,0,0,0
Texas,2018-09-01,1,N,Maryland,L,21,39,53.8,263,2,36,142,3.9,2,7,1,1,2,3
Texas Christian,2018-09-01,1,,Southern,W,21,32,65.6,264,4,42,235,5.6,2,9,3,0,0,0
Texas State,2018-09-01,1,@,Rutgers,L,9,24,37.5,100,0,30,69,2.3,0,4,1,2,1,3
Texas Tech,2018-09-01,1,N,Mississippi,L,33,56,58.9,322,1,39,154,3.9,2,5,2,0,0,0
Toledo,2018-09-01,1,,Virginia Military Institute,W,22,32,68.8,390,3,45,213,4.7,5,9,4,0,0,0
Troy,2018-09-01,1,,Boise State,L,24,34,70.6,255,1,44,124,2.8,2,5,1,3,1,4
Tulsa,2018-09-01,1,,Central Arkansas,W,15,24,62.5,196,2,63,274,4.3,3,7,1,1,0,1
UCLA,2018-09-01,1,,Cincinnati,L,23,37,62.2,162,0,31,144,4.6,2,7,4,0,1,1
UNLV,2018-09-01,1,@,Southern California,L,12,27,44.4,97,2,43,308,7.2,1,6,2,1,0,1
USC,2018-09-01,1,,Nevada-Las Vegas,W,22,35,62.9,282,1,38,219,5.8,3,8,5,0,0,0
UTEP,2018-09-01,1,,Northern Arizona,L,15,31,48.4,127,0,36,102,2.8,1,6,1,1,2,3
UTSA,2018-09-01,1,@,Arizona State,L,19,43,44.2,218,0,33,3,0.1,1,4,,2,1,3
Vanderbilt,2018-09-01,1,,Middle Tennessee State,W,10,17,58.8,170,2,37,177,4.8,2,9,6,0,0,0
Virginia,2018-09-01,1,,Richmond,W,14,26,53.8,191,2,48,301,6.3,4,7,2,0,1,1
Washington,2018-09-01,1,N,Auburn,L,18,32,56.3,296,1,33,102,3.1,0,3,2,1,1,2
Washington State,2018-09-01,1,@,Wyoming,W,38,57,66.7,319,3,21,75,3.6,2,8,3,1,1,2
West Virginia,2018-09-01,1,N,Tennessee,W,25,34,73.5,429,5,27,118,4.4,0,12,1,1,0,1
Wyoming,2018-09-01,2,,Washington State,L,8,20,40.0,67,0,39,139,3.6,2,6,,0,1,1
East Carolina,2018-09-02,1,,North Carolina A&T,L,38,66,57.6,314,2,29,68,2.3,0,12,1,1,2,3
LSU,2018-09-02,1,N,Miami (FL),W,11,24,45.8,140,0,37,156,4.2,2,6,4,0,0,0
Miami (FL),2018-09-02,1,N,Louisiana State,L,15,35,42.9,259,1,34,83,2.4,1,8,2,0,2,2
Florida State,2018-09-03,1,,Virginia Tech,L,22,35,62.9,233,0,28,94,3.4,0,7,3,2,3,5
Virginia Tech,2018-09-03,1,@,Florida State,W,16,26,61.5,207,2,37,112,3.0,0,13,5,0,0,0
SMU,2018-09-07,2,,Texas Christian,L,18,39,46.2,111,0,33,131,4.0,1,5,,1,0,1
Texas Christian,2018-09-07,2,@,Southern Methodist,W,15,28,53.6,146,1,42,247,5.9,3,7,4,1,1,2
Air Force,2018-09-08,2,@,Florida Atlantic,L,8,13,61.5,164,1,56,209,3.7,2,9,1,0,1,1
Akron,2018-09-08,1,,Morgan State,W,18,31,58.1,237,3,39,200,5.1,2,7,1,1,2,3
Alabama,2018-09-08,2,,Arkansas State,W,20,29,69.0,321,6,44,278,6.3,1,3,2,1,0,1
Appalachian State,2018-09-08,2,@,Charlotte,W,15,15,100.0,295,3,35,139,4.0,1,9,3,2,0,2
Arizona,2018-09-08,2,@,Houston,L,28,50,56.0,381,0,50,150,3.0,2,6,,0,2,2
Arizona State,2018-09-08,2,,Michigan State,W,30,48,62.5,380,1,29,44,1.5,0,5,2,0,1,1
Arkansas,2018-09-08,2,@,Colorado State,L,11,22,50.0,138,2,53,299,5.6,1,6,1,0,2,2
Arkansas State,2018-09-08,2,@,Alabama,L,22,51,43.1,218,1,31,173,5.6,0,4,1,0,1,1
Army,2018-09-08,2,,Liberty,W,2,8,25.0,61,1,74,449,6.1,4,5,2,0,0,0
Auburn,2018-09-08,2,,Alabama State,W,8,14,57.1,138,1,59,429,7.3,6,9,4,4,0,4
Ball State,2018-09-08,2,@,Notre Dame,L,23,50,46.0,180,1,47,169,3.6,0,10,4,0,2,2
Baylor,2018-09-08,2,@,Texas-San Antonio,W,27,41,65.9,403,3,31,91,2.9,1,6,4,1,0,1
Boise State,2018-09-08,2,,Connecticut,W,25,33,75.8,418,4,45,400,8.9,4,4,1,0,0,0
Boston College,2018-09-08,2,,Holy Cross,W,16,20,80.0,245,4,52,365,7.0,4,10,1,1,0,1
Bowling Green State,2018-09-08,2,,Maryland,L,17,27,63.0,143,2,28,15,0.5,0,3,,0,1,1
Brigham Young,2018-09-08,2,,California,L,22,41,53.7,196,1,33,91,2.8,0,3,,0,2,2
Buffalo,2018-09-08,2,@,Temple,W,26,45,57.8,275,3,41,152,3.7,2,6,2,0,1,1
California,2018-09-08,2,@,Brigham Young,W,23,35,65.7,214,2,38,172,4.5,1,7,2,2,1,3
Central Michigan,2018-09-08,2,,Kansas,L,18,32,56.3,177,1,28,103,3.7,0,5,1,2,4,6
Charlotte,2018-09-08,2,,Appalachian State,L,12,25,48.0,108,0,43,95,2.2,0,6,1,1,1,2
Cincinnati,2018-09-08,2,@,Miami (OH),W,6,11,54.5,45,1,51,188,3.7,2,5,,0,0,0
Clemson,2018-09-08,2,@,Texas A&M,W,17,27,63.0,298,2,32,115,3.6,2,10,4,0,0,0
Coastal Carolina,2018-09-08,2,,Alabama-Birmingham,W,11,18,61.1,167,2,43,296,6.9,5,6,2,0,0,0
Colorado,2018-09-08,2,@,Nebraska,W,33,50,66.0,351,3,35,44,1.3,1,9,2,0,0,0
Colorado State,2018-09-08,3,,Arkansas,W,32,50,64.0,389,2,23,40,1.7,1,5,1,1,1,2
Connecticut,2018-09-08,2,@,Boise State,L,11,21,52.4,71,1,25,122,4.9,0,2,,0,1,1
Duke,2018-09-08,2,@,Northwestern,W,18,24,75.0,204,3,39,97,2.5,0,6,4,0,0,0
East Carolina,2018-09-08,2,,North Carolina,W,19,33,57.6,290,1,49,220,4.5,4,5,,0,0,0
Eastern Michigan,2018-09-08,2,@,Purdue,W,22,34,64.7,347,1,31,69,2.2,1,4,1,0,1,1
Florida,2018-09-08,2,,Kentucky,L,17,38,44.7,232,2,29,128,4.4,0,5,,1,1,2
Florida Atlantic,2018-09-08,2,,Air Force,W,33,40,82.5,471,3,29,54,1.9,1,8,1,1,0,1
Florida International,2018-09-08,2,@,Old Dominion,W,19,31,61.3,300,3,51,189,3.7,1,6,2,0,1,1
Florida State,2018-09-08,2,,Samford,W,31,46,67.4,320,3,35,134,3.8,1,3,,1,0,1
Fresno State,2018-09-08,2,@,Minnesota,L,24,34,70.6,212,2,24,87,3.6,0,4,1,0,2,2
Georgia,2018-09-08,2,@,South Carolina,W,16,19,84.2,202,1,52,271,5.2,3,6,1,0,1,1
Georgia Southern,2018-09-08,2,,Massachusetts,W,6,9,66.7,154,2,55,341,6.2,2,1,,1,0,1
Georgia State,2018-09-08,2,@,North Carolina State,L,19,34,55.9,242,0,31,107,3.5,1,2,,1,0,1
Georgia Tech,2018-09-08,2,@,South Florida,L,9,18,50.0,183,1,57,419,7.4,4,5,2,1,2,3
Hawaii,2018-09-08,3,,Rice,W,22,33,66.7,319,4,29,162,5.6,2,6,3,0,0,0
Houston,2018-09-08,2,,Arizona,W,19,40,47.5,254,4,40,297,7.4,2,7,1,0,0,0
Illinois,2018-09-08,2,,Western Illinois,W,14,23,60.9,138,2,47,238,5.1,1,7,3,0,0,0
Indiana,2018-09-08,2,,Virginia,W,16,22,72.7,150,2,44,237,5.4,1,9,1,0,1,1
Iowa,2018-09-08,2,,Iowa State,W,16,28,57.1,166,0,36,105,2.9,1,4,4,0,0,0
Iowa State,2018-09-08,1,@,Iowa,L,19,31,61.3,169,0,25,19,0.8,0,3,,1,0,1
Kansas,2018-09-08,2,@,Central Michigan,W,18,27,66.7,145,1,45,216,4.8,2,3,1,0,0,0
Kansas State,2018-09-08,2,,Mississippi State,L,9,21,42.9,100,1,35,113,3.2,0,1,,0,1,1
Kent State,2018-09-08,2,,Howard,W,13,29,44.8,156,1,52,355,6.8,6,8,4,3,1,4
Kentucky,2018-09-08,2,@,Florida,W,11,16,68.8,151,2,41,303,7.4,1,4,2,1,1,2
Liberty,2018-09-08,2,@,Army,L,19,37,51.4,307,2,23,110,4.8,0,3,,2,1,3
Louisiana Tech,2018-09-08,2,,Southern,W,27,42,64.3,427,3,33,186,5.6,4,9,5,1,0,1
Louisiana-Monroe,2018-09-08,2,@,Southern Mississippi,W,15,28,53.6,195,2,30,159,5.3,0,0,5,1,1,2
Louisville,2018-09-08,2,,Indiana State,W,14,22,63.6,164,1,38,199,5.2,2,5,1,1,1,2
LSU,2018-09-08,2,,Southeastern Louisiana,W,10,20,50.0,151,2,35,184,5.3,2,10,5,0,0,0
Marshall,2018-09-08,2,,Eastern Kentucky,W,23,39,59.0,278,3,28,89,3.2,1,9,6,3,1,4
Maryland,2018-09-08,2,@,Bowling Green State,W,8,16,50.0,121,1,53,444,8.4,5,8,5,1,0,1
Massachusetts,2018-09-08,3,@,Georgia Southern,L,23,36,63.9,216,0,24,108,4.5,1,1,,1,1,2
Memphis,2018-09-08,2,@,Navy,L,15,25,60.0,145,0,24,233,9.7,3,8,1,3,1,4
Miami (FL),2018-09-08,2,,Savannah State,W,19,31,61.3,255,5,37,239,6.5,5,14,3,1,1,2
Miami (OH),2018-09-08,2,,Cincinnati,L,22,41,53.7,139,0,19,59,3.1,0,4,,0,1,1
Michigan,2018-09-08,2,,Western Michigan,W,13,18,72.2,143,4,35,308,8.8,3,8,2,0,0,0
Michigan State,2018-09-08,2,@,Arizona State,L,27,39,69.2,314,1,27,63,2.3,0,9,2,0,1,1
Middle Tennessee State,2018-09-08,2,,Tennessee-Martin,W,23,32,71.9,396,5,32,79,2.5,2,8,5,1,0,1
Minnesota,2018-09-08,2,,Fresno State,W,16,26,61.5,175,0,45,132,2.9,2,6,,1,0,1
Mississippi State,2018-09-08,2,@,Kansas State,W,11,27,40.7,154,2,39,384,9.8,2,8,4,0,1,1
Missouri,2018-09-08,2,,Wyoming,W,33,45,73.3,398,4,46,203,4.4,1,7,2,1,0,1
Navy,2018-09-08,2,,Memphis,W,4,6,66.7,52,0,73,264,3.6,3,3,1,1,0,1
Nebraska,2018-09-08,1,,Colorado,L,19,29,65.5,236,1,54,329,6.1,3,14,7,2,1,3
Nevada,2018-09-08,2,@,Vanderbilt,L,22,39,56.4,216,1,25,34,1.4,0,9,1,2,2,4
New Mexico,2018-09-08,2,@,Wisconsin,L,14,24,58.3,134,2,30,77,2.6,0,2,1,1,2,3
New Mexico State,2018-09-08,3,@,Utah State,L,20,37,54.1,171,1,45,109,2.4,0,10,3,2,3,5
North Carolina,2018-09-08,2,@,East Carolina,L,25,44,56.8,234,0,25,161,6.4,1,6,1,0,0,0
North Carolina State,2018-09-08,2,,Georgia State,W,32,39,82.1,426,2,31,117,3.8,3,5,3,0,1,1
North Texas,2018-09-08,2,,Incarnate Word,W,32,49,65.3,454,4,42,153,3.6,3,8,2,0,1,1
Northern Illinois,2018-09-08,2,,Utah,L,18,33,54.5,111,0,43,117,2.7,0,14,6,1,1,2
Northwestern,2018-09-08,2,,Duke,L,31,56,55.4,282,0,32,99,3.1,1,9,3,0,2,2
Notre Dame,2018-09-08,2,,Ball State,W,17,31,54.8,297,0,39,121,3.1,3,7,1,0,3,3
Ohio State,2018-09-08,2,,Rutgers,W,30,33,90.9,354,5,40,225,5.6,2,6,3,0,0,0
Oklahoma,2018-09-08,2,,UCLA,W,19,35,54.3,306,3,35,179,5.1,4,12,6,0,1,1
Oklahoma State,2018-09-08,2,,South Alabama,W,26,42,61.9,453,2,44,164,3.7,4,11,4,1,2,3
Old Dominion,2018-09-08,2,,Florida International,L,19,37,51.4,303,2,27,93,3.4,0,5,2,0,0,0
Ole Miss,2018-09-08,2,,Southern Illinois,W,24,35,68.6,479,5,32,167,5.2,4,3,1,0,0,0
Oregon,2018-09-08,2,,Portland State,W,23,29,79.3,266,4,47,296,6.3,5,9,4,0,0,0
Oregon State,2018-09-08,2,,Southern Utah,W,19,31,61.3,289,1,45,360,8.0,5,6,2,1,0,1
Penn State,2018-09-08,2,@,Pittsburgh,W,15,31,48.4,179,3,33,211,6.4,3,10,4,2,0,2
Pitt,2018-09-08,2,,Penn State,L,9,18,50.0,55,0,52,245,4.7,1,9,1,2,1,3
Purdue,2018-09-08,2,,Eastern Michigan,L,14,24,58.3,135,1,42,341,8.1,1,9,6,2,0,2
Rice,2018-09-08,3,@,Hawaii,L,20,33,60.6,299,2,39,147,3.8,1,5,2,1,1,2
Rutgers,2018-09-08,2,@,Ohio State,L,11,30,36.7,65,0,31,69,2.2,0,5,2,0,2,2
San Diego State,2018-09-08,2,,Sacramento State,W,17,28,60.7,271,0,45,158,3.5,3,5,3,0,2,2
San Jose State,2018-09-08,2,@,Washington State,L,14,28,50.0,100,0,23,9,0.4,0,3,,0,1,1
South Alabama,2018-09-08,2,@,Oklahoma State,L,17,34,50.0,136,1,37,78,2.1,1,11,4,0,1,1
South Carolina,2018-09-08,2,,Georgia,L,31,48,64.6,282,2,20,54,2.7,0,5,2,0,2,2
South Florida,2018-09-08,2,,Georgia Tech,W,21,31,67.7,202,2,44,224,5.1,3,6,2,0,1,1
Southern Mississippi,2018-09-08,2,,Louisiana-Monroe,L,31,46,67.4,378,2,34,58,1.7,0,4,,2,2,4
Stanford,2018-09-08,2,,Southern California,W,16,27,59.3,183,1,29,159,5.5,1,7,4,0,0,0
Syracuse,2018-09-08,2,,Wagner,W,24,37,64.9,241,5,43,215,5.0,2,8,2,0,1,1
Temple,2018-09-08,2,,Buffalo,L,17,38,44.7,240,3,29,115,4.0,0,2,,1,2,3
Tennessee,2018-09-08,2,,East Tennessee State,W,11,16,68.8,224,1,44,190,4.3,5,9,1,0,0,0
Texas,2018-09-08,2,,Tulsa,W,21,27,77.8,237,2,47,241,5.1,2,3,,1,0,1
Texas A&M,2018-09-08,2,,Clemson,L,23,40,57.5,430,3,32,71,2.2,0,7,1,2,0,2
Texas State,2018-09-08,2,,Texas Southern,W,18,29,62.1,243,1,52,304,5.8,1,5,1,1,0,1
Texas Tech,2018-09-08,2,,Lamar,W,30,35,85.7,419,3,51,264,5.2,7,11,2,0,1,1
Troy,2018-09-08,2,,Florida A&M,W,22,38,57.9,185,5,41,292,7.1,2,14,2,0,0,0
Tulane,2018-09-08,2,,Nicholls State,W,12,16,75.0,190,1,41,268,6.5,5,5,2,1,0,1
Tulsa,2018-09-08,2,@,Texas,L,13,26,50.0,164,1,38,189,5.0,2,5,,0,2,2
UAB,2018-09-08,2,@,Coastal Carolina,L,12,27,44.4,149,0,41,286,7.0,3,7,2,0,1,1
UCF,2018-09-08,2,,South Carolina State,W,22,43,51.2,250,1,47,316,6.7,4,11,4,0,3,3
UCLA,2018-09-08,2,@,Oklahoma,L,16,26,61.5,254,1,50,129,2.6,2,4,,0,0,0
UNLV,2018-09-08,2,,Texas-El Paso,W,6,14,42.9,119,3,56,414,7.4,4,6,1,0,0,0
