School,Date,G,Loc,Opponent,WL,Total TD,Points For,Points Difference,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp
Western Michigan,2015-09-04,1,,Michigan State,L,3,24,-13,15,31,48.4,256,2,40,196,4.9,3,1,0,1
Air Force,2015-09-05,1,,Morgan State,W,9,63,56,13,25,52.0,142,0,34,53,1.6,0,1,1,2
Akron,2015-09-05,1,@,Oklahoma,L,0,3,-38,28,42,66.7,439,3,33,100,3.0,2,1,1,2
Alabama,2015-09-05,1,N,Wisconsin,W,5,35,18,26,39,66.7,228,2,21,40,1.9,0,0,1,1
Appalachian State,2015-09-05,1,,Howard,W,7,49,49,14,22,63.6,136,0,30,36,1.2,0,0,1,1
Arizona State,2015-09-05,1,N,Texas A&M,L,2,17,-21,19,35,54.3,247,2,45,178,4.0,2,1,2,3
Arkansas,2015-09-05,1,,Texas-El Paso,W,6,48,35,14,19,73.7,146,0,34,58,1.7,1,2,1,3
Arkansas State,2015-09-05,1,@,Southern California,L,1,6,-49,23,32,71.9,324,4,32,185,5.8,3,0,0,0
Auburn,2015-09-05,1,N,Louisville,W,4,31,7,0,0,,0,0,0,0,,0,0,0,0
Boston College,2015-09-05,1,,Maine,W,3,24,21,12,29,41.4,84,0,20,7,0.4,0,0,1,1
Bowling Green State,2015-09-05,1,N,Tennessee,L,3,30,-29,15,23,65.2,205,2,64,399,6.2,6,0,0,0
Brigham Young,2015-09-05,1,@,Nebraska,W,4,33,5,24,41,58.5,319,3,37,126,3.4,1,1,1,2
Buffalo,2015-09-05,1,,Albany,W,7,51,37,13,25,52.0,128,0,35,141,4.0,0,1,2,3
California,2015-09-05,1,,Grambling State,W,10,73,59,11,30,36.7,170,0,33,127,3.8,0,1,4,5
Cincinnati,2015-09-05,1,,Alabama A&M,W,7,52,42,10,26,38.5,148,0,37,98,2.6,0,0,1,1
Clemson,2015-09-05,1,,Wofford,W,7,49,39,6,18,33.3,90,0,45,123,2.7,0,0,0,0
Colorado State,2015-09-05,1,,Savannah State,W,9,65,52,10,23,43.5,100,0,49,83,1.7,0,1,1,2
East Carolina,2015-09-05,1,,Towson,W,4,28,8,17,33,51.5,237,0,44,179,4.1,0,1,1,2
Eastern Michigan,2015-09-05,1,,Old Dominion,L,4,34,-4,18,32,56.3,184,1,41,229,5.6,4,0,0,0
Florida,2015-09-05,1,,New Mexico State,W,8,61,48,14,28,50.0,128,1,23,72,3.1,1,0,1,1
Florida Atlantic,2015-09-05,1,@,Tulsa,L,5,44,-3,21,35,60.0,424,2,51,194,3.8,4,2,2,4
Florida State,2015-09-05,1,,Texas State,W,8,59,43,26,42,61.9,168,1,33,132,4.0,1,1,0,1
Georgia,2015-09-05,1,,Louisiana-Monroe,W,7,51,37,23,29,79.3,206,2,26,45,1.7,0,0,1,1
Georgia Southern,2015-09-05,1,@,West Virginia,L,0,0,-44,16,26,61.5,359,2,40,185,4.6,3,0,0,0
Houston,2015-09-05,1,,Tennessee Tech,W,7,52,28,16,26,61.5,312,0,33,29,0.9,0,0,1,1
Illinois,2015-09-05,1,,Kent State,W,7,52,49,19,40,47.5,186,0,39,59,1.5,0,1,3,4
Indiana,2015-09-05,1,,Southern Illinois,W,6,48,1,24,32,75.0,411,0,46,248,5.4,0,2,0,2
Iowa,2015-09-05,1,,Illinois State,W,4,31,17,16,27,59.3,196,0,28,35,1.3,0,0,0,0
Iowa State,2015-09-05,1,,Northern Iowa,W,4,31,24,20,34,58.8,176,0,41,126,3.1,0,1,1,2
Kansas,2015-09-05,1,,South Dakota State,L,4,38,-3,17,33,51.5,293,0,39,170,4.4,0,0,0,0
Kansas State,2015-09-05,1,,South Dakota,W,4,34,34,18,30,60.0,205,0,36,61,1.7,0,1,0,1
Kent State,2015-09-05,1,@,Illinois,L,0,3,-49,14,29,48.3,208,5,36,134,3.7,2,0,1,1
Kentucky,2015-09-05,1,,Louisiana,W,5,40,7,26,41,63.4,232,0,47,247,5.3,4,2,2,4
Louisiana,2015-09-05,1,@,Kentucky,L,4,33,-7,16,34,47.1,257,3,26,178,6.8,2,0,1,1
Louisiana Tech,2015-09-05,1,,Southern,W,8,62,47,19,36,52.8,187,0,32,113,3.5,0,1,2,3
Louisiana-Monroe,2015-09-05,1,@,Georgia,L,2,14,-37,10,14,71.4,192,3,38,243,6.4,4,0,0,0
Louisville,2015-09-05,1,N,Auburn,L,3,24,-7,11,21,52.4,137,1,41,190,4.6,2,0,3,3
Maryland,2015-09-05,1,,Richmond,W,6,50,29,18,30,60.0,220,0,27,56,2.1,0,0,0,0
Memphis,2015-09-05,1,,Missouri State,W,9,63,56,15,25,60.0,107,0,30,18,0.6,0,3,0,3
Miami (FL),2015-09-05,1,,Bethune-Cookman,W,6,45,45,4,11,36.4,26,0,35,53,1.5,0,0,2,2
Miami (OH),2015-09-05,1,,Presbyterian,W,4,26,19,14,27,51.9,163,0,41,155,3.8,0,1,1,2
Middle Tennessee State,2015-09-05,1,,Jackson State,W,10,70,56,23,40,57.5,271,0,20,33,1.7,0,0,1,1
Mississippi State,2015-09-05,1,@,Southern Mississippi,W,4,34,18,30,44,68.2,311,1,36,102,2.8,0,0,2,2
Missouri,2015-09-05,1,,Southeast Missouri State,W,4,34,31,12,22,54.5,56,0,42,145,3.5,0,1,0,1
Navy,2015-09-05,1,,Colgate,W,6,48,38,14,27,51.9,127,0,48,198,4.1,0,2,0,2
Nebraska,2015-09-05,1,,Brigham Young,L,4,28,-5,28,46,60.9,379,2,26,132,5.1,2,0,1,1
New Mexico,2015-09-05,1,,Mississippi Valley State,W,10,66,66,6,16,37.5,48,0,40,26,0.7,0,2,1,3
New Mexico State,2015-09-05,1,@,Florida,L,2,13,-48,30,37,81.1,382,4,42,224,5.3,4,1,0,1
North Carolina State,2015-09-05,1,,Troy,W,7,49,28,14,21,66.7,184,1,25,121,4.8,2,1,1,2
Northern Illinois,2015-09-05,1,,Nevada-Las Vegas,W,5,38,8,22,40,55.0,329,2,47,164,3.5,1,0,1,1
Northwestern,2015-09-05,1,,Stanford,W,1,16,10,20,35,57.1,155,0,27,85,3.1,0,1,1,2
Notre Dame,2015-09-05,1,,Texas,W,5,38,35,8,23,34.8,103,0,29,60,2.1,0,0,0,0
Oklahoma,2015-09-05,1,,Akron,W,5,41,38,6,26,23.1,88,0,44,138,3.1,0,1,0,1
Old Dominion,2015-09-05,1,@,Eastern Michigan,W,5,38,4,22,36,61.1,192,2,47,252,5.4,2,1,2,3
Ole Miss,2015-09-05,1,,Tennessee-Martin,W,11,76,73,16,29,55.2,174,0,39,116,3.0,0,0,0,0
Oregon,2015-09-05,1,,Eastern Washington,W,8,61,19,37,55,67.3,438,0,31,111,3.6,0,0,2,2
Penn State,2015-09-05,1,@,Temple,L,1,10,-17,16,21,76.2,168,0,43,149,3.5,3,1,0,1
Pitt,2015-09-05,1,,Youngstown State,W,6,45,8,20,40,50.0,278,0,30,129,4.3,0,0,0,0
Rice,2015-09-05,1,,Wagner,W,8,56,40,10,22,45.5,199,0,37,86,2.3,0,1,1,2
Rutgers,2015-09-05,1,,Norfolk State,W,9,63,50,18,29,62.1,199,0,23,-3,-0.1,0,0,1,1
San Diego State,2015-09-05,1,,San Diego,W,4,37,34,13,27,48.1,109,0,38,79,2.1,0,1,5,6
South Alabama,2015-09-05,1,,Gardner-Webb,W,4,33,10,11,23,47.8,132,0,53,177,3.3,0,1,2,3
South Florida,2015-09-05,1,,Florida A&M,W,7,51,48,20,38,52.6,170,0,34,12,0.4,0,0,2,2
Southern Mississippi,2015-09-05,1,,Mississippi State,L,1,16,-18,22,38,57.9,237,2,28,205,7.3,1,2,0,2
Stanford,2015-09-05,1,@,Northwestern,L,0,6,-10,12,25,48.0,105,0,54,225,4.2,1,0,0,0
Temple,2015-09-05,1,,Penn State,W,3,27,17,11,25,44.0,103,0,27,77,2.9,1,0,1,1
Tennessee,2015-09-05,1,N,Bowling Green State,W,8,59,29,29,51,56.9,433,2,34,124,3.6,1,1,0,1
Texas,2015-09-05,1,@,Notre Dame,L,0,3,-35,19,23,82.6,313,3,52,214,4.1,2,0,0,0
Texas A&M,2015-09-05,1,N,Arizona State,W,5,38,21,25,41,61.0,199,1,41,92,2.2,1,2,0,2
Texas State,2015-09-05,1,@,Florida State,L,2,16,-43,25,32,78.1,370,5,41,266,6.5,3,1,0,1
Texas Tech,2015-09-05,1,,Sam Houston State,W,8,59,14,36,52,69.2,320,0,46,317,6.9,0,2,2,4
Troy,2015-09-05,1,@,North Carolina State,L,3,21,-28,22,26,84.6,199,2,58,251,4.3,5,0,0,0
Tulsa,2015-09-05,1,,Florida Atlantic,W,6,47,3,23,35,65.7,263,2,61,300,4.9,3,0,0,0
UCLA,2015-09-05,1,,Virginia,W,4,34,18,21,35,60.0,238,1,34,98,2.9,0,0,1,1
UNLV,2015-09-05,1,@,Northern Illinois,L,3,30,-8,21,26,80.8,360,2,42,185,4.4,3,0,0,0
USC,2015-09-05,1,,Arkansas State,W,8,55,49,17,37,45.9,193,0,50,208,4.2,1,2,2,4
UTEP,2015-09-05,1,@,Arkansas,L,1,13,-35,14,20,70.0,308,4,34,182,5.4,2,0,0,0
Virginia,2015-09-05,1,@,UCLA,L,1,16,-18,28,37,75.7,351,3,34,152,4.5,1,0,0,0
Washington State,2015-09-05,1,,Portland State,L,2,17,-7,7,12,58.3,61,0,48,233,4.9,0,0,0,0
West Virginia,2015-09-05,1,,Georgia Southern,W,5,44,44,2,13,15.4,29,0,57,195,3.4,0,1,4,5
Wisconsin,2015-09-05,1,N,Alabama,L,2,17,-18,22,29,75.9,264,1,37,238,6.4,4,0,0,0
Wyoming,2015-09-05,1,,North Dakota,L,2,13,-11,13,23,56.5,153,0,54,276,5.1,0,0,0,0
Marshall,2015-09-06,1,,Purdue,W,5,41,10,31,48,64.6,270,1,47,184,3.9,3,0,4,4
Purdue,2015-09-06,1,@,Marshall,L,4,31,-10,23,36,63.9,234,2,29,163,5.6,1,2,1,3
Ohio State,2015-09-07,1,@,Virginia Tech,W,6,42,18,15,25,60.0,192,3,44,128,2.9,0,1,1,2
Virginia Tech,2015-09-07,1,,Ohio State,L,3,24,-18,10,19,52.6,212,3,37,360,9.7,3,2,1,3
Louisiana Tech,2015-09-10,2,@,Western Kentucky,L,5,38,-3,28,38,73.7,441,1,33,149,4.5,2,1,0,1
Western Kentucky,2015-09-10,2,,Louisiana Tech,W,4,41,3,28,49,57.1,357,2,31,223,7.2,3,1,1,2
Florida Atlantic,2015-09-11,2,,Miami (FL),L,2,20,-24,22,34,64.7,300,1,44,226,5.1,4,0,0,0
Miami (FL),2015-09-11,2,@,Florida Atlantic,W,5,44,24,19,34,55.9,166,1,33,223,6.8,1,3,2,5
Utah,2015-09-11,2,,Utah State,W,3,24,10,22,35,62.9,256,2,32,117,3.7,0,1,2,3
Utah State,2015-09-11,2,@,Utah,L,2,14,-10,17,22,77.3,132,0,44,195,4.4,3,0,0,0
Air Force,2015-09-12,2,,San Jose State,W,5,37,21,18,33,54.5,140,1,20,150,7.5,1,0,2,2
Akron,2015-09-12,2,,Pittsburgh,L,1,7,-17,18,25,72.0,180,1,46,127,2.8,2,0,0,0
Alabama,2015-09-12,2,,Middle Tennessee State,W,5,37,27,23,43,53.5,189,1,31,86,2.8,0,3,1,4
Appalachian State,2015-09-12,2,@,Clemson,L,1,10,-31,21,31,67.7,252,3,44,140,3.2,1,0,2,2
Arizona,2015-09-12,2,@,Nevada,W,6,44,24,18,34,52.9,159,2,42,168,4.0,0,0,1,1
Arizona State,2015-09-12,2,,Cal Poly,W,5,35,14,4,8,50.0,46,0,72,284,3.9,0,0,0,0
Arkansas,2015-09-12,2,N,Toledo,L,1,12,-4,21,38,55.3,237,1,24,81,3.4,1,0,0,0
Arkansas State,2015-09-12,2,,Missouri,L,2,20,-7,16,37,43.2,148,3,34,140,4.1,0,0,3,3
Army,2015-09-12,2,@,Connecticut,L,2,17,-5,19,25,76.0,270,0,46,145,3.2,2,1,0,1
Auburn,2015-09-12,2,,Jacksonville State,W,3,27,7,26,43,60.5,277,0,46,161,3.5,0,0,1,1
Ball State,2015-09-12,2,@,Texas A&M,L,2,23,-33,21,29,72.4,233,4,49,270,5.5,2,1,0,1
Baylor,2015-09-12,2,,Lamar,W,9,66,35,18,30,60.0,167,0,43,173,4.0,0,1,1,2
Boise State,2015-09-12,2,@,Brigham Young,L,3,24,-11,17,29,58.6,309,2,39,72,1.8,2,0,2,2
Boston College,2015-09-12,2,,Howard,W,11,76,76,2,12,16.7,4,0,28,7,0.3,0,1,1,2
Bowling Green State,2015-09-12,2,@,Maryland,W,7,48,21,16,33,48.5,185,2,26,156,6.0,0,1,3,4
Brigham Young,2015-09-12,2,,Boise State,W,5,35,11,25,38,65.8,297,1,31,64,2.1,2,0,3,3
Buffalo,2015-09-12,2,@,Penn State,L,2,14,-13,14,27,51.9,128,1,39,200,5.1,2,0,0,0
California,2015-09-12,2,,San Diego State,W,5,35,28,14,32,43.8,173,1,43,152,3.5,0,0,2,2
Central Michigan,2015-09-12,2,,Monmouth,W,4,31,21,19,33,57.6,114,0,31,67,2.2,0,0,1,1
Charlotte,2015-09-12,2,,Presbyterian,W,4,34,24,3,17,17.6,9,0,41,103,2.5,0,0,1,1
Cincinnati,2015-09-12,2,,Temple,L,3,26,-8,13,20,65.0,81,2,36,215,6.0,1,1,0,1
Clemson,2015-09-12,2,,Appalachian State,W,5,41,31,9,28,32.1,95,1,45,203,4.5,0,1,3,4
Colorado,2015-09-12,2,,Massachusetts,W,6,48,34,24,42,57.1,250,1,29,147,5.1,1,1,1,2
Colorado State,2015-09-12,2,,Minnesota,L,2,20,-3,23,45,51.1,233,2,41,180,4.4,0,2,0,2
Connecticut,2015-09-12,2,,Army,W,2,22,5,3,8,37.5,85,1,33,180,5.5,1,0,1,1
Duke,2015-09-12,2,,North Carolina Central,W,7,55,55,13,29,44.8,132,0,27,54,2.0,0,0,0,0
East Carolina,2015-09-12,2,@,Florida,L,3,24,-7,15,25,60.0,205,2,38,168,4.4,1,1,1,2
Eastern Michigan,2015-09-12,2,@,Wyoming,W,6,48,19,6,17,35.3,32,0,58,430,7.4,4,1,0,1
Florida,2015-09-12,2,,East Carolina,W,4,31,7,37,58,63.8,346,3,22,-13,-0.6,0,2,1,3
Florida International,2015-09-12,2,@,Indiana,L,3,22,-14,19,33,57.6,234,1,52,205,3.9,2,0,1,1
Florida State,2015-09-12,2,,South Florida,W,4,34,20,12,24,50.0,125,2,36,149,4.1,0,0,1,1
Fresno State,2015-09-12,2,@,Mississippi,L,3,21,-52,26,37,70.3,392,4,35,215,6.1,4,2,1,3
Georgia,2015-09-12,2,@,Vanderbilt,W,4,31,17,24,50,48.0,295,1,39,105,2.7,0,0,3,3
Georgia Southern,2015-09-12,2,,Western Michigan,W,5,43,26,24,36,66.7,227,2,26,25,1.0,0,1,3,4
Georgia State,2015-09-12,2,@,New Mexico State,W,4,34,2,31,55,56.4,445,3,23,84,3.7,1,0,1,1
Georgia Tech,2015-09-12,2,,Tulane,W,9,65,55,15,33,45.5,177,1,33,71,2.2,0,1,1,2
Hawaii,2015-09-12,2,@,Ohio State,L,0,0,-38,20,34,58.8,181,0,49,182,3.7,4,0,0,0
Houston,2015-09-12,2,@,Louisville,W,4,34,3,27,45,60.0,325,2,26,70,2.7,2,2,2,4
Idaho,2015-09-12,2,@,Southern California,L,1,9,-50,30,37,81.1,453,3,37,284,7.7,5,0,0,0
Illinois,2015-09-12,2,,Western Illinois,W,5,44,44,11,24,45.8,43,0,30,98,3.3,0,0,2,2
Indiana,2015-09-12,2,,Florida International,W,4,36,14,24,47,51.1,283,3,33,123,3.7,0,2,1,3
Iowa,2015-09-12,2,@,Iowa State,W,4,31,14,19,35,54.3,247,2,27,63,2.3,0,0,1,1
Iowa State,2015-09-12,2,,Iowa,L,2,17,-14,15,25,60.0,215,3,45,260,5.8,1,1,0,1
Kansas,2015-09-12,2,,Memphis,L,2,23,-32,24,27,88.9,370,2,52,281,5.4,5,3,0,3
Kansas State,2015-09-12,2,@,Texas-San Antonio,W,3,30,27,23,37,62.2,192,0,25,37,1.5,0,0,0,0
Kent State,2015-09-12,2,,Delaware State,W,6,45,32,3,10,30.0,5,0,28,-38,-1.4,0,2,1,3
Kentucky,2015-09-12,2,@,South Carolina,W,3,26,4,17,27,63.0,222,1,34,195,5.7,1,0,1,1
Louisiana,2015-09-12,2,,Northwestern State,W,6,44,27,9,16,56.3,135,0,55,234,4.3,0,0,0,0
Louisiana-Monroe,2015-09-12,2,,Nicholls State,W,6,47,47,10,19,52.6,101,0,44,159,3.6,0,2,0,2
Louisville,2015-09-12,2,,Houston,L,4,31,-3,23,35,65.7,236,3,57,226,4.0,0,0,1,1
LSU,2015-09-12,2,@,Mississippi State,W,3,21,2,34,54,63.0,335,1,26,43,1.7,1,0,0,0
Marshall,2015-09-12,2,@,Ohio,L,1,10,-11,15,28,53.6,156,1,51,229,4.5,2,1,1,2
Maryland,2015-09-12,2,,Bowling Green State,L,3,27,-21,36,55,65.5,491,6,50,201,4.0,1,0,1,1
Massachusetts,2015-09-12,1,@,Colorado,L,2,14,-34,15,24,62.5,168,1,59,390,6.6,5,0,0,0
Memphis,2015-09-12,2,@,Kansas,W,7,55,32,18,38,47.4,165,0,46,194,4.2,2,0,0,0
Miami (OH),2015-09-12,2,@,Wisconsin,L,0,0,-58,23,36,63.9,263,4,45,188,4.2,3,0,1,1
Michigan,2015-09-12,2,,Oregon State,W,4,35,28,9,20,45.0,79,1,33,59,1.8,0,1,0,1
Michigan State,2015-09-12,2,,Oregon,W,4,31,3,22,39,56.4,309,1,43,123,2.9,2,0,2,2
Middle Tennessee State,2015-09-12,2,@,Alabama,L,1,10,-27,26,43,60.5,312,2,39,220,5.6,3,0,2,2
Minnesota,2015-09-12,2,@,Colorado State,W,2,23,3,16,32,50.0,142,1,41,172,4.2,1,2,2,4
Mississippi State,2015-09-12,2,,Louisiana State,L,2,19,-2,9,14,64.3,71,0,47,266,5.7,3,0,0,0
Missouri,2015-09-12,2,@,Arkansas State,W,3,27,7,14,30,46.7,124,2,45,93,2.1,0,0,3,3
Nebraska,2015-09-12,2,,South Alabama,W,6,48,39,26,45,57.8,313,1,24,19,0.8,0,2,1,3
Nevada,2015-09-12,2,,Arizona,L,2,20,-24,25,34,73.5,269,2,43,301,7.0,4,1,0,1
New Mexico,2015-09-12,2,,Tulsa,L,3,21,-19,16,30,53.3,321,2,59,279,4.7,2,1,0,1
New Mexico State,2015-09-12,2,,Georgia State,L,5,32,-2,32,43,74.4,372,2,46,210,4.6,2,2,1,3
North Carolina,2015-09-12,2,,North Carolina A&T,W,7,53,39,9,22,40.9,118,0,41,155,3.8,0,1,2,3
North Carolina State,2015-09-12,2,,Eastern Kentucky,W,5,35,35,7,21,33.3,77,0,23,35,1.5,0,0,0,0
North Texas,2015-09-12,1,@,Southern Methodist,L,1,13,-18,17,24,70.8,171,2,53,273,5.2,2,3,0,3
Northern Illinois,2015-09-12,2,,Murray State,W,8,57,31,31,49,63.3,281,0,35,92,2.6,0,0,3,3
Northwestern,2015-09-12,2,,Eastern Illinois,W,5,41,41,10,20,50.0,68,0,29,70,2.4,0,0,2,2
Notre Dame,2015-09-12,2,@,Virginia,W,4,34,7,26,38,68.4,289,2,30,127,4.2,2,1,0,1
Ohio,2015-09-12,2,,Marshall,W,3,21,11,16,33,48.5,106,0,25,157,6.3,1,2,2,4
Ohio State,2015-09-12,2,,Hawaii,W,5,38,38,8,26,30.8,85,0,35,80,2.3,0,2,2,4
Oklahoma,2015-09-12,2,@,Tennessee,W,4,31,7,13,31,41.9,125,1,45,129,2.9,2,0,1,1
Oklahoma State,2015-09-12,2,,Central Arkansas,W,4,32,24,14,25,56.0,128,0,39,92,2.4,0,0,0,0
Old Dominion,2015-09-12,2,,Norfolk State,W,3,24,14,16,36,44.4,163,0,23,103,4.5,0,1,0,1
Ole Miss,2015-09-12,2,,Fresno State,W,9,73,52,15,24,62.5,153,2,52,163,3.1,0,1,3,4
Oregon,2015-09-12,2,@,Michigan State,L,3,28,-3,20,32,62.5,192,2,37,197,5.3,2,0,1,1
Oregon State,2015-09-12,2,@,Michigan,L,1,7,-28,18,26,69.2,180,0,48,225,4.7,4,1,1,2
Penn State,2015-09-12,2,,Buffalo,W,3,27,13,24,35,68.6,205,2,33,69,2.1,0,0,1,1
Pitt,2015-09-12,2,@,Akron,W,3,24,17,7,22,31.8,63,0,24,47,2.0,1,1,0,1
Purdue,2015-09-12,2,,Indiana State,W,5,38,24,18,37,48.6,194,0,41,168,4.1,0,1,2,3
Rice,2015-09-12,2,@,Texas,L,4,28,-14,5,10,50.0,128,2,28,149,5.3,2,1,0,1
Rutgers,2015-09-12,2,,Washington State,L,4,34,-3,47,66,71.2,478,4,16,81,5.1,0,0,0,0
San Diego State,2015-09-12,2,@,California,L,1,7,-28,17,25,68.0,321,3,36,164,4.6,2,0,1,1
San Jose State,2015-09-12,2,@,Air Force,L,2,16,-21,3,11,27.3,24,0,69,428,6.2,5,0,1,1
SMU,2015-09-12,2,,North Texas,W,4,31,18,16,34,47.1,128,0,33,112,3.4,1,2,2,4
South Alabama,2015-09-12,2,@,Nebraska,L,1,9,-39,26,38,68.4,303,3,37,258,7.0,3,0,1,1
South Carolina,2015-09-12,2,,Kentucky,L,2,22,-4,21,29,72.4,192,0,38,207,5.4,3,0,1,1
South Florida,2015-09-12,2,@,Florida State,L,2,14,-20,14,26,53.8,163,1,46,278,6.0,3,0,0,0
Southern Mississippi,2015-09-12,2,,Austin Peay,W,7,52,46,11,18,61.1,93,0,48,96,2.0,0,0,1,1
Stanford,2015-09-12,2,,Central Florida,W,4,31,24,14,36,38.9,151,1,29,30,1.0,0,1,1,2
Syracuse,2015-09-12,2,,Wake Forest,W,3,30,13,30,45,66.7,373,1,32,46,1.4,1,0,3,3
Temple,2015-09-12,2,@,Cincinnati,W,3,34,8,30,52,57.7,427,2,31,130,4.2,1,1,4,5
Tennessee,2015-09-12,2,,Oklahoma,L,3,24,-7,19,39,48.7,187,3,48,161,3.4,1,0,2,2
Texas,2015-09-12,2,,Rice,W,5,42,14,23,38,60.5,234,2,58,228,3.9,2,2,3,5
Texas A&M,2015-09-12,2,,Ball State,W,8,56,33,12,27,44.4,121,0,38,240,6.3,2,0,1,1
Texas Christian,2015-09-12,2,,Stephen F. Austin,W,10,70,63,13,28,46.4,21,0,29,146,5.0,0,1,2,3
Texas State,2015-09-12,2,,Prairie View A&M,W,9,63,39,29,45,64.4,323,0,37,79,2.1,0,2,0,2
Texas Tech,2015-09-12,2,,Texas-El Paso,W,9,69,49,19,31,61.3,187,1,46,227,4.9,1,2,0,2
Toledo,2015-09-12,2,N,Arkansas,W,2,16,4,32,53,60.4,412,0,31,103,3.3,1,0,1,1
Troy,2015-09-12,2,,Charleston Southern,W,6,44,28,10,28,35.7,111,0,60,263,4.4,0,1,0,1
