Player,Date,G,School,Loc,Opponent,WL,Tackle Solo,Tackle Assist,Tackle Tot,Tackle For Loss,Sack,unique_id
Trumaine Banks,2005-09-01,1,Minnesota,@,Tulsa,W,4,0,4,0.0,0.0,trumaine-banks-1
John Baranowsky,2005-09-01,1,Connecticut,,Buffalo,W,1,0,1,0.0,0.0,john-baranowsky-1
Ricky Barela,2005-09-01,1,Houston,,Oregon,L,1,1,2,0.0,0.0,ricky-barela-1
Allan Barnes,2005-09-01,1,Connecticut,,Buffalo,W,1,0,1,1.0,0.0,allan-barnes-1
Travis Barr,2005-09-01,1,Central Florida,@,South Carolina,L,1,1,2,0.0,0.0,travis-barr-1
Josh Barrett,2005-09-01,1,Arizona State,,Temple,W,1,0,1,0.0,0.0,josh-barrett-1
Christian Bass,2005-09-01,1,Washington State,,Idaho,W,2,1,3,0.0,0.0,christian-bass-1
Jackie Bates,2005-09-01,1,Oregon,@,Houston,W,2,2,4,1.0,0.0,jackie-bates-1
Jackie Battle,2005-09-01,1,Houston,,Oregon,L,1,0,1,0.0,0.0,jackie-battle-1
Darrius Battles,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,2,0,2,0.0,0.0,darrius-battles-1
Steven Bednarik,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,0,1,1,0.0,0.0,steven-bednarik-1
J.P. Bekasiak,2005-09-01,1,Toledo,,Western Illinois,W,0,1,1,0.5,0.0,jp-bekasiak-1
Fred Bennett,2005-09-01,1,South Carolina,,Central Florida,W,4,0,4,1.0,1.0,fred-bennett-1
Eric Berry,2005-09-01,1,Wake Forest,,Vanderbilt,L,1,1,2,0.0,0.0,eric-berry-2
Kirk Berry,2005-09-01,1,Buffalo,@,Connecticut,L,1,7,8,1.0,0.0,kirk-berry-1
Stephen Bisnett,2005-09-01,1,Arizona State,,Temple,W,2,0,2,0.0,0.0,stephen-bisnett-1
Bobby Blackshire,2005-09-01,1,Tulsa,,Minnesota,L,4,5,9,0.0,0.0,bobby-blackshire-1
Jesse Blair,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,0,1,1,0.0,0.0,jesse-blair-1
Mike Bonelli,2005-09-01,1,Idaho,@,Washington State,L,2,1,3,1.5,0.0,mike-bonelli-1
Chris Booker,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,2,4,1.0,0.0,chris-booker-1
Josh Bousman,2005-09-01,1,Idaho,@,Washington State,L,4,3,7,0.0,0.0,josh-bousman-1
John Bowie,2005-09-01,1,Cincinnati,,Eastern Michigan,W,4,0,4,0.0,0.0,john-bowie-1
Walter Boyd,2005-09-01,1,Tulsa,,Minnesota,L,0,1,1,0.0,0.0,walter-boyd-1
Duan Bracey,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,3,0,3,0.0,0.0,duan-bracey-1
Harry Bradley,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,1,1,2,0.0,0.0,harry-bradley-1
Adam Braidwood,2005-09-01,1,Washington State,,Idaho,W,2,1,3,1.0,1.0,adam-braidwood-1
Tyvon Branch,2005-09-01,1,Connecticut,,Buffalo,W,2,0,2,0.0,0.0,tyvon-branch-1
Jeff Branham,2005-09-01,1,Central Florida,@,South Carolina,L,1,0,1,0.0,0.0,jeff-branham-1
Jason Lee Brown,2005-09-01,1,Idaho,@,Washington State,L,2,0,2,0.0,0.0,jason-lee-brown-1
Keiron Brown,2005-09-01,1,Toledo,,Western Illinois,W,2,3,5,0.0,0.0,keiron-brown-1
Ryan Brown,2005-09-01,1,South Carolina,,Central Florida,W,1,3,4,0.0,0.0,ryan-brown-1
Mkristo Bruce,2005-09-01,1,Washington State,,Idaho,W,3,2,5,1.5,1.0,mkristo-bruce-1
Jeff Bublavi,2005-09-01,1,Buffalo,@,Connecticut,L,3,3,6,0.5,0.0,jeff-bublavi-1
Maurice Buchanan,2005-09-01,1,Minnesota,@,Tulsa,W,1,0,1,0.0,0.0,maurice-buchanan-1
Marcus Buggs,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,0,2,1.0,0.0,marcus-buggs-1
Nick Bunting,2005-09-01,1,Tulsa,,Minnesota,L,4,6,10,1.0,0.0,nick-bunting-1
Joe Burnett,2005-09-01,1,Central Florida,@,South Carolina,L,1,1,2,0.0,0.0,joe-burnett-1
Lorenzo Bursey,2005-09-01,1,Washington State,,Idaho,W,1,0,1,0.0,0.0,lorenzo-bursey-1
Antwon Burton,2005-09-01,1,Temple,@,Arizona State,L,4,1,5,2.0,1.0,antwon-burton-1
Darius Butler,2005-09-01,1,Connecticut,,Buffalo,W,1,2,3,0.0,0.0,darius-butler-1
Terrill Byrd,2005-09-01,1,Cincinnati,,Eastern Michigan,W,0,2,2,0.5,0.0,terrill-byrd-1
Kareem Byrom,2005-09-01,1,Buffalo,@,Connecticut,L,3,3,6,0.0,0.0,kareem-byrom-1
Chris Callahan,2005-09-01,1,Buffalo,@,Connecticut,L,1,2,3,0.0,0.0,chris-callahan-1
Charles Campbell,2005-09-01,1,Idaho,@,Washington State,L,4,0,4,0.0,0.0,charles-campbell-1
Jon Carpenter,2005-09-01,1,Cincinnati,,Eastern Michigan,W,3,1,4,0.0,0.0,jon-carpenter-1
Paul Carrington,2005-09-01,1,Central Florida,@,South Carolina,L,2,2,4,1.0,1.0,paul-carrington-1
David Carter,2005-09-01,1,Vanderbilt,@,Wake Forest,W,1,0,1,0.0,0.0,david-carter-4
Herbert Cash,2005-09-01,1,Idaho,@,Washington State,L,0,1,1,0.0,0.0,herbert-cash-1
Zach Catanese,2005-09-01,1,Arizona State,,Temple,W,2,2,4,0.0,0.0,zach-catanese-1
Chris Chamberlain,2005-09-01,1,Tulsa,,Minnesota,L,5,1,6,1.0,1.0,chris-chamberlain-1
Michael Chamberlain,2005-09-01,1,Toledo,,Western Illinois,W,4,4,8,0.5,0.0,michael-chamberlain-1
Patrick Chung,2005-09-01,1,Oregon,@,Houston,W,4,2,6,0.0,0.0,patrick-chung-1
Nick Clapp,2005-09-01,1,Arizona State,,Temple,W,3,2,5,0.0,0.0,nick-clapp-1
Patrick Clark,2005-09-01,1,Toledo,,Western Illinois,W,0,1,1,0.5,0.0,patrick-clark-1
Ernest Cole,2005-09-01,1,Connecticut,,Buffalo,W,1,0,1,1.0,0.0,ernest-cole-1
Nelson Coleman,2005-09-01,1,Tulsa,,Minnesota,L,2,2,4,0.0,0.0,nelson-coleman-1
Deadrian Coley,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,0.0,0.0,deadrian-coley-1
Jed Collins,2005-09-01,1,Washington State,,Idaho,W,1,0,1,0.0,0.0,jed-collins-1
James Cook,2005-09-01,1,Central Florida,@,South Carolina,L,3,1,4,1.0,0.0,james-cook-1
Matt Couch,2005-09-01,1,Marshall,,William & Mary,W,2,7,9,0.0,0.0,matt-couch-1
Todd Cox,2005-09-01,1,Houston,,Oregon,L,2,3,5,0.0,0.0,todd-cox-1
Angelo Craig,2005-09-01,1,Cincinnati,,Eastern Michigan,W,4,1,5,0.0,0.0,angelo-craig-1
Steve Craver,2005-09-01,1,Tulsa,,Minnesota,L,1,2,3,0.0,0.0,steve-craver-1
Grant Crunkelton,2005-09-01,1,Arizona State,,Temple,W,0,1,1,0.0,0.0,grant-crunkelton-1
Bryan Cummings,2005-09-01,1,Buffalo,@,Connecticut,L,2,7,9,1.5,0.0,bryan-cummings-1
Aaron Curry,2005-09-01,1,Wake Forest,,Vanderbilt,L,4,0,4,0.0,0.0,aaron-curry-1
Omowale Dada,2005-09-01,1,Washington State,,Idaho,W,4,0,4,0.0,0.0,omowale-dada-1
Daniels,2005-09-01,1,Minnesota,@,Tulsa,W,2,0,2,0.0,0.0,daniels-2
Quency Darley,2005-09-01,1,Arizona State,,Temple,W,1,1,2,0.0,0.0,quency-darley-1
Mike Davis Jr.,2005-09-01,1,Arizona State,,Temple,W,0,3,3,0.0,0.0,mike-davis-jr-1
Adrian Davis,2005-09-01,1,Marshall,,William & Mary,W,0,2,2,0.0,0.0,adrian-davis-2
Anthony Davis,2005-09-01,1,Wake Forest,,Vanderbilt,L,1,0,1,0.0,0.0,anthony-davis-5
Daniel Davis,2005-09-01,1,Connecticut,,Buffalo,W,0,1,1,0.0,0.0,daniel-davis-3
Richard Davis,2005-09-01,1,Toledo,,Western Illinois,W,2,1,3,0.0,0.0,richard-davis-1
Ryan Davis,2005-09-01,1,Idaho,@,Washington State,L,0,1,1,0.0,0.0,ryan-davis-2
Scott Davis,2005-09-01,1,Washington State,,Idaho,W,2,4,6,0.5,0.0,scott-davis-1
Sharrod Davis,2005-09-01,1,Oregon,@,Houston,W,1,1,2,0.0,0.0,sharrod-davis-1
Steve Davis,2005-09-01,1,Minnesota,@,Tulsa,W,1,1,2,1.0,0.0,steve-davis-1
Terrell Davis,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,0.0,0.0,terrell-davis-2
Dave Dawson,2005-09-01,1,Buffalo,@,Connecticut,L,0,1,1,0.0,0.0,dave-dawson-1
Dahna Deleston,2005-09-01,1,Connecticut,,Buffalo,W,3,3,6,0.0,0.0,dahna-deleston-1
Will Derting,2005-09-01,1,Washington State,,Idaho,W,7,4,11,0.5,0.0,will-derting-1
Brad Devault,2005-09-01,1,Tulsa,,Minnesota,L,2,0,2,0.0,0.0,brad-devault-1
Neil Dickson,2005-09-01,1,Temple,@,Arizona State,L,1,2,3,0.0,0.0,neil-dickson-1
Steve Dildine,2005-09-01,1,Washington State,,Idaho,W,1,3,4,1.0,0.0,steve-dildine-1
Lamar Divens,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,0,2,0.0,0.0,lamar-divens-1
Stanley Doughty,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,1.0,1.0,stanley-doughty-1
Leger Douzable,2005-09-01,1,Central Florida,@,South Carolina,L,3,1,4,0.0,0.0,leger-douzable-1
Christian Dunbar,2005-09-01,1,Temple,@,Arizona State,L,3,0,3,0.0,0.0,christian-dunbar-1
Derrick Dyer,2005-09-01,1,Buffalo,@,Connecticut,L,2,0,2,0.0,0.0,derrick-dyer-1
Dan Dykes,2005-09-01,1,Idaho,@,Washington State,L,0,1,1,0.0,0.0,dan-dykes-1
Pierre Easley,2005-09-01,1,Wake Forest,,Vanderbilt,L,1,1,2,0.0,0.0,pierre-easley-1
Jeff Edwards,2005-09-01,1,Idaho,@,Washington State,L,0,1,1,0.5,0.0,jeff-edwards-3
Ron Ellis,2005-09-01,1,Central Florida,@,South Carolina,L,4,0,4,0.0,0.0,ron-ellis-1
Ollice Ervin,2005-09-01,1,Buffalo,@,Connecticut,L,1,0,1,0.0,0.0,ollice-ervin-1
M.J. Estep,2005-09-01,1,Connecticut,,Buffalo,W,2,0,2,0.0,0.0,mj-estep-1
Andre Evans,2005-09-01,1,Buffalo,@,Connecticut,L,1,1,2,0.0,0.0,andre-evans-1
Chadd Evans,2005-09-01,1,Tulsa,,Minnesota,L,6,2,8,3.0,1.0,chadd-evans-1
Cory Evans,2005-09-01,1,Washington State,,Idaho,W,0,1,1,0.0,0.0,cory-evans-1
Matt Evensen,2005-09-01,1,Oregon,@,Houston,W,0,2,2,0.0,0.0,matt-evensen-1
Jared Fagan,2005-09-01,1,Vanderbilt,@,Wake Forest,W,0,1,1,0.0,0.0,jared-fagan-1
Bernard Faithful,2005-09-01,1,Toledo,,Western Illinois,W,3,2,5,0.5,0.0,bernard-faithful-1
Adam Fichter,2005-09-01,1,Temple,@,Arizona State,L,1,0,1,0.0,0.0,adam-fichter-1
James Fitch,2005-09-01,1,Houston,,Oregon,L,0,2,2,0.0,0.0,james-fitch-1
Shaun Fitzgibbons,2005-09-01,1,Toledo,,Western Illinois,W,1,1,2,1.5,0.5,shaun-fitzgibbons-1
Jason Flowers,2005-09-01,1,Toledo,,Western Illinois,W,2,1,3,0.0,0.0,jason-flowers-1
Kenneth Fontenette,2005-09-01,1,Houston,,Oregon,L,1,0,1,0.0,0.0,kenneth-fontenette-1
Donnell Ford,2005-09-01,1,Connecticut,,Buffalo,W,0,1,1,0.0,0.0,donnell-ford-1
Eric Frampton,2005-09-01,1,Washington State,,Idaho,W,4,3,7,2.0,0.0,eric-frampton-1
Jarred Frost,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,1,1,2,0.0,0.0,jarred-frost-1
Rhema Fuller,2005-09-01,1,Connecticut,,Buffalo,W,0,2,2,0.0,0.0,rhema-fuller-1
Jean-Olivier Gagnon-Gordillo,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,2,1,3,0.0,0.0,jean-olivier-gagnon-gordillo-1
Willie Gaston,2005-09-01,1,Houston,,Oregon,L,1,6,7,0.0,0.0,willie-gaston-1
Curtis Gatewood,2005-09-01,1,Vanderbilt,@,Wake Forest,W,1,0,1,0.0,0.0,curtis-gatewood-1
Josh Gattis,2005-09-01,1,Wake Forest,,Vanderbilt,L,4,3,7,0.0,0.0,josh-gattis-1
Patrick Ghee,2005-09-01,1,Wake Forest,,Vanderbilt,L,1,2,3,0.0,0.0,patrick-ghee-1
Brandon Gibson,2005-09-01,1,Washington State,,Idaho,W,1,0,1,0.0,0.0,brandon-gibson-1
Aaron Gipson,2005-09-01,1,Oregon,@,Houston,W,4,1,5,1.0,0.0,aaron-gipson-1
Jonathan Goff,2005-09-01,1,Vanderbilt,@,Wake Forest,W,3,1,4,0.0,0.0,jonathan-goff-1
Josh Golden,2005-09-01,1,Arizona State,,Temple,W,2,1,3,0.0,0.0,josh-golden-1
Joseph Gonzales,2005-09-01,1,Houston,,Oregon,L,2,4,6,0.0,0.0,joseph-gonzales-1
Bruce Gordon,2005-09-01,1,Temple,@,Arizona State,L,1,0,1,0.0,0.0,bruce-gordon-1
Ryan Gore,2005-09-01,1,Temple,@,Arizona State,L,3,1,4,0.0,0.0,ryan-gore-1
Nick Graham,2005-09-01,1,Tulsa,,Minnesota,L,4,0,4,0.0,0.0,nick-graham-1
Chad Green,2005-09-01,1,Arizona State,,Temple,W,4,0,4,0.0,0.0,chad-green-1
Shavar Greer,2005-09-01,1,Marshall,,William & Mary,W,1,0,1,1.0,1.0,shavar-greer-1
Brandon Guillory,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,5,0,5,2.0,0.0,brandon-guillory-1
Lawrence Guynes,2005-09-01,1,Idaho,@,Washington State,L,1,1,2,0.0,0.0,lawrence-guynes-1
Ramon Guzman,2005-09-01,1,Buffalo,@,Connecticut,L,4,5,9,0.0,0.0,ramon-guzman-1
Brent Haberly,2005-09-01,1,Oregon,@,Houston,W,4,1,5,0.0,0.0,brent-haberly-1
Brian Hall,2005-09-01,1,Washington State,,Idaho,W,1,0,1,0.0,0.0,brian-hall-2
Gabe Hall,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,0,2,0.0,0.0,gabe-hall-1
Marque Hall,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,0.0,0.0,marque-hall-1
Jon Hameister-Ries,2005-09-01,1,Tulsa,,Minnesota,L,0,1,1,0.0,0.0,jon-hameister-ries-1
Chris Hampton,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,0.0,0.0,chris-hampton-1
Willie Hardemon,2005-09-01,1,Temple,@,Arizona State,L,4,2,6,0.0,0.0,willie-hardemon-1
James Hargrave,2005-09-01,1,Connecticut,,Buffalo,W,1,2,3,0.0,0.0,james-hargrave-1
Jamal Harris,2005-09-01,1,Minnesota,@,Tulsa,W,2,1,3,0.0,0.0,jamal-harris-1
Herdley Harrison,2005-09-01,1,Vanderbilt,@,Wake Forest,W,1,0,1,1.0,1.0,herdley-harrison-1
Chris Hawkins,2005-09-01,1,Marshall,,William & Mary,W,0,5,5,0.5,0.0,chris-hawkins-2
Greg Hay,2005-09-01,1,Toledo,,Western Illinois,W,1,1,2,0.0,0.0,greg-hay-1
Laron Haymore,2005-09-01,1,Buffalo,@,Connecticut,L,1,2,3,0.0,0.0,laron-haymore-1
Ryan Henegan,2005-09-01,1,Connecticut,,Buffalo,W,1,1,2,1.0,0.0,ryan-henegan-1
Mario Henry,2005-09-01,1,Buffalo,@,Connecticut,L,0,1,1,0.0,0.0,mario-henry-1
Tyrrell Herbert,2005-09-01,1,Toledo,,Western Illinois,W,4,2,6,0.0,0.0,tyrrell-herbert-1
Gavin Herscher,2005-09-01,1,Marshall,,William & Mary,W,1,1,2,0.5,0.5,gavin-herscher-1
Ronald Hilaire,2005-09-01,1,Buffalo,@,Connecticut,L,0,2,2,0.0,0.0,ronald-hilaire-1
Jordan Hill,2005-09-01,1,Arizona State,,Temple,W,0,3,3,0.5,0.0,jordan-hill-1
Cory Hogue,2005-09-01,1,Central Florida,@,South Carolina,L,1,1,2,0.0,0.0,cory-hogue-1
Anthony Hoke,2005-09-01,1,Cincinnati,,Eastern Michigan,W,1,0,1,0.0,0.0,anthony-hoke-1
Chris Holden,2005-09-01,1,Minnesota,@,Tulsa,W,1,0,1,0.0,0.0,chris-holden-1
Keith Holt,2005-09-01,1,Temple,@,Arizona State,L,3,1,4,0.0,0.0,keith-holt-1
Daniel Holtzclaw,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,7,8,15,0.0,0.0,daniel-holtzclaw-1
Moton Hopkins,2005-09-01,1,Tulsa,,Minnesota,L,0,2,2,0.0,0.0,moton-hopkins-1
Theo Horrocks,2005-09-01,1,Vanderbilt,@,Wake Forest,W,3,0,3,0.0,0.0,theo-horrocks-1
Antoine Horton,2005-09-01,1,Cincinnati,,Eastern Michigan,W,1,1,2,0.0,0.0,antoine-horton-1
Ian Hoskins,2005-09-01,1,Marshall,,William & Mary,W,0,1,1,0.0,0.0,ian-hoskins-1
Kevin Howe,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,2,1,3,1.0,1.0,kevin-howe-1
Marty Humphrey,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,0,1,1,0.0,0.0,marty-humphrey-1
Josh Hunt,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,3,2,5,0.0,0.0,josh-hunt-1
Phillip Hunt,2005-09-01,1,Houston,,Oregon,L,0,1,1,0.0,0.0,phillip-hunt-1
Funtaine Hunter,2005-09-01,1,Vanderbilt,@,Wake Forest,W,1,0,1,0.0,0.0,funtaine-hunter-1
Ricardo Hurley,2005-09-01,1,South Carolina,,Central Florida,W,3,3,6,0.5,0.5,ricardo-hurley-1
Jesse Imes,2005-09-01,1,Buffalo,@,Connecticut,L,3,1,4,0.0,0.0,jesse-imes-1
Isaac,2005-09-01,1,South Carolina,,Central Florida,W,6,2,8,0.0,0.0,isaac-2
Earnest Jackson,2005-09-01,1,Cincinnati,,Eastern Michigan,W,2,0,2,0.0,0.0,earnest-jackson-1
Gerald Jackson,2005-09-01,1,Buffalo,@,Connecticut,L,1,1,2,0.0,0.0,gerald-jackson-1
Keon Jackson,2005-09-01,1,Toledo,,Western Illinois,W,3,1,4,0.0,0.0,keon-jackson-1
Philip Jacques,2005-09-01,1,Buffalo,@,Connecticut,L,0,3,3,1.0,0.0,philip-jacques-1
Robert James,2005-09-01,1,Arizona State,,Temple,W,0,2,2,0.0,0.0,robert-james-1
Johnson,2005-09-01,1,South Carolina,,Central Florida,W,2,0,2,0.0,0.0,johnson-3
Aaron Johnson,2005-09-01,1,Washington State,,Idaho,W,1,2,3,0.0,0.0,aaron-johnson-2
Dilandos Johnson,2005-09-01,1,Louisiana-Monroe,,Northwestern State,L,1,0,1,1.0,0.0,dilandos-johnson-1
James Johnson,2005-09-01,1,Marshall,,William & Mary,W,5,2,7,1.0,0.0,james-johnson-4
Brandon Jones,2005-09-01,1,Tulsa,,Minnesota,L,0,2,2,0.0,0.0,brandon-jones-10
Dominic Jones,2005-09-01,1,Minnesota,@,Tulsa,W,3,1,4,0.0,0.0,dominic-jones-1
Jason Jones,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,0,2,2,0.0,0.0,jason-jones-1
Preston Jones,2005-09-01,1,Arizona State,,Temple,W,1,0,1,0.0,0.0,preston-jones-1
Reggie Jones,2005-09-01,1,Idaho,@,Washington State,L,2,3,5,0.5,0.0,reggie-jones-1
Anthony Jordan,2005-09-01,1,Toledo,,Western Illinois,W,5,4,9,0.0,0.0,anthony-jordan-2
Jonathan Joseph,2005-09-01,1,South Carolina,,Central Florida,W,6,6,12,0.0,0.0,jonathan-joseph-1
Kevin Joyce,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,2,4,0.0,0.0,kevin-joyce-1
Jason Kaminski,2005-09-01,1,Marshall,,William & Mary,W,0,1,1,0.0,0.0,jason-kaminski-1
Alain Karatepeyan,2005-09-01,1,Tulsa,,Minnesota,L,1,1,2,0.0,0.0,alain-karatepeyan-1
Curtis Keyes,2005-09-01,1,Marshall,,William & Mary,W,5,8,13,1.0,0.0,curtis-keyes-1
Bobby Klinck,2005-09-01,1,Tulsa,,Minnesota,L,1,0,1,0.0,0.0,bobby-klinck-1
Wade Koehl,2005-09-01,1,Houston,,Oregon,L,0,5,5,0.0,0.0,wade-koehl-1
Will Kofe,2005-09-01,1,Arizona State,,Temple,W,1,3,4,0.0,0.0,will-kofe-1
Ben Koger,2005-09-01,1,Vanderbilt,@,Wake Forest,W,2,1,3,0.0,0.0,ben-koger-1
Justin Laird,2005-09-01,1,Houston,,Oregon,L,0,1,1,0.0,0.0,justin-laird-1
Ray Lamb,2005-09-01,1,Temple,@,Arizona State,L,3,0,3,0.0,0.0,ray-lamb-1
Orus Lambert,2005-09-01,1,South Carolina,,Central Florida,W,1,0,1,0.0,0.0,orus-lambert-1
Kade Lane,2005-09-01,1,Houston,,Oregon,L,3,1,4,0.0,0.0,kade-lane-1
T.J. Lang,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,0,3,3,0.0,0.0,tj-lang-1
Reshard Langford,2005-09-01,1,Vanderbilt,@,Wake Forest,W,4,0,4,0.0,0.0,reshard-langford-1
Danny Lansanah,2005-09-01,1,Connecticut,,Buffalo,W,2,3,5,2.5,1.0,danny-lansanah-1
Robert Latu,2005-09-01,1,Tulsa,,Minnesota,L,1,1,2,0.0,0.0,robert-latu-1
Lance Laury,2005-09-01,1,South Carolina,,Central Florida,W,5,5,10,2.5,0.5,lance-laury-1
Nick Lawrence,2005-09-01,1,Toledo,,Western Illinois,W,1,1,2,1.5,0.5,nick-lawrence-1
Scott Lee,2005-09-01,1,Houston,,Oregon,L,1,0,1,0.0,0.0,scott-lee-1
Jonathan Levine,2005-09-01,1,Oregon,@,Houston,W,1,0,1,0.0,0.0,jonathan-levine-1
Steven Lewis,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,1,1,2,0.0,0.0,steven-lewis-1
Jordin Lindsey,2005-09-01,1,South Carolina,,Central Florida,W,2,0,2,1.0,1.0,jordin-lindsey-1
Cole Linehan,2005-09-01,1,Oregon,@,Houston,W,0,2,2,0.0,0.0,cole-linehan-1
Keith Lipka,2005-09-01,1,Minnesota,@,Tulsa,W,1,2,3,0.5,0.0,keith-lipka-1
Brandon Lohr,2005-09-01,1,Tulsa,,Minnesota,L,2,0,2,0.0,0.0,brandon-lohr-1
Maurice London,2005-09-01,1,Arizona State,,Temple,W,4,1,5,1.0,0.0,maurice-london-1
Devan Long,2005-09-01,1,Oregon,@,Houston,W,1,2,3,0.5,0.0,devan-long-1
Mark Losli,2005-09-01,1,Minnesota,@,Tulsa,W,1,1,2,0.0,0.0,mark-losli-1
Marquay Love,2005-09-01,1,Houston,,Oregon,L,1,2,3,0.5,0.0,marquay-love-1
Cody Lubojasky,2005-09-01,1,Houston,,Oregon,L,3,2,5,1.5,0.0,cody-lubojasky-1
Cody Madison,2005-09-01,1,Tulsa,,Minnesota,L,1,0,1,0.0,0.0,cody-madison-1
Ryan Manalac,2005-09-01,1,Cincinnati,,Eastern Michigan,W,1,0,1,0.0,0.0,ryan-manalac-1
Beau Manutai,2005-09-01,1,Arizona State,,Temple,W,2,4,6,1.0,0.0,beau-manutai-1
Uriah Marshall,2005-09-01,1,Arizona State,,Temple,W,0,1,1,0.0,0.0,uriah-marshall-1
Darnell Martemus,2005-09-01,1,Vanderbilt,@,Wake Forest,W,1,0,1,0.0,0.0,darnell-martemus-1
Bo Martin,2005-09-01,1,Toledo,,Western Illinois,W,2,1,3,0.0,0.0,bo-martin-1
Jason Martin,2005-09-01,1,Idaho,@,Washington State,L,0,1,1,0.0,0.0,jason-martin-2
Aaron Mason,2005-09-01,1,Wake Forest,,Vanderbilt,L,1,4,5,0.0,0.0,aaron-mason-1
Darran Matthews,2005-09-01,1,Eastern Michigan,@,Cincinnati,L,5,5,10,0.0,0.0,darran-matthews-1
Shawn Mayne,2005-09-01,1,Connecticut,,Buffalo,W,1,2,3,1.5,1.0,shawn-mayne-1
Albert McClellan,2005-09-01,1,Marshall,,William & Mary,W,1,1,2,0.0,0.0,albert-mcclellan-1
Kevin McCullough,2005-09-01,1,Cincinnati,,Eastern Michigan,W,4,4,8,3.5,0.0,kevin-mccullough-1
Perry McDaniel,2005-09-01,1,Houston,,Oregon,L,0,1,1,0.0,0.0,perry-mcdaniel-1
Marques McFarlin,2005-09-01,1,Toledo,,Western Illinois,W,3,0,3,1.0,0.0,marques-mcfarlin-1
John McGilvray,2005-09-01,1,Houston,,Oregon,L,0,1,1,0.0,0.0,john-mcgilvray-1
Kyle McKenzie,2005-09-01,1,Minnesota,@,Tulsa,W,3,1,4,0.0,0.0,kyle-mckenzie-1
Ralph McKenzie,2005-09-01,1,Vanderbilt,@,Wake Forest,W,3,1,4,0.0,0.0,ralph-mckenzie-1
