Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Charles Brown,2009-09-05,1,North Carolina,,Citadel,W,charles-brown-1,1.0,0.0,0.0,1.0
Morgan Burnett,2009-09-05,1,Georgia Tech,,Jacksonville State,W,morgan-burnett-1,1.0,0.0,0.0,2.0
Vincent Camarda,2009-09-05,1,San Diego State,@,UCLA,L,vincent-camarda-1,1.0,17.0,0.0,2.0
Chris Chancellor,2009-09-05,1,Clemson,,Middle Tennessee State,W,chris-chancellor-1,1.0,37.0,0.0,2.0
Boubacar Cissoko,2009-09-05,1,Michigan,,Western Michigan,W,boubacar-cissoko-1,1.0,14.0,0.0,2.0
Keenan Clayton,2009-09-05,1,Oklahoma,N,Brigham Young,L,keenan-clayton-1,1.0,-3.0,0.0,1.0
Kurt Coleman,2009-09-05,1,Ohio State,,Navy,W,kurt-coleman-1,1.0,0.0,0.0,1.0
Chris Cook,2009-09-05,1,Virginia,,William & Mary,L,chris-cook-2,1.0,0.0,0.0,1.0
Jacob Cutrera,2009-09-05,1,Louisiana State,@,Washington,W,jacob-cutrera-1,1.0,29.0,1.0,1.0
Andrew Dailey,2009-09-05,1,Penn State,,Akron,W,andrew-dailey-1,1.0,12.0,0.0,
Chase Daniel,2009-09-05,1,Alabama-Birmingham,,Rice,W,chase-daniel-2,1.0,44.0,0.0,2.0
Hall Davis,2009-09-05,1,Louisiana,,Southern,W,hall-davis-1,1.0,0.0,0.0,
Wendel Davis,2009-09-05,1,Arkansas,,Missouri State,W,wendel-davis-1,1.0,5.0,0.0,1.0
Dom Decicco,2009-09-05,1,Pittsburgh,,Youngstown State,W,dom-decicco-1,1.0,0.0,0.0,1.0
Rock Dennis,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,rock-dennis-1,2.0,4.0,0.0,2.0
Jamal Forrest,2009-09-05,1,Western Kentucky,@,Tennessee,L,jamal-forrest-1,1.0,0.0,0.0,1.0
Marquis Frazier,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,marquis-frazier-1,1.0,0.0,0.0,1.0
Ricky Gary,2009-09-05,1,Pittsburgh,,Youngstown State,W,ricky-gary-1,1.0,0.0,0.0,2.0
Shamiel Gary,2009-09-05,1,Wyoming,,Weber State,W,shamiel-gary-1,3.0,4.0,0.0,4.0
Tashaun Gipson,2009-09-05,1,Wyoming,,Weber State,W,tashaun-gipson-1,1.0,2.0,0.0,1.0
Josh Gordy,2009-09-05,1,Central Michigan,@,Arizona,L,josh-gordy-1,1.0,0.0,0.0,3.0
Ashton Hall,2009-09-05,1,Marshall,,Southern Illinois,W,ashton-hall-1,1.0,18.0,0.0,2.0
Cory Hanson,2009-09-05,1,Northern Illinois,@,Wisconsin,L,cory-hanson-1,2.0,4.0,0.0,2.0
Calvin Harrison,2009-09-05,1,Kentucky,N,Miami (OH),W,calvin-harrison-1,1.0,42.0,0.0,1.0
Tysyn Hartman,2009-09-05,1,Kansas State,,Massachusetts,W,tysyn-hartman-1,2.0,0.0,0.0,4.0
Stephon Hatchett,2009-09-05,1,New Mexico State,,Idaho,L,stephon-hatchett-1,1.0,32.0,0.0,2.0
Brandon Heath,2009-09-05,1,Louisville,,Indiana State,W,brandon-heath-1,1.0,4.0,0.0,0.0
Nico Herron,2009-09-05,1,Fresno State,,California-Davis,W,nico-herron-1,1.0,94.0,1.0,1.0
Eddie Hicks,2009-09-05,1,Southern Mississippi,,Alcorn State,W,eddie-hicks-1,1.0,46.0,0.0,
Tarvoris Hill,2009-09-05,1,Florida Atlantic,@,Nebraska,L,tarvoris-hill-1,1.0,0.0,0.0,1.0
Joe Holland,2009-09-05,1,Purdue,,Toledo,W,joe-holland-1,1.0,22.0,0.0,1.0
Mike Holmes,2009-09-05,1,Syracuse,,Minnesota,L,mike-holmes-1,1.0,0.0,0.0,1.0
Antoine Hopkins,2009-09-05,1,Virginia Tech,N,Alabama,L,antoine-hopkins-1,1.0,6.0,0.0,1.0
Joshua Jackson,2009-09-05,1,Army,@,Eastern Michigan,W,joshua-jackson-1,1.0,26.0,0.0,1.0
Nick Johnson,2009-09-05,1,East Carolina,,Appalachian State,W,nick-johnson-1,1.0,0.0,0.0,1.0
Weston Johnson,2009-09-05,1,Wyoming,,Weber State,W,weston-johnson-1,1.0,5.0,0.0,2.0
Shiloh Keo,2009-09-05,1,Idaho,@,New Mexico State,W,shiloh-keo-1,1.0,7.0,0.0,2.0
Luke Laolagi,2009-09-05,1,San Diego State,@,UCLA,L,luke-laolagi-1,1.0,27.0,0.0,1.0
Patrick Lavine,2009-09-05,1,Oklahoma State,,Georgia,W,patrick-lavine-1,1.0,4.0,0.0,3.0
Deshon Lawrence,2009-09-05,1,Western Michigan,@,Michigan,L,deshon-lawrence-1,1.0,3.0,0.0,
Trevard Lindley,2009-09-05,1,Kentucky,N,Miami (OH),W,trevard-lindley-1,1.0,25.0,1.0,4.0
Brandon Magee,2009-09-05,1,Arizona State,,Idaho State,W,brandon-magee-1,1.0,11.0,0.0,1.0
Thomas Majors,2009-09-05,1,Western Kentucky,@,Tennessee,L,thomas-majors-1,1.0,3.0,0.0,2.0
Brandon Maye,2009-09-05,1,Clemson,,Middle Tennessee State,W,brandon-maye-1,1.0,2.0,0.0,1.0
Bryan McCann,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,bryan-mccann-1,1.0,0.0,0.0,1.0
Kyle McCarthy,2009-09-05,1,Notre Dame,,Nevada,W,kyle-mccarthy-1,1.0,23.0,0.0,1.0
Deandre McDaniel,2009-09-05,1,Clemson,,Middle Tennessee State,W,deandre-mcdaniel-1,1.0,0.0,0.0,1.0
Michael McGee,2009-09-05,1,Southern Mississippi,,Alcorn State,W,michael-mcgee-1,1.0,9.0,0.0,
Emmett Merchant,2009-09-05,1,Navy,@,Ohio State,L,emmett-merchant-1,1.0,28.0,0.0,1.0
Charles Mitchell,2009-09-05,1,Mississippi State,,Jackson State,W,charles-mitchell-1,1.0,17.0,0.0,1.0
Dan Molls,2009-09-05,1,Toledo,@,Purdue,L,dan-molls-1,1.0,1.0,0.0,1.0
Gerald Moore,2009-09-05,1,Ohio,,Connecticut,L,gerald-moore-1,1.0,0.0,0.0,1.0
Rahim Moore,2009-09-05,1,UCLA,,San Diego State,W,rahim-moore-1,3.0,29.0,0.0,4.0
Sterling Moore,2009-09-05,1,Southern Methodist,,Stephen F. Austin,W,sterling-moore-1,1.0,0.0,0.0,2.0
Jonas Mouton,2009-09-05,1,Michigan,,Western Michigan,W,jonas-mouton-1,1.0,0.0,0.0,1.0
Mike Nixon,2009-09-05,1,Arizona State,,Idaho State,W,mike-nixon-1,3.0,56.0,1.0,4.0
Matt O'Hanlon,2009-09-05,1,Nebraska,,Florida Atlantic,W,matt-ohanlon-1,1.0,18.0,0.0,1.0
Johnny Patrick,2009-09-05,1,Louisville,,Indiana State,W,johnny-patrick-1,1.0,3.0,0.0,2.0
Joe Pawelek,2009-09-05,1,Baylor,@,Wake Forest,W,joe-pawelek-1,1.0,0.0,0.0,1.0
Melvin Payne,2009-09-05,1,Ohio,,Connecticut,L,melvin-payne-1,1.0,4.0,0.0,1.0
C.J. Peake,2009-09-05,1,Louisville,,Indiana State,W,cj-peake-1,1.0,4.0,0.0,
Ryan Reynolds,2009-09-05,1,Oklahoma,N,Brigham Young,L,ryan-reynolds-2,1.0,22.0,0.0,1.0
Hardy Ricks,2009-09-05,1,Missouri,N,Illinois,W,hardy-ricks-1,1.0,16.0,0.0,1.0
Maurice Rolle,2009-09-05,1,Louisiana,,Southern,W,maurice-rolle-1,1.0,0.0,0.0,1.0
Eric Samuels,2009-09-05,1,Vanderbilt,,Western Carolina,W,eric-samuels-1,1.0,19.0,0.0,1.0
Robert Sands,2009-09-05,1,West Virginia,,Liberty,W,robert-sands-1,1.0,0.0,0.0,1.0
Kawann Short,2009-09-05,1,Purdue,,Toledo,W,kawann-short-1,1.0,0.0,0.0,1.0
Terence Simien,2009-09-05,1,Louisville,,Indiana State,W,terence-simien-1,1.0,0.0,0.0,1.0
Otis Stamps,2009-09-05,1,Louisiana-Monroe,@,Texas,L,otis-stamps-1,1.0,8.0,0.0,1.0
Patrick Tafua,2009-09-05,1,Ohio,,Connecticut,L,patrick-tafua-1,1.0,36.0,0.0,2.0
Malo Taumua,2009-09-05,1,Nevada-Las Vegas,,Sacramento State,W,malo-taumua-1,1.0,0.0,0.0,
Phil Taylor,2009-09-05,1,Baylor,@,Wake Forest,W,phil-taylor-1,1.0,1.0,0.0,1.0
Mike Thomas,2009-09-05,1,Akron,@,Penn State,L,mike-thomas-2,1.0,0.0,0.0,2.0
Tramain Thomas,2009-09-05,1,Arkansas,,Missouri State,W,tramain-thomas-1,1.0,0.0,0.0,1.0
Donovan Travis,2009-09-05,1,Army,@,Eastern Michigan,W,donovan-travis-1,1.0,55.0,0.0,1.0
Nathan Triplett,2009-09-05,1,Minnesota,@,Syracuse,W,nathan-triplett-1,1.0,0.0,0.0,1.0
Vuna Tuihalamaka,2009-09-05,1,Arizona,,Central Michigan,W,vuna-tuihalamaka-1,1.0,0.0,0.0,1.0
Marcus Udell,2009-09-05,1,Middle Tennessee State,@,Clemson,L,marcus-udell-1,1.0,0.0,0.0,1.0
Justan Vaughn,2009-09-05,1,Northwestern,,Towson,W,justan-vaughn-1,1.0,0.0,0.0,2.0
Robert Vaughn,2009-09-05,1,Connecticut,@,Ohio,W,robert-vaughn-1,1.0,0.0,0.0,1.0
Brent Vinson,2009-09-05,1,Tennessee,,Western Kentucky,W,brent-vinson-1,1.0,7.0,0.0,1.0
Douglas Westbrook,2009-09-05,1,Toledo,@,Purdue,L,douglas-westbrook-1,2.0,0.0,0.0,
Deunta Williams,2009-09-05,1,North Carolina,,Citadel,W,deunta-williams-1,2.0,0.0,0.0,3.0
Quentin Williams,2009-09-05,1,Northwestern,,Towson,W,quentin-williams-1,1.0,0.0,0.0,1.0
Major Wright,2009-09-05,1,Florida,,Charleston Southern,W,major-wright-1,1.0,0.0,0.0,
Johnny Brown,2009-09-06,1,Mississippi,@,Memphis,W,johnny-brown-2,1.0,37.0,0.0,2.0
Benjamin Burney,2009-09-06,1,Colorado,,Colorado State,L,benjamin-burney-1,1.0,0.0,0.0,1.0
Darius Davis,2009-09-06,1,Memphis,,Mississippi,L,darius-davis-1,1.0,4.0,0.0,1.0
Fon Ingram,2009-09-06,1,Mississippi,@,Memphis,W,fon-ingram-1,1.0,38.0,1.0,1.0
Deante' Lamar,2009-09-06,1,Memphis,,Mississippi,L,deante-lamar-1,1.0,25.0,0.0,1.0
Jeff Smart,2009-09-06,1,Colorado,,Colorado State,L,jeff-smart-1,1.0,10.0,0.0,1.0
Elijah-Blu Smith,2009-09-06,1,Colorado State,@,Colorado,W,elijah-blu-smith-1,1.0,11.0,0.0,1.0
Demetrius Jones,2009-09-07,1,Cincinnati,@,Rutgers,W,demetrius-jones-1,1.0,-2.0,0.0,0.0
Randy Phillips,2009-09-07,1,Miami (FL),@,Florida State,W,randy-phillips-1,1.0,0.0,0.0,1.0
Greg Reid,2009-09-07,1,Florida State,,Miami (FL),L,greg-reid-1,1.0,0.0,0.0,2.0
J.K. Schaffer,2009-09-07,1,Cincinnati,@,Rutgers,W,jk-schaffer-1,1.0,0.0,0.0,0.0
Alex Silvestro,2009-09-07,1,Rutgers,,Cincinnati,L,alex-silvestro-1,1.0,0.0,0.0,1.0
Aaron Webster,2009-09-07,1,Cincinnati,@,Rutgers,W,aaron-webster-1,1.0,21.0,0.0,1.0
Markus White,2009-09-07,1,Florida State,,Miami (FL),L,markus-white-1,1.0,31.0,1.0,1.0
Chris Williams,2009-09-07,1,Cincinnati,@,Rutgers,W,chris-williams-1,1.0,-2.0,0.0,
Mario Butler,2009-09-10,2,Georgia Tech,,Clemson,W,mario-butler-1,1.0,2.0,0.0,1.0
Deandre McDaniel,2009-09-10,2,Clemson,@,Georgia Tech,L,deandre-mcdaniel-1,2.0,20.0,0.0,2.0
Cooper Taylor,2009-09-10,2,Georgia Tech,,Clemson,W,cooper-taylor-1,1.0,0.0,0.0,1.0
Barry Church,2009-09-11,2,Toledo,,Colorado,W,barry-church-1,1.0,4.0,0.0,2.0
Lester Richmond,2009-09-11,2,Toledo,,Colorado,W,lester-richmond-1,1.0,0.0,0.0,1.0
Douglas Westbrook,2009-09-11,2,Toledo,,Colorado,W,douglas-westbrook-1,1.0,0.0,0.0,1.0
Braxton Amy,2009-09-12,2,Texas-El Paso,,Kansas,L,braxton-amy-1,1.0,16.0,0.0,2.0
Terrance Anderson,2009-09-12,2,Oklahoma State,,Houston,L,terrance-anderson-1,1.0,0.0,0.0,1.0
Chris Banjo,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,chris-banjo-1,1.0,16.0,0.0,1.0
Mark Barron,2009-09-12,2,Alabama,,Florida International,W,mark-barron-1,1.0,17.0,0.0,1.0
Dominique Battle,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,dominique-battle-1,1.0,0.0,0.0,2.0
Derrius Bell,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,derrius-bell-1,1.0,6.0,0.0,1.0
T'Sharvan Bell,2009-09-12,2,Auburn,,Mississippi State,W,tsharvan-bell-1,1.0,0.0,0.0,1.0
Dequan Bembry,2009-09-12,2,Marshall,@,Virginia Tech,L,dequan-bembry-1,1.0,0.0,0.0,1.0
Craig Bills,2009-09-12,2,Brigham Young,@,Tulane,W,craig-bills-1,1.0,16.0,0.0,1.0
Brandon Boykin,2009-09-12,2,Georgia,,South Carolina,W,brandon-boykin-1,1.0,0.0,0.0,1.0
Niles Brinkley,2009-09-12,2,Wisconsin,,Fresno State,W,niles-brinkley-1,1.0,3.0,0.0,2.0
Charles Brown,2009-09-12,2,North Carolina,@,Connecticut,W,charles-brown-1,1.0,37.0,0.0,2.0
Kevin Brown,2009-09-12,2,Middle Tennessee State,,Memphis,W,kevin-brown-2,1.0,2.0,0.0,1.0
Brandon Carlisle,2009-09-12,2,Alabama-Birmingham,,Southern Methodist,L,brandon-carlisle-1,1.0,12.0,0.0,2.0
Nick Clancy,2009-09-12,2,Boston College,,Kent State,W,nick-clancy-1,1.0,0.0,0.0,1.0
Antonio Coleman,2009-09-12,2,Auburn,,Mississippi State,W,antonio-coleman-1,1.0,20.0,1.0,1.0
Chase Daniel,2009-09-12,2,Alabama-Birmingham,,Southern Methodist,L,chase-daniel-2,1.0,0.0,0.0,2.0
Rock Dennis,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,rock-dennis-1,1.0,25.0,0.0,2.0
John Destin,2009-09-12,2,Tulsa,@,New Mexico,W,john-destin-1,1.0,0.0,0.0,1.0
Ryan Downard,2009-09-12,2,Eastern Michigan,@,Northwestern,L,ryan-downard-1,1.0,15.0,0.0,1.0
Chinonso Echebelem,2009-09-12,2,Tulane,,Brigham Young,L,chinonso-echebelem-1,1.0,1.0,0.0,1.0
Russell Ellington,2009-09-12,2,Illinois,,Illinois State,W,russell-ellington-1,1.0,78.0,0.0,3.0
Van Eskridge,2009-09-12,2,East Carolina,@,West Virginia,L,van-eskridge-1,1.0,0.0,0.0,1.0
Antonio Fenelus,2009-09-12,2,Wisconsin,,Fresno State,W,antonio-fenelus-1,1.0,0.0,0.0,1.0
Elijah Fields,2009-09-12,2,Pittsburgh,@,Buffalo,W,elijah-fields-1,1.0,30.0,0.0,1.0
Mason Foster,2009-09-12,2,Washington,,Idaho,W,mason-foster-1,1.0,56.0,0.0,2.0
Chris Galippo,2009-09-12,2,Southern California,@,Ohio State,W,chris-galippo-1,1.0,51.0,0.0,1.0
Koyal George,2009-09-12,2,North Carolina State,,Murray State,W,koyal-george-1,1.0,6.0,0.0,3.0
Brett Greenwood,2009-09-12,2,Iowa,@,Iowa State,W,brett-greenwood-1,2.0,17.0,0.0,4.0
Royce Hill,2009-09-12,2,North Texas,,Ohio,L,royce-hill-1,1.0,1.0,0.0,1.0
Ross Homan,2009-09-12,2,Ohio State,,Southern California,L,ross-homan-1,1.0,3.0,0.0,1.0
John Houlik,2009-09-12,2,Kansas State,@,Louisiana,L,john-houlik-1,1.0,7.0,0.0,2.0
Josh Hull,2009-09-12,2,Penn State,,Syracuse,W,josh-hull-1,1.0,0.0,0.0,1.0
George Iloka,2009-09-12,2,Boise State,,Miami (OH),W,george-iloka-1,1.0,13.0,0.0,1.0
Kenny Jackson,2009-09-12,2,Ohio,@,North Texas,W,kenny-jackson-2,1.0,69.0,1.0,
Janoris Jenkins,2009-09-12,2,Florida,,Troy,W,janoris-jenkins-1,1.0,0.0,0.0,1.0
Ben Johnson,2009-09-12,2,Northwestern,,Eastern Michigan,W,ben-johnson-1,1.0,70.0,1.0,1.0
Jeron Johnson,2009-09-12,2,Boise State,,Miami (OH),W,jeron-johnson-1,1.0,0.0,0.0,2.0
Tejay Johnson,2009-09-12,1,Texas Christian,@,Virginia,W,tejay-johnson-1,1.0,19.0,0.0,2.0
Weston Johnson,2009-09-12,2,Wyoming,,Texas,L,weston-johnson-1,1.0,0.0,0.0,1.0
Brian Lainhart,2009-09-12,2,Kent State,@,Boston College,L,brian-lainhart-1,1.0,0.0,0.0,1.0
Luke Laolagi,2009-09-12,2,San Diego State,,Southern Utah,W,luke-laolagi-1,1.0,0.0,0.0,1.0
Dominick Legrande,2009-09-12,2,Boston College,,Kent State,W,dominick-legrande-1,1.0,0.0,0.0,1.0
Brian Logan,2009-09-12,2,Brigham Young,@,Tulane,W,brian-logan-1,1.0,21.0,0.0,1.0
Chris Maragos,2009-09-12,2,Wisconsin,,Fresno State,W,chris-maragos-1,1.0,0.0,0.0,1.0
Twyon Martin,2009-09-12,2,Connecticut,,North Carolina,L,twyon-martin-1,1.0,0.0,0.0,1.0
Casey Matthews,2009-09-12,2,Oregon,,Purdue,W,casey-matthews-1,1.0,10.0,0.0,1.0
Kyle McCarthy,2009-09-12,2,Notre Dame,@,Michigan,L,kyle-mccarthy-1,1.0,20.0,0.0,1.0
Robert McClain,2009-09-12,2,Connecticut,,North Carolina,L,robert-mcclain-1,1.0,4.0,0.0,
Lance Mitchell,2009-09-12,2,Oregon State,@,Nevada-Las Vegas,W,lance-mitchell-2,1.0,0.0,0.0,1.0
Aaron Moore,2009-09-12,2,San Diego State,,Southern Utah,W,aaron-moore-1,1.0,0.0,0.0,3.0
Rahim Moore,2009-09-12,2,UCLA,@,Tennessee,W,rahim-moore-1,2.0,4.0,0.0,2.0
Eric Norwood,2009-09-12,2,South Carolina,@,Georgia,L,eric-norwood-1,1.0,35.0,1.0,1.0
Kenny Okoro,2009-09-12,2,Wake Forest,,Stanford,W,kenny-okoro-1,1.0,2.0,0.0,1.0
Brian Peters,2009-09-12,2,Northwestern,,Eastern Michigan,W,brian-peters-1,1.0,0.0,0.0,1.0
Doug Pilcher,2009-09-12,2,Illinois,,Illinois State,W,doug-pilcher-1,1.0,41.0,0.0,1.0
Alphonso Powell,2009-09-12,2,New Mexico State,,Prairie View A&M,W,alphonso-powell-1,1.0,0.0,0.0,1.0
Mistral Raymond,2009-09-12,2,South Florida,@,Western Kentucky,W,mistral-raymond-1,1.0,0.0,0.0,1.0
Taylor Reed,2009-09-12,2,Southern Methodist,@,Alabama-Birmingham,W,taylor-reed-1,1.0,0.0,0.0,1.0
Andre Revels,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,andre-revels-1,1.0,0.0,0.0,1.0
Jamal Robinson,2009-09-12,2,Houston,@,Oklahoma State,W,jamal-robinson-1,1.0,26.0,1.0,2.0
Maurice Rolle,2009-09-12,2,Louisiana,,Kansas State,W,maurice-rolle-1,1.0,1.0,0.0,1.0
Nick Sandford,2009-09-12,2,San Diego State,,Southern Utah,W,nick-sandford-1,1.0,4.0,0.0,
Tyler Sash,2009-09-12,2,Iowa,@,Iowa State,W,tyler-sash-1,3.0,63.0,0.0,3.0
Kevyn Scott,2009-09-12,2,Syracuse,@,Penn State,L,kevyn-scott-1,1.0,0.0,0.0,1.0
Mana Silva,2009-09-12,2,Hawaii,@,Washington State,W,mana-silva-1,2.0,2.0,0.0,2.0
David Sims,2009-09-12,2,Iowa State,,Iowa,L,david-sims-1,2.0,41.0,0.0,2.0
James Skelton,2009-09-12,2,Colorado State,,Weber State,W,james-skelton-1,1.0,18.0,0.0,1.0
Elijah-Blu Smith,2009-09-12,2,Colorado State,,Weber State,W,elijah-blu-smith-1,1.0,22.0,0.0,1.0
Spencer Smith,2009-09-12,2,Hawaii,@,Washington State,W,spencer-smith-1,1.0,3.0,0.0,4.0
Taurean Smith,2009-09-12,2,Western Kentucky,,South Florida,L,taurean-smith-1,1.0,16.0,0.0,1.0
Tommy Smith,2009-09-12,2,Boise State,,Miami (OH),W,tommy-smith-1,1.0,9.0,0.0,1.0
Brandon Stephens,2009-09-12,2,Miami (OH),@,Boise State,L,brandon-stephens-1,1.0,12.0,0.0,2.0
Nathan Stupar,2009-09-12,2,Penn State,,Syracuse,W,nathan-stupar-1,1.0,17.0,0.0,1.0
Keith Tandy,2009-09-12,2,West Virginia,,East Carolina,W,keith-tandy-1,1.0,1.0,0.0,1.0
Brandon Taylor,2009-09-12,2,Louisiana State,,Vanderbilt,W,brandon-taylor-1,1.0,0.0,0.0,1.0
Aaron Tevis,2009-09-12,2,Boise State,,Miami (OH),W,aaron-tevis-1,1.0,1.0,0.0,1.0
Justin Thornton,2009-09-12,2,Kansas,@,Texas-El Paso,W,justin-thornton-1,1.0,4.0,0.0,1.0
Walter Thurmond III,2009-09-12,2,Oregon,,Purdue,W,walter-thurmond-iii-1,1.0,18.0,1.0,0.0
Jabaree Tuani,2009-09-12,2,Navy,,Louisiana Tech,W,jabaree-tuani-1,1.0,0.0,0.0,2.0
Alterraun Verner,2009-09-12,2,UCLA,@,Tennessee,W,alterraun-verner-1,1.0,26.0,0.0,1.0
Trevin Wade,2009-09-12,2,Arizona,,Northern Arizona,W,trevin-wade-1,2.0,2.0,0.0,2.0
Brian Wagner,2009-09-12,2,Akron,,South Dakota,W,brian-wagner-1,1.0,32.0,1.0,1.0
Manley Waller,2009-09-12,2,Akron,,South Dakota,W,manley-waller-1,1.0,37.0,0.0,3.0
Jeremy Ware,2009-09-12,2,Michigan State,,Central Michigan,L,jeremy-ware-1,1.0,0.0,0.0,2.0
Aaron Webster,2009-09-12,2,Cincinnati,,Southeast Missouri State,W,aaron-webster-1,1.0,0.0,0.0,1.0
Marlon Williams,2009-09-12,2,Texas Tech,,Rice,W,marlon-williams-1,1.0,0.0,0.0,1.0
Leon Wright,2009-09-12,2,Duke,@,Army,W,leon-wright-1,2.0,84.0,2.0,3.0
Mike Wright,2009-09-12,2,Utah,@,San Jose State,W,mike-wright-2,1.0,2.0,0.0,1.0
Derrell Acrey,2009-09-18,3,Boise State,@,Fresno State,W,derrell-acrey-1,1.0,5.0,0.0,1.0
Winston Venable,2009-09-18,3,Boise State,@,Fresno State,W,winston-venable-1,1.0,30.0,1.0,2.0
A.J. Alexander,2009-09-19,3,Florida State,@,Brigham Young,W,aj-alexander-1,1.0,21.0,0.0,
Braxton Amy,2009-09-19,3,Texas-El Paso,@,New Mexico State,W,braxton-amy-1,1.0,31.0,0.0,1.0
Damein Anderson,2009-09-19,3,Mississippi State,@,Vanderbilt,W,damein-anderson-1,1.0,4.0,0.0,1.0
Andreas Ashwood,2009-09-19,3,Toledo,N,Ohio State,L,andreas-ashwood-1,1.0,7.0,0.0,1.0
Antonio Baker,2009-09-19,3,Louisiana Tech,,Nicholls State,W,antonio-baker-1,1.0,0.0,0.0,1.0
Myron Beck,2009-09-19,3,Washington State,,Southern Methodist,W,myron-beck-1,1.0,67.0,1.0,1.0
Eric Berry,2009-09-19,3,Tennessee,@,Florida,L,eric-berry-1,1.0,0.0,0.0,1.0
Jamail Berry,2009-09-19,3,Western Michigan,,Miami (OH),W,jamail-berry-1,1.0,12.0,0.0,1.0
Ahmad Black,2009-09-19,3,Florida,,Tennessee,W,ahmad-black-1,1.0,0.0,0.0,1.0
Gerren Blount,2009-09-19,3,Louisiana,@,Louisiana State,L,gerren-blount-1,1.0,24.0,0.0,1.0
Omar Bolden,2009-09-19,2,Arizona State,,Louisiana-Monroe,W,omar-bolden-1,1.0,0.0,0.0,1.0
John Boyett,2009-09-19,3,Oregon,,Utah,W,john-boyett-1,1.0,24.0,0.0,1.0
Nigel Bradham,2009-09-19,3,Florida State,@,Brigham Young,W,nigel-bradham-1,1.0,13.0,0.0,1.0
Deaundre Brown,2009-09-19,3,Tulsa,@,Oklahoma,L,deaundre-brown-1,1.0,10.0,0.0,1.0
Donald Butler,2009-09-19,3,Washington,,Southern California,W,donald-butler-1,1.0,5.0,0.0,2.0
Josh Bynes,2009-09-19,3,Auburn,,West Virginia,W,josh-bynes-1,1.0,5.0,0.0,2.0
Rashad Carmichael,2009-09-19,3,Virginia Tech,,Nebraska,W,rashad-carmichael-1,1.0,6.0,0.0,1.0
Quinton Carter,2009-09-19,3,Oklahoma,,Tulsa,W,quinton-carter-1,1.0,15.0,0.0,2.0
Kam Chancellor,2009-09-19,3,Virginia Tech,,Nebraska,W,kam-chancellor-1,1.0,-3.0,0.0,1.0
Cameron Chism,2009-09-19,3,Maryland,,Middle Tennessee State,L,cameron-chism-1,2.0,17.0,0.0,2.0
Wayne Cobham,2009-09-19,3,Akron,,Indiana,L,wayne-cobham-1,1.0,0.0,0.0,1.0
