Player,Date,G,School,Loc,Opponent,WL,unique_id,Int Ret,Int Ret Yds,Int TD,Pass Broken Up
Jalen Thompson,2018-09-01,1,South Alabama,,Louisiana Tech,L,jalen-thompson-1,1.0,0.0,0.0,0.0
Brandon Watson,2018-09-01,1,Michigan,@,Notre Dame,L,brandon-watson-1,1.0,19.0,0.0,0.0
Tre Watson,2018-09-01,1,Maryland,N,Texas,W,tre-watson-3,1.0,0.0,0.0,0.0
James Wiggins,2018-09-01,1,Cincinnati,@,UCLA,W,james-wiggins-1,1.0,0.0,0.0,0.0
Shawn Wilson,2018-09-01,1,Oregon State,@,Ohio State,L,shawn-wilson-1,1.0,33.0,0.0,0.0
Jay Woods,2018-09-01,1,South Alabama,,Louisiana Tech,L,jay-woods-3,1.0,1.0,0.0,1.0
John Battle,2018-09-02,1,Louisiana State,N,Miami (FL),W,john-battle-1,1.0,29.0,0.0,0.0
Jacob Phillips,2018-09-02,1,Louisiana State,N,Miami (FL),W,jacob-phillips-1,1.0,45.0,1.0,0.0
Caleb Farley,2018-09-03,1,Virginia Tech,@,Florida State,W,caleb-farley-1,2.0,0.0,0.0,0.0
Vinny Mihota,2018-09-03,1,Virginia Tech,@,Florida State,W,vinny-mihota-1,1.0,0.0,0.0,0.0
Shaine Hailey,2018-09-07,2,Southern Methodist,,Texas Christian,L,shaine-hailey-1,1.0,8.0,0.0,0.0
Malik Antoine,2018-09-08,2,Stanford,,Southern California,W,malik-antoine-1,2.0,36.0,0.0,1.0
Deandre Baker,2018-09-08,2,Georgia,@,South Carolina,W,deandre-baker-1,1.0,55.0,0.0,2.0
Bull Barge,2018-09-08,2,South Alabama,@,Oklahoma State,L,bull-barge-1,1.0,0.0,0.0,0.0
Essang Bassey,2018-09-08,2,Wake Forest,,Towson,W,essang-bassey-1,1.0,0.0,0.0,1.0
Traveon Beck,2018-09-08,2,California,@,Brigham Young,W,traveon-beck-1,1.0,20.0,0.0,0.0
Nolan Bernat,2018-09-08,2,Illinois,,Western Illinois,W,nolan-bernat-1,1.0,0.0,0.0,0.0
Nate Brooks,2018-09-08,2,North Texas,,Incarnate Word,W,nate-brooks-3,1.0,4.0,0.0,0.0
Tariq Carpenter,2018-09-08,2,Georgia Tech,@,South Florida,L,tariq-carpenter-1,1.0,0.0,0.0,0.0
Michael Carter II,2018-09-08,2,Duke,@,Northwestern,W,michael-carter-ii-1,1.0,5.0,0.0,3.0
Hamp Cheevers,2018-09-08,2,Boston College,,Holy Cross,W,hamp-cheevers-1,1.0,81.0,1.0,0.0
Andre Cisco,2018-09-08,2,Syracuse,,Wagner,W,andre-cisco-1,2.0,5.0,0.0,1.0
Antwan Collier,2018-09-08,2,Central Florida,,South Carolina State,W,antwan-collier-1,1.0,27.0,0.0,0.0
Madison Cone,2018-09-08,2,Wisconsin,,New Mexico,W,madison-cone-1,1.0,2.0,0.0,1.0
Vernon Dasher,2018-09-08,2,Mississippi,,Southern Illinois,W,vernon-dasher-1,1.0,88.0,1.0,2.0
Jamal Davis II,2018-09-08,1,Akron,,Morgan State,W,jamal-davis-ii-1,1.0,3.0,0.0,0.0
Alvin Davis,2018-09-08,1,Akron,,Morgan State,W,alvin-davis-4,1.0,2.0,0.0,1.0
Garrett Davis,2018-09-08,2,Houston,,Arizona,W,garrett-davis-1,2.0,44.0,0.0,1.0
Jhavonte Dean,2018-09-08,2,Miami (FL),,Savannah State,W,jhavonte-dean-1,1.0,11.0,0.0,0.0
Joe Dineen,2018-09-08,2,Kansas,@,Central Michigan,W,joe-dineen-1,1.0,1.0,0.0,0.0
Vaughnte Dorsey,2018-09-08,2,Texas Tech,,Lamar,W,vaughnte-dorsey-1,1.0,0.0,0.0,0.0
Brandon Drayton,2018-09-08,2,Marshall,,Eastern Kentucky,W,brandon-drayton-1,1.0,0.0,0.0,0.0
Mehdi El Attrach,2018-09-08,2,Boston College,,Holy Cross,W,mehdi-el-attrach-1,1.0,21.0,0.0,0.0
Ayinde Eley,2018-09-08,2,Maryland,@,Bowling Green State,W,ayinde-eley-1,1.0,-4.0,0.0,0.0
Jalen Elliott,2018-09-08,2,Notre Dame,,Ball State,W,jalen-elliott-1,2.0,21.0,0.0,0.0
Victor Evans,2018-09-08,2,Mississippi,,Southern Illinois,W,victor-evans-1,1.0,0.0,0.0,0.0
Rashad Fenton,2018-09-08,2,South Carolina,,Georgia,L,rashad-fenton-1,1.0,16.0,0.0,0.0
Jordan Fogal,2018-09-08,3,Colorado State,,Arkansas,W,jordan-fogal-1,1.0,0.0,0.0,1.0
Tron Folsom,2018-09-08,2,Troy,,Florida A&M,W,tron-folsom-1,2.0,53.0,1.0,0.0
Darrick Forrest,2018-09-08,2,Cincinnati,@,Miami (OH),W,darrick-forrest-1,1.0,0.0,0.0,0.0
Deante Fortenberry,2018-09-08,2,Utah State,,New Mexico State,W,deante-fortenberry-1,1.0,75.0,1.0,0.0
B.J. Foster,2018-09-08,2,Texas,,Tulsa,W,bj-foster-1,1.0,0.0,0.0,0.0
Desmond Franklin,2018-09-08,2,Appalachian State,@,UNC Charlotte,W,desmond-franklin-1,1.0,47.0,0.0,0.0
Adrian Frye,2018-09-08,2,Texas Tech,,Lamar,W,adrian-frye-1,2.0,53.0,1.0,1.0
Noah Furbush,2018-09-08,2,Michigan,,Western Michigan,W,noah-furbush-1,1.0,7.0,0.0,0.0
Allen George,2018-09-08,2,Vanderbilt,,Nevada,W,allen-george-1,1.0,19.0,0.0,0.0
Kyle Gibson,2018-09-08,2,Central Florida,,South Carolina State,W,kyle-gibson-1,1.0,0.0,0.0,0.0
Richie Grant,2018-09-08,2,Central Florida,,South Carolina State,W,richie-grant-1,1.0,2.0,0.0,1.0
Gregory Grate Jr,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,gregory-grate-jr-1,1.0,97.0,1.0,0.0
Kemon Hall,2018-09-08,2,North Texas,,Incarnate Word,W,kemon-hall-1,1.0,0.0,0.0,2.0
Chase Hansen,2018-09-08,2,Utah,@,Northern Illinois,W,chase-hansen-1,1.0,40.0,1.0,0.0
Kyle Harmon,2018-09-08,2,San Jose State,@,Washington State,L,kyle-harmon-2,1.0,6.0,0.0,0.0
Devin Harper,2018-09-08,2,Oklahoma State,,South Alabama,W,devin-harper-1,1.0,24.0,1.0,0.0
Jaylinn Hawkins,2018-09-08,2,California,@,Brigham Young,W,jaylinn-hawkins-1,1.0,0.0,0.0,0.0
Ky'El Hemby,2018-09-08,2,Southern Mississippi,,Louisiana-Monroe,L,kyel-hemby-1,1.0,0.0,0.0,0.0
C.J. Henderson,2018-09-08,2,Florida,,Kentucky,L,cj-henderson-1,1.0,0.0,0.0,1.0
Dravon Henry,2018-09-08,2,West Virginia,,Youngstown State,W,dravon-henry-1,1.0,0.0,0.0,1.0
Frankie Hernandez,2018-09-08,2,Marshall,,Eastern Kentucky,W,frankie-hernandez-1,1.0,29.0,0.0,0.0
Kai Higgins,2018-09-08,2,Purdue,,Eastern Michigan,L,kai-higgins-1,1.0,0.0,0.0,1.0
Ronnie Hoggins,2018-09-08,2,South Florida,,Georgia Tech,W,ronnie-hoggins-1,1.0,2.0,0.0,0.0
Darnay Holmes,2018-09-08,2,UCLA,@,Oklahoma,L,darnay-holmes-1,1.0,0.0,0.0,1.0
Wyatt Hubert,2018-09-08,2,Kansas State,,Mississippi State,L,wyatt-hubert-1,1.0,11.0,0.0,0.0
Emmanuel Jones,2018-09-08,3,Colorado State,,Arkansas,W,emmanuel-jones-2,1.0,4.0,0.0,0.0
Benz Josue,2018-09-08,2,Georgia Southern,,Massachusetts,W,benz-josue-1,1.0,0.0,0.0,0.0
Isaiah Kaufusi,2018-09-08,2,Brigham Young,,California,L,isaiah-kaufusi-1,1.0,15.0,0.0,0.0
Devon Key,2018-09-08,2,Western Kentucky,,Maine,L,devon-key-1,1.0,45.0,1.0,0.0
Darrin Kirkland Jr.,2018-09-08,2,Tennessee,,East Tennessee State,W,darrin-kirkland-jr-1,1.0,33.0,1.0,0.0
Chandler Kryst,2018-09-08,2,Coastal Carolina,,Alabama-Birmingham,W,chandler-kryst-1,1.0,-1.0,0.0,0.0
Chase Kuerschen,2018-09-08,2,Tulane,,Nicholls State,W,chase-kuerschen-1,1.0,0.0,0.0,0.0
Nate Landman,2018-09-08,2,Colorado,@,Nebraska,W,nate-landman-1,1.0,22.0,0.0,0.0
Cameron Lewis,2018-09-08,2,Buffalo,@,Temple,W,cameron-lewis-1,2.0,37.0,0.0,0.0
Shamad Lomax,2018-09-08,3,New Mexico State,@,Utah State,L,shamad-lomax-1,1.0,6.0,0.0,0.0
Michael Marchese,2018-09-08,2,Illinois,,Western Illinois,W,michael-marchese-1,1.0,42.0,0.0,1.0
Jaylon McClain-Sapp,2018-09-08,2,Marshall,,Eastern Kentucky,W,jaylon-mcclain-sapp-1,1.0,0.0,0.0,0.0
Jaylon McClinton,2018-09-08,2,Army,,Liberty,W,jaylon-mcclinton-1,1.0,0.0,0.0,0.0
Jeremiah Mccullough,2018-09-08,2,Kansas,@,Central Michigan,W,jeremiah-mccullough-1,1.0,1.0,0.0,0.0
Juantez McRae,2018-09-08,2,Kent State,,Howard,W,juantez-mcrae-1,1.0,15.0,0.0,0.0
Kyle Meyers,2018-09-08,2,Florida State,,Samford,W,kyle-meyers-1,2.0,0.0,0.0,0.0
Josh Miller,2018-09-08,2,Ball State,@,Notre Dame,L,josh-miller-4,1.0,18.0,0.0,0.0
Matt Morrissey,2018-09-08,2,Michigan State,@,Arizona State,L,matt-morrissey-1,1.0,0.0,0.0,0.0
Tobias Moss,2018-09-08,2,South Alabama,@,Oklahoma State,L,tobias-moss-1,1.0,-1.0,0.0,0.0
Scott Nelson,2018-09-08,2,Wisconsin,,New Mexico,W,scott-nelson-4,1.0,22.0,0.0,0.0
Justin Noye,2018-09-08,2,Old Dominion,,Florida International,L,justin-noye-1,1.0,0.0,0.0,0.0
Amani Oruwariye,2018-09-08,2,Penn State,@,Pittsburgh,W,amani-oruwariye-1,1.0,0.0,0.0,2.0
Jesse Osuna,2018-09-08,2,San Jose State,@,Washington State,L,jesse-osuna-1,1.0,13.0,0.0,0.0
Jamal Parker,2018-09-08,2,Kent State,,Howard,W,jamal-parker-1,1.0,0.0,0.0,1.0
Antonio Phillips,2018-09-08,2,Ball State,@,Notre Dame,L,antonio-phillips-1,1.0,-2.0,0.0,1.0
Ryan Pulley,2018-09-08,2,Arkansas,@,Colorado State,L,ryan-pulley-1,1.0,0.0,0.0,2.0
Darryl Randolph,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,darryl-randolph-1,1.0,0.0,0.0,1.0
Sheldrick Redwine,2018-09-08,2,Miami (FL),,Savannah State,W,sheldrick-redwine-1,1.0,0.0,0.0,0.0
J.R. Reed,2018-09-08,2,Georgia,@,South Carolina,W,jr-reed-3,1.0,0.0,0.0,0.0
Tyrell Richards,2018-09-08,2,Syracuse,,Wagner,W,tyrell-richards-1,1.0,0.0,0.0,0.0
Jarid Ryan,2018-09-08,2,Navy,,Memphis,W,jarid-ryan-1,1.0,0.0,0.0,1.0
Nico Sawtelle,2018-09-08,2,South Florida,,Georgia Tech,W,nico-sawtelle-1,1.0,22.0,0.0,0.0
Kendall Sheffield,2018-09-08,2,Ohio State,,Rutgers,W,kendall-sheffield-1,1.0,0.0,0.0,1.0
Nehemiah Shelton,2018-09-08,2,San Jose State,@,Washington State,L,nehemiah-shelton-1,1.0,0.0,0.0,0.0
Jamien Sherwood,2018-09-08,2,Auburn,,Alabama State,W,jamien-sherwood-1,1.0,0.0,0.0,1.0
Deion Singleton,2018-09-08,2,Washington State,,San Jose State,W,deion-singleton-1,1.0,0.0,0.0,0.0
Keidron Smith,2018-09-08,2,Mississippi,,Southern Illinois,W,keidron-smith-1,1.0,0.0,0.0,0.0
Rashad Smith,2018-09-08,2,Florida Atlantic,,Air Force,W,rashad-smith-3,1.0,0.0,0.0,0.0
Saivion Smith,2018-09-08,2,Alabama,,Arkansas State,W,saivion-smith-2,1.0,38.0,1.0,0.0
Terell Smith,2018-09-08,2,Minnesota,,Fresno State,W,terell-smith-1,1.0,0.0,0.0,1.0
Cade Sterns,2018-09-08,2,Texas,,Tulsa,W,cade-sterns-1,1.0,0.0,0.0,0.0
Desmond Tautalatasi,2018-09-08,2,Arizona State,,Michigan State,W,desmond-tautalatasi-1,1.0,16.0,0.0,0.0
Levonta Taylor,2018-09-08,2,Florida State,,Samford,W,levonta-taylor-1,1.0,63.0,1.0,0.0
Shakial Taylor,2018-09-08,2,Kansas,@,Central Michigan,W,shakial-taylor-1,1.0,55.0,1.0,0.0
Roderic Teamer,2018-09-08,2,Tulane,,Nicholls State,W,roderic-teamer-1,1.0,0.0,0.0,1.0
Daniel Thomas,2018-09-08,2,Auburn,,Alabama State,W,daniel-thomas-3,2.0,29.0,1.0,0.0
Derrek Thomas,2018-09-08,2,Baylor,@,Texas-San Antonio,W,derrek-thomas-1,1.0,-7.0,0.0,1.0
Ricky Thomas,2018-09-08,2,Kansas,@,Central Michigan,W,ricky-thomas-4,1.0,0.0,0.0,0.0
Bryce Thompson,2018-09-08,2,Tennessee,,East Tennessee State,W,bryce-thompson-1,1.0,21.0,0.0,1.0
Eroll Thompson,2018-09-08,2,Mississippi State,@,Kansas State,W,eroll-thompson-1,1.0,0.0,0.0,0.0
Juan Thornhill,2018-09-08,2,Virginia,@,Indiana,L,juan-thornhill-1,1.0,1.0,0.0,0.0
Evahelotu Tohi,2018-09-08,2,New Mexico,@,Wisconsin,L,evahelotu-tohi-1,1.0,29.0,0.0,0.0
Aaron Wade,2018-09-08,2,Utah State,,New Mexico State,W,aaron-wade-1,2.0,0.0,0.0,1.0
Shaun Wade,2018-09-08,2,Ohio State,,Rutgers,W,shaun-wade-1,1.0,0.0,0.0,1.0
Marquis Waters,2018-09-08,2,Duke,@,Northwestern,W,marquis-waters-1,1.0,10.0,0.0,1.0
Darius West,2018-09-08,2,Kentucky,@,Florida,W,darius-west-1,1.0,15.0,0.0,0.0
A.J. Westbrook,2018-09-08,2,Florida State,,Samford,W,aj-westbrook-1,1.0,33.0,0.0,1.0
Javin White,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,javin-white-1,1.0,0.0,0.0,1.0
Quavian White,2018-09-08,2,Georgia State,@,North Carolina State,L,quavian-white-1,1.0,23.0,0.0,0.0
Ray Wilborn,2018-09-08,2,Ball State,@,Notre Dame,L,ray-wilborn-1,1.0,5.0,0.0,1.0
Avery Williams,2018-09-08,2,Boise State,,Connecticut,W,avery-williams-6,1.0,7.0,0.0,0.0
Greedy Williams,2018-09-08,2,Louisiana State,,Southeastern Louisiana,W,greedy-williams-1,1.0,0.0,0.0,0.0
Joejuan Williams,2018-09-08,2,Vanderbilt,,Nevada,W,joejuan-williams-1,1.0,0.0,0.0,0.0
Antoine Winfield Jr.,2018-09-08,2,Minnesota,,Fresno State,W,antoine-winfield-jr-1,1.0,0.0,0.0,0.0
Rock Ya-Sin,2018-09-08,2,Temple,,Buffalo,L,rock-ya-sin-1,1.0,0.0,0.0,3.0
Hamp Cheevers,2018-09-13,3,Boston College,@,Wake Forest,W,hamp-cheevers-1,1.0,4.0,0.0,2.0
Gaje Ferguson,2018-09-13,3,Utah State,,Tennessee Tech,W,gaje-ferguson-1,1.0,0.0,0.0,0.0
Juwan Foggie,2018-09-13,3,UNC Charlotte,,Old Dominion,W,juwan-foggie-1,1.0,47.0,0.0,0.0
Marquavis Gibbs,2018-09-13,3,UNC Charlotte,,Old Dominion,W,marquavis-gibbs-1,1.0,0.0,0.0,0.0
William Harris,2018-09-13,3,Boston College,@,Wake Forest,W,william-harris-4,1.0,0.0,0.0,0.0
Jaylon Jones,2018-09-14,3,Georgia State,@,Memphis,L,jaylon-jones-2,1.0,1.0,1.0,0.0
Tito Windham,2018-09-14,3,Memphis,,Georgia State,W,tito-windham-1,1.0,1.0,0.0,0.0
Johnathan Abram,2018-09-15,3,Mississippi State,,Louisiana,W,johnathan-abram-1,1.0,0.0,0.0,0.0
Jeffrey Allison,2018-09-15,3,Fresno State,@,UCLA,W,jeffrey-allison-1,2.0,27.0,0.0,0.0
Zayne Anderson,2018-09-15,3,Brigham Young,@,Wisconsin,W,zayne-anderson-1,1.0,12.0,0.0,1.0
C.J. Avery,2018-09-15,3,Louisville,,Western Kentucky,W,cj-avery-1,1.0,25.0,0.0,0.0
Deandre Baker,2018-09-15,3,Georgia,,Middle Tennessee State,W,deandre-baker-1,1.0,26.0,0.0,0.0
Trajan Bandy,2018-09-15,3,Miami (FL),@,Toledo,W,trajan-bandy-1,1.0,0.0,0.0,1.0
V.J. Banks,2018-09-15,4,Colorado State,@,Florida,L,vj-banks-1,1.0,0.0,0.0,1.0
Thomas Booker,2018-09-15,3,Stanford,,California-Davis,W,thomas-booker-1,1.0,0.0,0.0,0.0
