Player,Date,G,School,Loc,Opponent,WL,FR,FR Yds,FR TD,Fumble Forced,unique_id
Rontavious Atkins,2013-08-30,1,Western Michigan,@,Michigan State,L,0,,,1,rontavious-atkins-1
Beau Barnes,2013-08-30,1,Southern Methodist,,Texas Tech,L,0,,,1,beau-barnes-1
Thomas Bates,2013-08-30,1,Houston,N,Southern,W,0,,,1,thomas-bates-1
Trevor Harris,2013-08-30,1,Houston,N,Southern,W,0,,,1,trevor-harris-1
Kerry Hyder,2013-08-30,1,Texas Tech,@,Southern Methodist,W,0,,,1,kerry-hyder-1
Demarius Matthews,2013-08-30,1,Georgia State,,Samford,L,0,,,1,demarius-matthews-1
Kevin Pope,2013-08-30,1,Southern Methodist,,Texas Tech,L,0,,,1,kevin-pope-1
Tre' Porter,2013-08-30,1,Texas Tech,@,Southern Methodist,W,0,,,1,tre-porter-1
Kacy Rodgers,2013-08-30,1,Miami (FL),,Florida Atlantic,W,0,,,1,kacy-rodgers-1
Marcus Rush,2013-08-30,1,Michigan State,,Western Michigan,W,0,,,1,marcus-rush-1
Jay Scott,2013-08-30,1,Southern Methodist,,Texas Tech,L,0,,,1,jay-scott-1
Stephone Anthony,2013-08-31,1,Clemson,,Georgia,W,0,,,1,stephone-anthony-1
Denico Autry,2013-08-31,1,Mississippi State,N,Oklahoma State,L,0,,,1,denico-autry-1
Jamaal Bass,2013-08-31,1,Northern Illinois,@,Iowa,W,0,,,1,jamaal-bass-1
Blake Bean,2013-08-31,1,Buffalo,@,Ohio State,L,0,,,1,blake-bean-1
Brennen Beyer,2013-08-31,1,Michigan,,Central Michigan,W,0,,,1,brennen-beyer-1
Travis Blanks,2013-08-31,1,Clemson,,Georgia,W,0,,,1,travis-blanks-1
Bar'Ee Boyd,2013-08-31,1,Western Kentucky,N,Kentucky,W,0,,,1,baree-boyd-1
Deon Broomfield,2013-08-31,1,Iowa State,,Northern Iowa,L,2,,,2,deon-broomfield-1
Kyler Brown,2013-08-31,1,Duke,,North Carolina Central,W,0,,,1,kyler-brown-1
Deone Bucannon,2013-08-31,1,Washington State,@,Auburn,L,1,,,1,deone-bucannon-1
Deylan Buntyn,2013-08-31,1,North Carolina State,,Louisiana Tech,W,0,,,1,deylan-buntyn-1
Jarvis Byrd,2013-08-31,1,North Carolina State,,Louisiana Tech,W,0,,,1,jarvis-byrd-1
Robert Caldwell,2013-08-31,1,North Carolina State,,Louisiana Tech,W,0,,,1,robert-caldwell-1
Nate Clarke,2013-08-31,1,Maryland,,Florida International,W,0,,,1,nate-clarke-1
Tevin Crews,2013-08-31,1,Alabama-Birmingham,@,Troy,L,0,,,1,tevin-crews-1
Jordan Dobrich,2013-08-31,1,Nevada,@,UCLA,L,0,,,1,jordan-dobrich-1
Jonathan Dowling,2013-08-31,1,Western Kentucky,N,Kentucky,W,1,,,1,jonathan-dowling-1
Kasim Edebali,2013-08-31,1,Boston College,,Villanova,W,1,,,1,kasim-edebali-1
Zach Edwards,2013-08-31,1,Cincinnati,,Purdue,W,0,,,1,zach-edwards-1
Jayrone Elliott,2013-08-31,1,Toledo,@,Florida,L,0,,,1,jayrone-elliott-1
Trey Flowers,2013-08-31,1,Arkansas,,Louisiana,W,0,,,1,trey-flowers-1
Alex Francis,2013-08-31,1,Rice,@,Texas A&M,L,0,,,1,alex-francis-1
Jake Ganus,2013-08-31,1,Alabama-Birmingham,@,Troy,L,0,,,1,jake-ganus-1
Nick Gilbo,2013-08-31,1,Buffalo,@,Ohio State,L,0,,,1,nick-gilbo-1
Jamal Golden,2013-08-31,1,Georgia Tech,,Elon,W,0,,,1,jamal-golden-1
Siaosi Hala'Api'Api,2013-08-31,1,Wyoming,@,Nebraska,L,0,,,1,siaosi-halaapiapi-1
Justin Halley,2013-08-31,1,Florida International,@,Maryland,L,0,,,1,justin-halley-1
Eli Harold,2013-08-31,1,Virginia,,Brigham Young,W,0,,,1,eli-harold-1
Normondo Harris,2013-08-31,1,Purdue,@,Cincinnati,L,0,,,1,normondo-harris-1
Taylor Hart,2013-08-31,1,Oregon,,Nicholls State,W,0,,,1,taylor-hart-1
Khalid Henderson,2013-08-31,1,Kentucky,N,Western Kentucky,L,0,,,1,khalid-henderson-1
Gregory Hickman,2013-08-31,1,Florida International,@,Maryland,L,0,,,1,gregory-hickman-1
Marqueston Huff,2013-08-31,1,Wyoming,@,Nebraska,L,1,,,1,marqueston-huff-1
Danielle Hunter,2013-08-31,1,Louisiana State,N,Texas Christian,W,0,,,1,danielle-hunter-1
Darien Johnson,2013-08-31,1,New Mexico State,@,Texas,L,0,,,1,darien-johnson-2
Javarie Johnson,2013-08-31,1,New Mexico,,Texas-San Antonio,L,0,,,1,javarie-johnson-1
Austin Jorgensen,2013-08-31,1,Brigham Young,@,Virginia,L,0,,,1,
Bronson Kaufusi,2013-08-31,1,Brigham Young,@,Virginia,L,0,,,1,bronson-kaufusi-1
Damontae Kazee,2013-08-31,1,San Diego State,,Eastern Illinois,L,0,,,1,damontae-kazee-1
Brendan Kelly,2013-08-31,1,Wisconsin,,Massachusetts,W,0,,,1,brendan-kelly-2
Prince Kent,2013-08-31,1,Baylor,,Wofford,W,0,,,1,prince-kent-1
Josh Keyes,2013-08-31,1,Boston College,,Villanova,W,0,,,1,josh-keyes-1
Christian Kirksey,2013-08-31,1,Iowa,,Northern Illinois,L,1,,,1,christian-kirksey-1
Tim Kynard,2013-08-31,1,Illinois,,Southern Illinois,W,0,,,1,tim-kynard-1
Lairamie Lee,2013-08-31,1,North Texas,,Idaho,W,2,,,1,lairamie-lee-1
Qushaun Lee,2013-08-31,1,Arkansas State,,Arkansas-Pine Bluff,W,0,,,1,qushaun-lee-1
Rob'Donovan Lewis,2013-08-31,1,Louisiana-Monroe,@,Oklahoma,L,0,,,1,robdonovan-lewis-1
Terris Lewis,2013-08-31,1,Troy,,Alabama-Birmingham,W,0,,,1,terris-lewis-1
Dean Lowry,2013-08-31,1,Northwestern,@,California,W,0,,,1,dean-lowry-1
Craig Mager,2013-08-31,1,Texas State,@,Southern Mississippi,W,1,,,1,craig-mager-1
Blake McClain,2013-08-31,1,Kentucky,N,Western Kentucky,L,0,,,1,blake-mcclain-1
Blake McColloch,2013-08-31,1,Texas State,@,Southern Mississippi,W,1,,,1,blake-mccolloch-1
Jeremiah Moeller,2013-08-31,1,Texas-San Antonio,@,New Mexico,W,0,,,1,jeremiah-moeller-1
Silverberry Mouhon,2013-08-31,1,Cincinnati,,Purdue,W,0,,,1,silverberry-mouhon-1
Cheatham Norrils,2013-08-31,1,Toledo,@,Florida,L,1,,,1,cheatham-norrils-1
Stephen Obeng-Agyapong,2013-08-31,1,Penn State,N,Syracuse,W,1,,,1,stephen-obeng-agyapong-1
Michael Orakpo,2013-08-31,1,Texas State,@,Southern Mississippi,W,0,,,1,michael-orakpo-1
Zachary Orr,2013-08-31,1,North Texas,,Idaho,W,1,,,1,zachary-orr-1
Jamal Palmer,2013-08-31,1,Baylor,,Wofford,W,2,,,1,jamal-palmer-1
Trevence Patt,2013-08-31,1,Louisiana,@,Arkansas,L,0,,,1,trevence-patt-1
Eric Pinkins,2013-08-31,1,San Diego State,,Eastern Illinois,L,1,,,1,eric-pinkins-1
Brandon Pittman,2013-08-31,1,North Carolina State,,Louisiana Tech,W,0,,,1,brandon-pittman-1
Torrodney Prevot,2013-08-31,1,Oregon,,Nicholls State,W,0,,,1,torrodney-prevot-1
Brandon Reddish,2013-08-31,1,Syracuse,N,Penn State,L,1,,,1,brandon-reddish-1
Deric Scott,2013-08-31,1,Alabama-Birmingham,@,Troy,L,0,,,1,deric-scott-1
Trey Seals,2013-08-31,1,Massachusetts,@,Wisconsin,L,0,,,1,trey-seals-1
Chris Stone,2013-08-31,1,Arkansas State,,Arkansas-Pine Bluff,W,0,,,1,chris-stone-2
Channing Stribling,2013-08-31,1,Michigan,,Central Michigan,W,0,,,1,channing-stribling-1
Taylor Taliulu,2013-08-31,1,Washington State,@,Auburn,L,0,,,1,taylor-taliulu-1
Marcus Trice,2013-08-31,1,North Texas,,Idaho,W,0,,,1,marcus-trice-1
Alex Twine,2013-08-31,1,Maryland,,Florida International,W,0,,,1,alex-twine-1
Shaan Washington,2013-08-31,1,Texas A&M,,Rice,W,0,,,1,shaan-washington-1
Tony Washington,2013-08-31,1,Oregon,,Nicholls State,W,0,,,1,tony-washington-2
Howard Wilder,2013-08-31,1,Cincinnati,,Purdue,W,0,,,1,howard-wilder-1
Ed Wilkins,2013-08-31,1,Southern Mississippi,,Texas State,L,0,,,1,ed-wilkins-2
Joel Willis,2013-08-31,1,California,,Northwestern,L,0,,,1,joel-willis-1
Reggie Wilson,2013-08-31,1,Texas,,New Mexico State,W,0,,,1,reggie-wilson-1
Gabriel Woullard,2013-08-31,1,East Carolina,,Old Dominion,W,0,,,1,gabriel-woullard-1
James Wright,2013-08-31,1,Louisiana State,N,Texas Christian,W,1,,,1,james-wright-4
Tarell Basham,2013-09-01,1,Ohio,@,Louisville,L,0,,,1,tarell-basham-1
James Burgess,2013-09-01,1,Louisville,,Ohio,W,0,,,1,james-burgess-1
Chidera Uzo-Diribe,2013-09-01,1,Colorado,N,Colorado State,W,0,,,1,chidera-uzo-diribe-1
Trenton Coles,2013-09-02,1,Pittsburgh,,Florida State,L,0,,,1,trenton-coles-1
Jason Hendricks,2013-09-02,1,Pittsburgh,,Florida State,L,0,,,1,jason-hendricks-1
Mo Latu,2013-09-05,1,Arizona State,,Sacramento State,W,0,,,1,mo-latu-1
Damian Parms,2013-09-05,2,Florida Atlantic,@,East Carolina,L,0,,,2,damian-parms-1
Lee Pegues,2013-09-05,2,East Carolina,,Florida Atlantic,W,0,,,1,lee-pegues-1
Andrew Stryffeler,2013-09-05,2,Florida Atlantic,@,East Carolina,L,1,,,1,andrew-stryffeler-1
Brandon Williams,2013-09-05,2,East Carolina,,Florida Atlantic,W,0,,,1,brandon-williams-11
Connor Wujciak,2013-09-06,2,Boston College,,Wake Forest,W,0,,,1,connor-wujciak-1
Chidobe Awuzie,2013-09-07,1,Colorado,,Central Arkansas,W,1,,,1,chidobe-awuzie-1
Nic Barber,2013-09-07,2,Ohio,,North Texas,W,0,,,1,nic-barber-1
Jordan Batiste,2013-09-07,2,Tulane,,South Alabama,L,0,,,1,jordan-batiste-1
Alex Bazzie,2013-09-07,1,Marshall,,Gardner-Webb,W,1,,,1,alex-bazzie-1
Michael Bennett,2013-09-07,2,Ohio State,,San Diego State,W,1,,,1,michael-bennett-5
Travis Blanks,2013-09-07,1,Clemson,,South Carolina State,W,0,,,1,travis-blanks-1
Collin Boucher,2013-09-07,2,Miami (OH),@,Kentucky,L,0,,,1,collin-boucher-1
Brent Brewer,2013-09-07,2,Tennessee,,Western Kentucky,W,0,,,1,brent-brewer-1
Terrell Brigham,2013-09-07,2,South Alabama,@,Tulane,W,0,,,1,terrell-brigham-1
Jay Bromley,2013-09-07,2,Syracuse,@,Northwestern,L,0,,,1,jay-bromley-1
Preston Brown,2013-09-07,1,Louisville,,Eastern Kentucky,W,0,,,1,preston-brown-4
Isaiah Bruce,2013-09-07,2,West Virginia,@,Oklahoma,L,0,,,1,isaiah-bruce-1
Dartwan Bush,2013-09-07,1,Texas Tech,,Stephen F. Austin,W,0,,,1,dartwan-bush-1
Jarvis Byrd,2013-09-07,1,North Carolina State,,Richmond,W,0,,,1,jarvis-byrd-1
Tevyn Cagins,2013-09-07,1,Louisiana-Monroe,,Grambling State,W,0,,,1,tevyn-cagins-1
Taveze Calhoun,2013-09-07,1,Mississippi State,,Alcorn State,W,1,,,1,taveze-calhoun-1
Christopher Calloway,2013-09-07,2,Ball State,,Army,W,0,,,1,christopher-calloway-1
Donald Celiscar,2013-09-07,1,Western Michigan,,Nicholls State,L,0,,,1,donald-celiscar-1
Justin Cherocci,2013-09-07,1,Central Michigan,,New Hampshire,W,0,,,2,justin-cherocci-1
Tolando Cleveland,2013-09-07,1,Mississippi State,,Alcorn State,W,0,,,1,tolando-cleveland-1
Thieren Cockran,2013-09-07,2,Minnesota,@,New Mexico State,W,0,,,1,thieren-cockran-1
Ryan Coleman,2013-09-07,1,Memphis,,Duke,L,0,,,1,ryan-coleman-2
Maliek Collins,2013-09-07,2,Nebraska,,Southern Mississippi,W,0,,,1,maliek-collins-1
Tyrone Cornileus,2013-09-07,2,Miami (FL),,Florida,W,0,,,1,tyrone-cornileus-1
Yannick Cudjoe-Virgil,2013-09-07,1,Maryland,,Old Dominion,W,0,,,1,yannick-cudjoe-virgil-1
Justin Currie,2013-09-07,1,Western Michigan,,Nicholls State,L,0,,,1,justin-currie-1
Chris Davis,2013-09-07,2,Auburn,,Arkansas State,W,0,,,1,chris-davis-6
David Dean,2013-09-07,2,Virginia,,Oregon,L,0,,,1,david-dean-1
Alvin Dupree,2013-09-07,2,Kentucky,,Miami (OH),W,0,,,1,alvin-dupree-1
Kass Everett,2013-09-07,2,Oklahoma,,West Virginia,W,0,,,1,kass-everett-1
Lamarcus Farmer,2013-09-07,2,Alabama-Birmingham,@,Louisiana State,L,0,,,1,lamarcus-farmer-1
Julius Forte,2013-09-07,2,South Florida,@,Michigan State,L,0,,,1,julius-forte-1
Jeremy Gainer,2013-09-07,1,Central Michigan,,New Hampshire,W,0,,,1,jeremy-gainer-1
Jimmy Gaines,2013-09-07,2,Miami (FL),,Florida,W,0,,,1,
Jadarius Garner,2013-09-07,1,Troy,,Savannah State,W,0,,,2,jadarius-garner-1
Leighton Gasque,2013-09-07,2,Middle Tennessee State,@,North Carolina,L,0,,,1,leighton-gasque-1
Julian Gener,2013-09-07,2,Hawaii,@,Oregon State,L,0,,,1,julian-gener-1
Brandon Golson,2013-09-07,2,West Virginia,@,Oklahoma,L,0,,,2,brandon-golson-1
Alexander Hansen,2013-09-07,2,Air Force,,Utah State,L,0,,,1,alexander-hansen-1
Quentin Hayes,2013-09-07,2,Oklahoma,,West Virginia,W,0,,,1,quentin-hayes-1
Amarlo Herrera,2013-09-07,2,Georgia,,South Carolina,W,0,,,1,amarlo-herrera-1
Darius Hillary,2013-09-07,1,Wisconsin,,Tennessee Tech,W,0,,,1,darius-hillary-1
Sam Holl,2013-09-07,2,Baylor,,Buffalo,W,0,,,1,sam-holl-1
Mike Honeycutt,2013-09-07,1,Utah,,Weber State,W,1,,,1,mike-honeycutt-1
Tevin Hood,2013-09-07,2,Arizona,@,Nevada-Las Vegas,W,0,,,1,tevin-hood-1
Tyler Hoover,2013-09-07,2,Michigan State,,South Florida,W,0,,,1,tyler-hoover-1
Alan Howze,2013-09-07,2,Southern Mississippi,@,Nebraska,L,0,,,1,alan-howze-1
Casey Hughes,2013-09-07,1,Vanderbilt,,Austin Peay,W,0,,,1,casey-hughes-1
C.J. James,2013-09-07,1,Akron,,James Madison,W,0,,,1,cj-james-1
Dalen Jones,2013-09-07,1,Fresno State,,Cal Poly,W,0,,,1,dalen-jones-1
Joe Kawulok,2013-09-07,2,Colorado State,@,Tulsa,L,0,,,1,joe-kawulok-1
Josh Kristoff,2013-09-07,2,Ohio,,North Texas,W,0,,,1,josh-kristoff-1
Carl Lawson,2013-09-07,2,Auburn,,Arkansas State,W,0,,,1,carl-lawson-2
Qushaun Lee,2013-09-07,2,Arkansas State,@,Auburn,L,0,,,1,qushaun-lee-1
Terris Lewis,2013-09-07,1,Troy,,Savannah State,W,0,,,1,terris-lewis-1
Steve Longa,2013-09-07,1,Rutgers,,Norfolk State,W,1,,,2,steve-longa-1
Cody Lopez,2013-09-07,1,Central Michigan,,New Hampshire,W,0,,,1,cody-lopez-1
Hans Louis,2013-09-07,2,South Florida,@,Michigan State,L,1,,,1,hans-louis-1
B.J. Lowery,2013-09-07,1,Iowa,,Missouri State,W,0,,,1,bj-lowery-1
Derrick Luetjen,2013-09-07,2,Tulsa,,Colorado State,W,0,,,1,derrick-luetjen-1
Jarrett Mackey,2013-09-07,2,Army,@,Ball State,L,0,,,1,jarrett-mackey-1
Jamal Marcus,2013-09-07,2,Ohio State,,San Diego State,W,,,,1,jamal-marcus-1
Lorenzo Mauldin,2013-09-07,1,Louisville,,Eastern Kentucky,W,0,,,2,lorenzo-mauldin-1
Daniel Maynes,2013-09-07,1,Massachusetts,,Maine,L,0,,,1,daniel-maynes-1
Bobby McCain,2013-09-07,1,Memphis,,Duke,L,0,,,1,bobby-mccain-1
Kenny McClendon,2013-09-07,1,Central Michigan,,New Hampshire,W,0,,,4,kenny-mcclendon-1
Tyriq McCord,2013-09-07,2,Miami (FL),,Florida,W,1,,,1,tyriq-mccord-1
Greg McMullen,2013-09-07,2,Nebraska,,Southern Mississippi,W,0,,,1,greg-mcmullen-1
Leon McQuay III,2013-09-07,2,Southern California,,Washington State,L,0,,,1,leon-mcquay-iii-1
Deon Meadows,2013-09-07,1,Marshall,,Gardner-Webb,W,0,,,1,deon-meadows-1
Patrick Mertens,2013-09-07,2,Wyoming,,Idaho,W,0,,,1,patrick-mertens-1
C.J. Mizell,2013-09-07,1,Akron,,James Madison,W,0,,,16,cj-mizell-1
Viliami Moala,2013-09-07,1,California,,Portland State,W,0,,,1,viliami-moala-1
Max Morgan,2013-09-07,2,Colorado State,@,Tulsa,L,0,,,1,max-morgan-1
James Morris,2013-09-07,1,Iowa,,Missouri State,W,0,,,1,james-morris-1
Armand Nance,2013-09-07,1,Boise State,,Tennessee-Martin,W,0,,,1,armand-nance-1
Trashaun Nixon,2013-09-07,2,New Mexico State,,Minnesota,L,0,,,1,trashaun-nixon-1
Art Norman,2013-09-07,1,North Carolina State,,Richmond,W,1,,,1,art-norman-1
Shawn Oakman,2013-09-07,2,Baylor,,Buffalo,W,0,,,1,shawn-oakman-1
Michael Orakpo,2013-09-07,1,Texas State,,Prairie View A&M,W,0,,,1,michael-orakpo-1
Norkeithus Otis,2013-09-07,2,North Carolina,,Middle Tennessee State,W,0,,,1,norkeithus-otis-1
Leonard Pegues,2013-09-07,1,Memphis,,Duke,L,0,,,1,leonard-pegues-1
Denzel Perryman,2013-09-07,2,Miami (FL),,Florida,W,0,,,1,denzel-perryman-1
Lynrick Pleasant,2013-09-07,2,North Texas,@,Ohio,L,0,,,1,lynrick-pleasant-1
Cody Prewitt,2013-09-07,1,Mississippi,,Southeast Missouri State,W,0,,,1,cody-prewitt-1
Traun Roberson,2013-09-07,1,Texas-El Paso,,New Mexico,L,0,,,1,traun-roberson-1
Dontavis Sapp,2013-09-07,2,Tennessee,,Western Kentucky,W,1,,,1,dontavis-sapp-1
Jake Schlager,2013-09-07,2,Colorado State,@,Tulsa,L,0,,,1,jake-schlager-1
Tyler Scott,2013-09-07,2,Northwestern,,Syracuse,W,0,,,1,tyler-scott-1
Ian Seau,2013-09-07,1,Nevada,,California-Davis,W,0,,,1,ian-seau-1
Abdul Smith,2013-09-07,2,Temple,,Houston,L,0,,,1,abdul-smith-1
Marcus Smith,2013-09-07,1,Louisville,,Eastern Kentucky,W,0,,,2,marcus-smith-6
Tyrone Taylor,2013-09-07,1,Texas A&M,,Sam Houston State,W,0,,,1,tyrone-taylor-2
Earnest Thomas III,2013-09-07,2,Illinois,,Cincinnati,W,0,,,1,earnest-thomas-iii-1
Jeremiah Toma,2013-09-07,1,Fresno State,,Cal Poly,W,1,,,1,jeremiah-toma-1
George Uko,2013-09-07,2,Southern California,,Washington State,L,0,,,1,george-uko-1
Zach Vigil,2013-09-07,2,Utah State,@,Air Force,W,0,,,1,zach-vigil-1
Leterrius Walton,2013-09-07,1,Central Michigan,,New Hampshire,W,0,,,2,leterrius-walton-1
Tony Washington,2013-09-07,2,Oregon,@,Virginia,W,0,,,1,tony-washington-2
Darrenn White,2013-09-07,2,Wyoming,,Idaho,W,0,,,1,darrenn-white-1
James White,2013-09-07,1,Wisconsin,,Tennessee Tech,W,0,,,1,james-white-2
Tavon Young,2013-09-07,2,Temple,,Houston,L,0,,,1,tavon-young-1
Jonathan Anderson,2013-09-12,3,Texas Christian,@,Texas Tech,L,0,,,1,jonathan-anderson-1
Amos Draper,2013-09-12,3,Arkansas State,,Troy,W,0,,,1,amos-draper-1
Levander Liggins,2013-09-12,3,Louisiana Tech,,Tulane,L,0,,,1,levander-liggins-1
Shakeil Lucas,2013-09-12,3,Louisiana Tech,,Tulane,L,0,,,1,shakeil-lucas-1
Thomas McDonald,2013-09-12,3,Louisiana Tech,,Tulane,L,0,,,1,thomas-mcdonald-1
Julius Warmsley,2013-09-12,3,Tulane,@,Louisiana Tech,W,0,,,1,julius-warmsley-1
Nick Fitzgerald,2013-09-13,3,Air Force,@,Boise State,L,0,,,1,nick-fitzgerald-1
Spencer Proctor,2013-09-13,3,Air Force,@,Boise State,L,0,,,1,spencer-proctor-1
Chi Chi Ariguzo,2013-09-14,3,Northwestern,,Western Michigan,W,0,,,1,chi-chi-ariguzo-1
T.T. Barber,2013-09-14,3,Middle Tennessee State,,Memphis,W,0,,,1,tt-barber-1
Anthony Barr,2013-09-14,2,UCLA,@,Nebraska,W,0,,,3,anthony-barr-1
Houston Bates,2013-09-14,3,Illinois,N,Washington,L,0,,,1,houston-bates-1
Jay Bromley,2013-09-14,2,Syracuse,,Wagner,W,0,,,1,jay-bromley-1
Nathan Carpenter,2013-09-14,3,Ohio,,Marshall,W,0,,,1,nathan-carpenter-1
Jeremy Cash,2013-09-14,3,Duke,,Georgia Tech,L,0,,,1,jeremy-cash-2
Davis Cazares,2013-09-14,3,New Mexico State,,Texas-El Paso,L,0,,,1,davis-cazares-1
Jadeveon Clowney,2013-09-14,3,South Carolina,,Vanderbilt,W,0,,,1,jadeveon-clowney-1
Marcus Collins,2013-09-14,3,Iowa,@,Iowa State,W,0,,,1,marcus-collins-1
Su'A Cravens,2013-09-14,3,Southern California,,Boston College,W,0,,,1,sua-cravens-1
Scott Crichton,2013-09-14,3,Oregon State,@,Utah,W,0,,,1,scott-crichton-1
Sean Daniels,2013-09-14,2,Temple,,Fordham,L,4,,,1,sean-daniels-1
Denzel Devall,2013-09-14,2,Alabama,@,Texas A&M,W,0,,,1,denzel-devall-1
Laquintus Dowell,2013-09-14,2,Texas-El Paso,@,New Mexico State,W,0,,,1,laquintus-dowell-1
Jonathan Dowling,2013-09-14,3,Western Kentucky,@,South Alabama,L,0,,,1,jonathan-dowling-1
Mikhail Dubose,2013-09-14,3,Western Michigan,@,Northwestern,L,1,,,1,mikhail-dubose-1
Deontay Evans,2013-09-14,3,Mississippi State,@,Auburn,L,0,,,1,deontay-evans-1
Perez Ford,2013-09-14,2,Northern Illinois,@,Idaho,W,1,,,1,perez-ford-1
Maxx Forde,2013-09-14,3,Idaho,,Northern Illinois,L,0,,,1,maxx-forde-1
Jeffery Garrett,2013-09-14,3,Ball State,@,North Texas,L,0,,,1,jeffery-garrett-1
Jerry Gates,2013-09-14,3,Bowling Green State,@,Indiana,L,0,,,1,
Joey Gautney,2013-09-14,3,Louisiana-Monroe,@,Wake Forest,W,0,,,1,joey-gautney-1
James Gayle,2013-09-14,3,Virginia Tech,@,East Carolina,W,0,,,1,james-gayle-1
Jaston George,2013-09-14,2,Syracuse,,Wagner,W,0,,,1,jaston-george-1
Reggie Gilbert,2013-09-14,3,Arizona,,Texas-San Antonio,W,0,,,2,reggie-gilbert-1
Jourdon Grandon,2013-09-14,3,Arizona,,Texas-San Antonio,W,0,,,1,jourdon-grandon-1
Randy Gregory,2013-09-14,3,Nebraska,,UCLA,L,0,,,1,randy-gregory-1
Nigel Harris,2013-09-14,3,South Florida,,Florida Atlantic,L,0,,,1,nigel-harris-1
Taylor Hart,2013-09-14,3,Oregon,,Tennessee,W,0,,,1,taylor-hart-1
Gregory Hickman,2013-09-14,2,Florida International,,Bethune-Cookman,L,0,,,1,gregory-hickman-1
Xavier Hughes,2013-09-14,3,Ohio,,Marshall,W,0,,,1,xavier-hughes-1
David Irving,2013-09-14,2,Iowa State,,Iowa,L,0,,,1,david-irving-1
Steve Jenkins,2013-09-14,3,Texas A&M,,Alabama,L,0,,,1,
Jens Jeters,2013-09-14,3,Texas-San Antonio,@,Arizona,L,0,,,1,jens-jeters-1
Tristian Johnson,2013-09-14,3,Kentucky,,Louisville,L,0,,,1,tristian-johnson-1
James Jones,2013-09-14,3,North Texas,,Ball State,W,0,,,1,james-jones-12
Mike Jones,2013-09-14,3,Western Michigan,@,Northwestern,L,0,,,1,mike-jones-16
Kalonji Kashama,2013-09-14,3,Eastern Michigan,@,Rutgers,L,0,,,1,kalonji-kashama-1
Nick Kwiatkoski,2013-09-14,3,West Virginia,,Georgia State,W,0,,,1,nick-kwiatkoski-1
Lairamie Lee,2013-09-14,3,North Texas,,Ball State,W,0,,,1,lairamie-lee-1
Jordan Lucas,2013-09-14,3,Penn State,,Central Florida,L,0,,,1,jordan-lucas-1
Taylor Mack,2013-09-14,2,Connecticut,,Maryland,L,0,,,1,taylor-mack-1
James Manuel,2013-09-14,2,Minnesota,,Western Illinois,W,0,,,1,james-manuel-1
Marvin Martin,2013-09-14,2,Louisiana,,Nicholls State,W,0,,,1,marvin-martin-1
Lorenzo Mauldin,2013-09-14,3,Louisville,@,Kentucky,W,0,,,1,lorenzo-mauldin-1
Boomer Mays,2013-09-14,2,Northern Illinois,@,Idaho,W,0,,,1,boomer-mays-1
Dalton Mendenhall,2013-09-14,3,Army,,Stanford,L,0,,,1,dalton-mendenhall-1
Brian Mihalik,2013-09-14,3,Boston College,@,Southern California,L,0,,,1,brian-mihalik-1
Fabian Moreau,2013-09-14,2,UCLA,@,Nebraska,W,0,,,1,fabian-moreau-1
Capi Nordly,2013-09-14,3,Akron,@,Michigan,L,0,,,1,
