Player,Date,G,School,Loc,Opponent,WL,XP Made,XP Att,XP %,FG Made,FG Att,FG %,Pts,unique_id
Chris Hawthorne,2013-09-07,2,Minnesota,@,New Mexico State,W,5,5,100.0,3,3,100.0,14,chris-hawthorne-2
Andre Heidari,2013-09-07,2,Southern California,,Washington State,L,1,1,100.0,0,2,0.0,1,andre-heidari-1
Zach Hocker,2013-09-07,1,Arkansas,N,Samford,W,4,4,100.0,1,1,100.0,7,zach-hocker-1
Michael Hunnicutt,2013-09-07,2,Oklahoma,,West Virginia,W,1,1,100.0,3,4,75.0,10,michael-hunnicutt-1
Cody Journell,2013-09-07,1,Virginia Tech,,Western Carolina,W,6,6,100.0,1,1,100.0,9,cody-journell-1
Marvin Kloss,2013-09-07,2,South Florida,@,Michigan State,L,0,0,,2,2,100.0,6,marvin-kloss-1
Ty Long,2013-09-07,2,Alabama-Birmingham,@,Louisiana State,L,2,2,100.0,1,2,50.0,5,ty-long-1
Alejandro Maldonado,2013-09-07,2,Oregon,@,Virginia,W,3,3,100.0,1,1,100.0,6,alejandro-maldonado-1
Joe Mansour,2013-09-07,2,Kentucky,,Miami (OH),W,5,5,100.0,2,2,100.0,11,joe-mansour-1
Colin McGuire,2013-09-07,1,Fresno State,,Cal Poly,W,5,5,100.0,2,3,66.7,11,colin-mcguire-1
Tony Miliano,2013-09-07,2,Cincinnati,@,Illinois,L,2,2,100.0,1,1,100.0,5,tony-miliano-1
Thomas Moore,2013-09-07,2,North Carolina,,Middle Tennessee State,W,4,4,100.0,2,2,100.0,10,thomas-moore-1
Dylan Mulder,2013-09-07,2,Eastern Michigan,@,Penn State,L,1,1,100.0,0,1,0.0,1,dylan-mulder-1
Will Oliver,2013-09-07,1,Colorado,,Central Arkansas,W,5,5,100.0,1,2,50.0,8,will-oliver-1
Cody Parkey,2013-09-07,2,Auburn,,Arkansas State,W,5,5,100.0,1,1,100.0,8,cody-parkey-1
Kaleb Patterson,2013-09-07,2,Miami (OH),@,Kentucky,L,1,1,100.0,0,1,0.0,1,kaleb-patterson-1
Jared Roberts,2013-09-07,2,Colorado State,@,Tulsa,L,3,3,100.0,2,2,100.0,9,jared-roberts-1
Trevor Romaine,2013-09-07,2,Oregon State,,Hawaii,W,4,4,100.0,1,1,100.0,7,trevor-romaine-1
Jack Russell,2013-09-07,1,Wisconsin,,Tennessee Tech,W,2,2,100.0,0,1,0.0,2,jack-russell-1
Niklas Sade,2013-09-07,1,North Carolina State,,Richmond,W,2,2,100.0,3,3,100.0,11,niklas-sade-1
Carl Salazar,2013-09-07,2,Tulsa,,Colorado State,W,3,3,100.0,3,3,100.0,12,carl-salazar-1
Cairo Santos,2013-09-07,2,Tulane,,South Alabama,L,4,4,100.0,1,1,100.0,7,cairo-santos-1
Garrett Schwettman,2013-09-07,2,Western Kentucky,@,Tennessee,L,2,2,100.0,2,2,100.0,8,garrett-schwettman-1
Will Scott,2013-09-07,1,Troy,,Savannah State,W,9,9,100.0,1,1,100.0,12,will-scott-1
Scott Secor,2013-09-07,2,Ball State,,Army,W,4,4,100.0,4,4,100.0,16,scott-secor-1
Nick Sloan,2013-09-07,1,Navy,@,Indiana,W,5,5,100.0,2,3,66.7,11,nick-sloan-1
Jake Smith,2013-09-07,2,Arizona,@,Nevada-Las Vegas,W,7,7,100.0,3,4,75.0,16,jake-smith-5
Justin Sorensen,2013-09-07,2,Brigham Young,,Texas,W,4,4,100.0,4,4,100.0,16,justin-sorensen-2
Carey Spear,2013-09-07,1,Vanderbilt,,Austin Peay,W,5,5,100.0,1,2,50.0,8,carey-spear-1
Aleem Sunanon,2013-09-07,2,South Alabama,@,Tulane,W,5,5,100.0,2,2,100.0,11,aleem-sunanon-1
Tyler Tate,2013-09-07,2,Bowling Green State,@,Kent State,W,5,5,100.0,2,2,100.0,11,tyler-tate-1
Jordan Williamson,2013-09-07,1,Stanford,,San Jose State,W,4,4,100.0,2,3,66.7,10,jordan-williamson-1
Matthew Wyman,2013-09-07,1,Kansas,,South Dakota,W,4,4,100.0,1,1,100.0,7,matthew-wyman-1
Taylor Zalewski,2013-09-07,2,Illinois,,Cincinnati,W,6,6,100.0,1,1,100.0,9,taylor-zalewski-1
Brent Zuzo,2013-09-07,1,Nevada,,California-Davis,W,3,4,75.0,1,1,100.0,6,brent-zuzo-1
Ryan Bustin,2013-09-12,3,Texas Tech,,Texas Christian,W,2,2,100.0,2,3,66.7,8,ryan-bustin-1
Kyle Fischer,2013-09-12,3,Louisiana Tech,,Tulane,L,0,0,,3,5,60.0,9,kyle-fischer-2
Cairo Santos,2013-09-12,3,Tulane,@,Louisiana Tech,W,3,3,100.0,1,1,100.0,6,cairo-santos-1
Will Scott,2013-09-12,3,Troy,@,Arkansas State,L,4,5,80.0,0,1,0.0,4,will-scott-1
Will Conant,2013-09-13,3,Air Force,@,Boise State,L,2,2,100.0,2,2,100.0,8,will-conant-1
Corey Acosta,2013-09-14,3,Southern Mississippi,@,Arkansas,L,0,0,,1,2,50.0,3,corey-acosta-1
Justus Adams,2013-09-14,3,New Mexico,@,Pittsburgh,L,3,3,100.0,2,3,66.7,9,justus-adams-1
Roberto Aguayo,2013-09-14,2,Florida State,,Nevada,W,8,8,100.0,2,2,100.0,14,roberto-aguayo-1
Drew Basil,2013-09-14,3,Ohio State,@,California,W,7,7,100.0,1,1,100.0,10,drew-basil-1
Devon Bell,2013-09-14,3,Mississippi State,@,Auburn,L,2,2,100.0,0,1,0.0,2,devon-bell-1
Chris Boswell,2013-09-14,2,Rice,,Kansas,W,2,2,100.0,3,3,100.0,11,chris-boswell-1
Kyle Brindza,2013-09-14,3,Notre Dame,@,Purdue,W,4,4,100.0,1,1,100.0,7,kyle-brindza-1
Jeff Budzien,2013-09-14,3,Northwestern,,Western Michigan,W,5,5,100.0,1,1,100.0,8,jeff-budzien-1
Harrison Butker,2013-09-14,2,Georgia Tech,@,Duke,W,5,5,100.0,1,3,33.3,8,harrison-butker-1
Jack Cantele,2013-09-14,3,Kansas State,,Massachusetts,W,4,4,100.0,1,1,100.0,7,jack-cantele-1
Chad Christen,2013-09-14,2,Connecticut,,Maryland,L,1,1,100.0,2,2,100.0,7,chad-christen-1
Patrick Clarke,2013-09-14,2,Buffalo,,Stony Brook,W,2,2,100.0,2,4,50.0,8,patrick-clarke-1
Travis Coons,2013-09-14,2,Washington,N,Illinois,W,4,4,100.0,2,2,100.0,10,travis-coons-1
Brad Craddock,2013-09-14,3,Maryland,@,Connecticut,W,3,3,100.0,3,4,75.0,12,brad-craddock-1
Vincenzo D'Amato,2013-09-14,3,California,,Ohio State,L,4,4,100.0,2,2,100.0,10,vincenzo-damato-1
Colby Delahoussaye,2013-09-14,3,Louisiana State,,Kent State,W,6,6,100.0,1,1,100.0,9,colby-delahoussaye-1
Jake Elliott,2013-09-14,2,Memphis,@,Middle Tennessee State,L,0,0,,3,3,100.0,9,jake-elliott-1
Ka'Imi Fairbairn,2013-09-14,2,UCLA,@,Nebraska,W,5,5,100.0,2,4,50.0,11,kaimi-fairbairn-1
Kyle Federico,2013-09-14,3,Rutgers,,Eastern Michigan,W,4,4,100.0,0,1,0.0,4,kyle-federico-1
Anthony Fera,2013-09-14,3,Texas,,Mississippi,L,2,2,100.0,3,3,100.0,11,anthony-fera-1
Sam Ficken,2013-09-14,3,Penn State,,Central Florida,L,4,4,100.0,1,2,50.0,7,sam-ficken-1
Kyle French,2013-09-14,3,Wisconsin,@,Arizona State,L,3,3,100.0,1,1,100.0,6,kyle-french-1
Andrew Furney,2013-09-14,2,Washington State,,Southern Utah,W,6,6,100.0,2,2,100.0,12,andrew-furney-1
Brendan Gibbons,2013-09-14,3,Michigan,,Akron,W,4,4,100.0,0,1,0.0,4,brendan-gibbons-1
Zane Gonzalez,2013-09-14,2,Arizona State,,Wisconsin,W,2,2,100.0,2,2,100.0,8,zane-gonzalez-1
Paul Griggs,2013-09-14,3,Purdue,,Notre Dame,L,3,3,100.0,1,2,50.0,6,paul-griggs-1
Dan Grochowski,2013-09-14,3,Army,,Stanford,L,2,2,100.0,2,2,100.0,8,dan-grochowski-1
Ben Grogan,2013-09-14,2,Oklahoma State,,Lamar,W,8,8,100.0,1,1,100.0,11,ben-grogan-1
Justin Haig,2013-09-14,3,Marshall,@,Ohio,L,4,4,100.0,1,1,100.0,7,justin-haig-1
Andrew Haldeman,2013-09-14,3,Western Michigan,@,Northwestern,L,2,2,100.0,1,1,100.0,5,andrew-haldeman-1
Warren Harvey,2013-09-14,3,East Carolina,,Virginia Tech,L,1,1,100.0,1,1,100.0,4,warren-harvey-1
Chad Hedlund,2013-09-14,3,Wake Forest,,Louisiana-Monroe,L,1,1,100.0,2,2,100.0,7,chad-hedlund-1
Zach Hocker,2013-09-14,3,Arkansas,,Southern Mississippi,W,3,3,100.0,1,1,100.0,6,zach-hocker-1
Michael Hunnicutt,2013-09-14,3,Oklahoma,,Tulsa,W,6,6,100.0,3,3,100.0,15,michael-hunnicutt-1
Cody Journell,2013-09-14,3,Virginia Tech,@,East Carolina,W,1,2,50.0,0,2,0.0,1,cody-journell-1
Marvin Kloss,2013-09-14,3,South Florida,,Florida Atlantic,L,1,1,100.0,1,1,100.0,4,marvin-kloss-1
Nolan Kohorst,2013-09-14,3,Nevada-Las Vegas,,Central Michigan,W,4,4,100.0,1,1,100.0,7,nolan-kohorst-1
Josh Lambert,2013-09-14,3,West Virginia,,Georgia State,W,5,5,100.0,2,3,66.7,11,josh-lambert-1
Alejandro Maldonado,2013-09-14,3,Oregon,,Tennessee,W,4,4,100.0,0,1,0.0,4,alejandro-maldonado-1
Joe Mansour,2013-09-14,3,Kentucky,,Louisville,L,1,1,100.0,2,2,100.0,7,joe-mansour-1
Jay Mattox,2013-09-14,2,Texas-El Paso,@,New Mexico State,W,4,4,100.0,0,1,0.0,4,jay-mattox-1
Anthony Melchiori,2013-09-14,3,Kent State,@,Louisiana State,L,1,1,100.0,2,3,66.7,7,anthony-melchiori-1
Tony Miliano,2013-09-14,2,Cincinnati,,Northwestern State,W,9,9,100.0,1,1,100.0,12,tony-miliano-1
Dylan Mulder,2013-09-14,3,Eastern Michigan,@,Rutgers,L,1,1,100.0,1,3,33.3,4,dylan-mulder-1
Zach Olen,2013-09-14,3,North Texas,,Ball State,W,0,0,,0,1,0.0,0,zach-olen-1
Cody Parkey,2013-09-14,3,Auburn,,Mississippi State,W,1,1,100.0,3,3,100.0,10,cody-parkey-1
Zach Paul,2013-09-14,3,North Texas,,Ball State,W,2,2,100.0,4,4,100.0,14,zach-paul-2
Andy Phillips,2013-09-14,3,Utah,,Oregon State,L,6,6,100.0,2,2,100.0,12,andy-phillips-2
Jared Roberts,2013-09-14,2,Colorado State,,Cal Poly,W,4,4,100.0,2,2,100.0,10,jared-roberts-1
Trevor Romaine,2013-09-14,3,Oregon State,@,Utah,W,4,4,100.0,3,3,100.0,13,trevor-romaine-1
Carl Salazar,2013-09-14,3,Tulsa,@,Oklahoma,L,2,2,100.0,2,2,100.0,8,carl-salazar-1
Garrett Schwettman,2013-09-14,3,Western Kentucky,@,South Alabama,L,3,3,100.0,1,1,100.0,6,garrett-schwettman-1
Scott Secor,2013-09-14,3,Ball State,@,North Texas,L,3,3,100.0,0,2,0.0,3,scott-secor-1
Nick Sloan,2013-09-14,1,Navy,,Delaware,W,6,7,85.7,1,1,100.0,9,nick-sloan-1
Jake Smith,2013-09-14,3,Arizona,,Texas-San Antonio,W,5,5,100.0,1,1,100.0,8,jake-smith-5
Carey Spear,2013-09-14,3,Vanderbilt,@,South Carolina,L,2,2,100.0,1,1,100.0,5,carey-spear-1
Robert Stein,2013-09-14,3,Akron,@,Michigan,L,3,3,100.0,1,3,33.3,6,robert-stein-1
Aleem Sunanon,2013-09-14,3,South Alabama,,Western Kentucky,W,2,2,100.0,3,4,75.0,11,aleem-sunanon-1
Tyler Tate,2013-09-14,3,Bowling Green State,@,Indiana,L,1,1,100.0,1,3,33.3,4,tyler-tate-1
Stuart Williams,2013-09-14,2,Wyoming,,Northern Colorado,W,5,5,100.0,0,1,0.0,5,stuart-williams-1
Jordan Williamson,2013-09-14,2,Stanford,@,Army,W,4,4,100.0,2,2,100.0,10,jordan-williamson-1
Matt Wogan,2013-09-14,3,Oregon,,Tennessee,W,4,4,100.0,1,1,100.0,7,matt-wogan-1
Taylor Zalewski,2013-09-14,3,Illinois,N,Washington,L,3,3,100.0,1,2,50.0,6,taylor-zalewski-1
Chandler Catanzaro,2013-09-19,3,Clemson,@,North Carolina State,W,2,2,100.0,2,2,100.0,8,chandler-catanzaro-1
Niklas Sade,2013-09-19,3,North Carolina State,,Clemson,L,2,2,100.0,0,1,0.0,2,niklas-sade-1
Dan Goodale,2013-09-20,4,Boise State,@,Fresno State,L,2,2,100.0,2,2,100.0,8,dan-goodale-1
Colin McGuire,2013-09-20,4,Fresno State,,Boise State,W,5,5,100.0,2,2,100.0,11,colin-mcguire-1
Roberto Aguayo,2013-09-21,2,Florida State,,Bethune-Cookman,W,7,7,100.0,1,1,100.0,10,roberto-aguayo-1
Andrew Baggett,2013-09-21,3,Missouri,@,Indiana,W,6,6,100.0,1,2,50.0,9,andrew-baggett-1
Devon Bell,2013-09-21,4,Mississippi State,,Troy,W,7,7,100.0,1,2,50.0,10,devon-bell-1
Chris Blewitt,2013-09-21,3,Pittsburgh,@,Duke,W,7,8,87.5,1,2,50.0,10,chris-blewitt-1
Mauro Bondi,2013-09-21,3,Nebraska,,South Dakota State,W,3,3,100.0,1,1,100.0,6,mauro-bondi-1
Chris Boswell,2013-09-21,3,Rice,N,Houston,L,2,3,66.7,0,2,0.0,2,chris-boswell-1
Stephen Brauchle,2013-09-21,4,Louisiana,@,Akron,W,5,5,100.0,0,1,0.0,5,stephen-brauchle-1
Kyle Brindza,2013-09-21,4,Notre Dame,,Michigan State,W,2,2,100.0,1,2,50.0,5,kyle-brindza-1
Jeff Budzien,2013-09-21,3,Northwestern,,Maine,W,5,5,100.0,0,1,0.0,5,jeff-budzien-1
Ryan Bustin,2013-09-21,4,Texas Tech,,Texas State,W,3,3,100.0,4,4,100.0,15,ryan-bustin-1
Chad Christen,2013-09-21,3,Connecticut,,Michigan,L,3,3,100.0,0,1,0.0,3,chad-christen-1
Will Conant,2013-09-21,4,Air Force,,Wyoming,L,2,2,100.0,1,2,50.0,5,will-conant-1
Brad Craddock,2013-09-21,4,Maryland,N,West Virginia,W,4,4,100.0,3,3,100.0,13,brad-craddock-1
Nick Diaz,2013-09-21,4,Utah State,@,Southern California,L,2,2,100.0,0,1,0.0,2,nick-diaz-1
Jake Elliott,2013-09-21,3,Memphis,,Arkansas State,W,4,4,100.0,1,1,100.0,7,jake-elliott-1
Ka'Imi Fairbairn,2013-09-21,3,UCLA,,New Mexico State,W,8,8,100.0,1,1,100.0,11,kaimi-fairbairn-1
Kyle Federico,2013-09-21,4,Rutgers,,Arkansas,W,0,0,,0,1,0.0,0,kyle-federico-1
Wes Feer,2013-09-21,3,San Diego State,,Oregon State,L,3,3,100.0,3,3,100.0,12,wes-feer-1
