Player,Date,G,School,Loc,Opponent,WL,Int Ret,Int Ret Yds,Int TD,Pass Broken Up,unique_id
Essang Bassey,2018-09-08,2,Wake Forest,,Towson,W,1,0,0,1,essang-bassey-1
Traveon Beck,2018-09-08,2,California,@,Brigham Young,W,1,20,0,0,traveon-beck-1
Nolan Bernat,2018-09-08,2,Illinois,,Western Illinois,W,1,0,0,0,nolan-bernat-1
Nate Brooks,2018-09-08,2,North Texas,,Incarnate Word,W,1,4,0,0,nate-brooks-3
Tariq Carpenter,2018-09-08,2,Georgia Tech,@,South Florida,L,1,0,0,0,tariq-carpenter-1
Michael Carter II,2018-09-08,2,Duke,@,Northwestern,W,1,5,0,3,michael-carter-ii-1
Hamp Cheevers,2018-09-08,2,Boston College,,Holy Cross,W,1,81,1,0,hamp-cheevers-1
Andre Cisco,2018-09-08,2,Syracuse,,Wagner,W,2,5,0,1,andre-cisco-1
Antwan Collier,2018-09-08,2,Central Florida,,South Carolina State,W,1,27,0,0,antwan-collier-1
Madison Cone,2018-09-08,2,Wisconsin,,New Mexico,W,1,2,0,1,madison-cone-1
Vernon Dasher,2018-09-08,2,Mississippi,,Southern Illinois,W,1,88,1,2,vernon-dasher-1
Jamal Davis II,2018-09-08,1,Akron,,Morgan State,W,1,3,0,0,jamal-davis-ii-1
Alvin Davis,2018-09-08,1,Akron,,Morgan State,W,1,2,0,1,alvin-davis-4
Garrett Davis,2018-09-08,2,Houston,,Arizona,W,2,44,0,1,garrett-davis-1
Jhavonte Dean,2018-09-08,2,Miami (FL),,Savannah State,W,1,11,0,0,jhavonte-dean-1
Joe Dineen,2018-09-08,2,Kansas,@,Central Michigan,W,1,1,0,0,joe-dineen-1
Vaughnte Dorsey,2018-09-08,2,Texas Tech,,Lamar,W,1,0,0,0,vaughnte-dorsey-1
Brandon Drayton,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,0,0,0,brandon-drayton-1
Mehdi El Attrach,2018-09-08,2,Boston College,,Holy Cross,W,1,21,0,0,mehdi-el-attrach-1
Ayinde Eley,2018-09-08,2,Maryland,@,Bowling Green State,W,1,-4,0,0,ayinde-eley-1
Jalen Elliott,2018-09-08,2,Notre Dame,,Ball State,W,2,21,0,0,jalen-elliott-1
Victor Evans,2018-09-08,2,Mississippi,,Southern Illinois,W,1,0,0,0,victor-evans-1
Rashad Fenton,2018-09-08,2,South Carolina,,Georgia,L,1,16,0,0,rashad-fenton-1
Jordan Fogal,2018-09-08,3,Colorado State,,Arkansas,W,1,0,0,1,jordan-fogal-1
Tron Folsom,2018-09-08,2,Troy,,Florida A&M,W,2,53,1,0,tron-folsom-1
Darrick Forrest,2018-09-08,2,Cincinnati,@,Miami (OH),W,1,0,0,0,darrick-forrest-1
Deante Fortenberry,2018-09-08,2,Utah State,,New Mexico State,W,1,75,1,0,deante-fortenberry-1
B.J. Foster,2018-09-08,2,Texas,,Tulsa,W,1,0,0,0,bj-foster-1
Desmond Franklin,2018-09-08,2,Appalachian State,@,UNC Charlotte,W,1,47,0,0,desmond-franklin-1
Adrian Frye,2018-09-08,2,Texas Tech,,Lamar,W,2,53,1,1,adrian-frye-1
Noah Furbush,2018-09-08,2,Michigan,,Western Michigan,W,1,7,0,0,noah-furbush-1
Allen George,2018-09-08,2,Vanderbilt,,Nevada,W,1,19,0,0,allen-george-1
Kyle Gibson,2018-09-08,2,Central Florida,,South Carolina State,W,1,0,0,0,kyle-gibson-1
Richie Grant,2018-09-08,2,Central Florida,,South Carolina State,W,1,2,0,1,richie-grant-1
Gregory Grate Jr,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,1,97,1,0,gregory-grate-jr-1
Kemon Hall,2018-09-08,2,North Texas,,Incarnate Word,W,1,0,0,2,kemon-hall-1
Chase Hansen,2018-09-08,2,Utah,@,Northern Illinois,W,1,40,1,0,chase-hansen-1
Kyle Harmon,2018-09-08,2,San Jose State,@,Washington State,L,1,6,0,0,kyle-harmon-2
Devin Harper,2018-09-08,2,Oklahoma State,,South Alabama,W,1,24,1,0,devin-harper-1
Jaylinn Hawkins,2018-09-08,2,California,@,Brigham Young,W,1,0,0,0,jaylinn-hawkins-1
Ky'El Hemby,2018-09-08,2,Southern Mississippi,,Louisiana-Monroe,L,1,0,0,0,kyel-hemby-1
C.J. Henderson,2018-09-08,2,Florida,,Kentucky,L,1,0,0,1,cj-henderson-1
Dravon Henry,2018-09-08,2,West Virginia,,Youngstown State,W,1,0,0,1,dravon-henry-1
Frankie Hernandez,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,29,0,0,frankie-hernandez-1
Kai Higgins,2018-09-08,2,Purdue,,Eastern Michigan,L,1,0,0,1,kai-higgins-1
Ronnie Hoggins,2018-09-08,2,South Florida,,Georgia Tech,W,1,2,0,0,ronnie-hoggins-1
Darnay Holmes,2018-09-08,2,UCLA,@,Oklahoma,L,1,0,0,1,darnay-holmes-1
Wyatt Hubert,2018-09-08,2,Kansas State,,Mississippi State,L,1,11,0,0,wyatt-hubert-1
Emmanuel Jones,2018-09-08,3,Colorado State,,Arkansas,W,1,4,0,0,emmanuel-jones-2
Benz Josue,2018-09-08,2,Georgia Southern,,Massachusetts,W,1,0,0,0,benz-josue-1
Isaiah Kaufusi,2018-09-08,2,Brigham Young,,California,L,1,15,0,0,isaiah-kaufusi-1
Devon Key,2018-09-08,2,Western Kentucky,,Maine,L,1,45,1,0,devon-key-1
Darrin Kirkland Jr.,2018-09-08,2,Tennessee,,East Tennessee State,W,1,33,1,0,darrin-kirkland-jr-1
Chandler Kryst,2018-09-08,2,Coastal Carolina,,Alabama-Birmingham,W,1,-1,0,0,chandler-kryst-1
Chase Kuerschen,2018-09-08,2,Tulane,,Nicholls State,W,1,0,0,0,chase-kuerschen-1
Nate Landman,2018-09-08,2,Colorado,@,Nebraska,W,1,22,0,0,nate-landman-1
Cameron Lewis,2018-09-08,2,Buffalo,@,Temple,W,2,37,0,0,cameron-lewis-1
Shamad Lomax,2018-09-08,3,New Mexico State,@,Utah State,L,1,6,0,0,shamad-lomax-1
Michael Marchese,2018-09-08,2,Illinois,,Western Illinois,W,1,42,0,1,michael-marchese-1
Jaylon McClain-Sapp,2018-09-08,2,Marshall,,Eastern Kentucky,W,1,0,0,0,jaylon-mcclain-sapp-1
Jaylon McClinton,2018-09-08,2,Army,,Liberty,W,1,0,0,0,jaylon-mcclinton-1
Jeremiah Mccullough,2018-09-08,2,Kansas,@,Central Michigan,W,1,1,0,0,jeremiah-mccullough-1
Juantez McRae,2018-09-08,2,Kent State,,Howard,W,1,15,0,0,juantez-mcrae-1
Kyle Meyers,2018-09-08,2,Florida State,,Samford,W,2,0,0,0,kyle-meyers-1
Josh Miller,2018-09-08,2,Ball State,@,Notre Dame,L,1,18,0,0,josh-miller-4
Matt Morrissey,2018-09-08,2,Michigan State,@,Arizona State,L,1,0,0,0,matt-morrissey-1
Tobias Moss,2018-09-08,2,South Alabama,@,Oklahoma State,L,1,-1,0,0,tobias-moss-1
Scott Nelson,2018-09-08,2,Wisconsin,,New Mexico,W,1,22,0,0,scott-nelson-4
Justin Noye,2018-09-08,2,Old Dominion,,Florida International,L,1,0,0,0,justin-noye-1
Amani Oruwariye,2018-09-08,2,Penn State,@,Pittsburgh,W,1,0,0,2,amani-oruwariye-1
Jesse Osuna,2018-09-08,2,San Jose State,@,Washington State,L,1,13,0,0,jesse-osuna-1
Jamal Parker,2018-09-08,2,Kent State,,Howard,W,1,0,0,1,jamal-parker-1
Antonio Phillips,2018-09-08,2,Ball State,@,Notre Dame,L,1,-2,0,1,antonio-phillips-1
Ryan Pulley,2018-09-08,2,Arkansas,@,Colorado State,L,1,0,0,2,ryan-pulley-1
Darryl Randolph,2018-09-08,2,Middle Tennessee State,,Tennessee-Martin,W,1,0,0,1,darryl-randolph-1
Sheldrick Redwine,2018-09-08,2,Miami (FL),,Savannah State,W,1,0,0,0,sheldrick-redwine-1
J.R. Reed,2018-09-08,2,Georgia,@,South Carolina,W,1,0,0,0,jr-reed-3
Tyrell Richards,2018-09-08,2,Syracuse,,Wagner,W,1,0,0,0,tyrell-richards-1
Jarid Ryan,2018-09-08,2,Navy,,Memphis,W,1,0,0,1,jarid-ryan-1
Nico Sawtelle,2018-09-08,2,South Florida,,Georgia Tech,W,1,22,0,0,nico-sawtelle-1
Kendall Sheffield,2018-09-08,2,Ohio State,,Rutgers,W,1,0,0,1,kendall-sheffield-1
Nehemiah Shelton,2018-09-08,2,San Jose State,@,Washington State,L,1,0,0,0,nehemiah-shelton-1
Jamien Sherwood,2018-09-08,2,Auburn,,Alabama State,W,1,0,0,1,jamien-sherwood-1
Deion Singleton,2018-09-08,2,Washington State,,San Jose State,W,1,0,0,0,deion-singleton-1
Keidron Smith,2018-09-08,2,Mississippi,,Southern Illinois,W,1,0,0,0,keidron-smith-1
Rashad Smith,2018-09-08,2,Florida Atlantic,,Air Force,W,1,0,0,0,rashad-smith-3
Saivion Smith,2018-09-08,2,Alabama,,Arkansas State,W,1,38,1,0,saivion-smith-2
Terell Smith,2018-09-08,2,Minnesota,,Fresno State,W,1,0,0,1,terell-smith-1
Cade Sterns,2018-09-08,2,Texas,,Tulsa,W,1,0,0,0,cade-sterns-1
Desmond Tautalatasi,2018-09-08,2,Arizona State,,Michigan State,W,1,16,0,0,desmond-tautalatasi-1
Levonta Taylor,2018-09-08,2,Florida State,,Samford,W,1,63,1,0,levonta-taylor-1
Shakial Taylor,2018-09-08,2,Kansas,@,Central Michigan,W,1,55,1,0,shakial-taylor-1
Roderic Teamer,2018-09-08,2,Tulane,,Nicholls State,W,1,0,0,1,roderic-teamer-1
Daniel Thomas,2018-09-08,2,Auburn,,Alabama State,W,2,29,1,0,daniel-thomas-3
Derrek Thomas,2018-09-08,2,Baylor,@,Texas-San Antonio,W,1,-7,0,1,derrek-thomas-1
Ricky Thomas,2018-09-08,2,Kansas,@,Central Michigan,W,1,0,0,0,ricky-thomas-4
Bryce Thompson,2018-09-08,2,Tennessee,,East Tennessee State,W,1,21,0,1,bryce-thompson-1
Eroll Thompson,2018-09-08,2,Mississippi State,@,Kansas State,W,1,0,0,0,eroll-thompson-1
Juan Thornhill,2018-09-08,2,Virginia,@,Indiana,L,1,1,0,0,juan-thornhill-1
Evahelotu Tohi,2018-09-08,2,New Mexico,@,Wisconsin,L,1,29,0,0,evahelotu-tohi-1
Aaron Wade,2018-09-08,2,Utah State,,New Mexico State,W,2,0,0,1,aaron-wade-1
Shaun Wade,2018-09-08,2,Ohio State,,Rutgers,W,1,0,0,1,shaun-wade-1
Marquis Waters,2018-09-08,2,Duke,@,Northwestern,W,1,10,0,1,marquis-waters-1
Darius West,2018-09-08,2,Kentucky,@,Florida,W,1,15,0,0,darius-west-1
A.J. Westbrook,2018-09-08,2,Florida State,,Samford,W,1,33,0,1,aj-westbrook-1
Javin White,2018-09-08,2,Nevada-Las Vegas,,Texas-El Paso,W,1,0,0,1,javin-white-1
Quavian White,2018-09-08,2,Georgia State,@,North Carolina State,L,1,23,0,0,quavian-white-1
Ray Wilborn,2018-09-08,2,Ball State,@,Notre Dame,L,1,5,0,1,ray-wilborn-1
Avery Williams,2018-09-08,2,Boise State,,Connecticut,W,1,7,0,0,avery-williams-6
Greedy Williams,2018-09-08,2,Louisiana State,,Southeastern Louisiana,W,1,0,0,0,greedy-williams-1
Joejuan Williams,2018-09-08,2,Vanderbilt,,Nevada,W,1,0,0,0,joejuan-williams-1
Antoine Winfield Jr.,2018-09-08,2,Minnesota,,Fresno State,W,1,0,0,0,antoine-winfield-jr-1
Rock Ya-Sin,2018-09-08,2,Temple,,Buffalo,L,1,0,0,3,rock-ya-sin-1
Hamp Cheevers,2018-09-13,3,Boston College,@,Wake Forest,W,1,4,0,2,hamp-cheevers-1
Gaje Ferguson,2018-09-13,3,Utah State,,Tennessee Tech,W,1,0,0,0,gaje-ferguson-1
Juwan Foggie,2018-09-13,3,UNC Charlotte,,Old Dominion,W,1,47,0,0,juwan-foggie-1
Marquavis Gibbs,2018-09-13,3,UNC Charlotte,,Old Dominion,W,1,0,0,0,marquavis-gibbs-1
William Harris,2018-09-13,3,Boston College,@,Wake Forest,W,1,0,0,0,william-harris-4
Jaylon Jones,2018-09-14,3,Georgia State,@,Memphis,L,1,1,1,0,jaylon-jones-2
Tito Windham,2018-09-14,3,Memphis,,Georgia State,W,1,1,0,0,tito-windham-1
Johnathan Abram,2018-09-15,3,Mississippi State,,Louisiana,W,1,0,0,0,johnathan-abram-1
Jeffrey Allison,2018-09-15,3,Fresno State,@,UCLA,W,2,27,0,0,jeffrey-allison-1
Zayne Anderson,2018-09-15,3,Brigham Young,@,Wisconsin,W,1,12,0,1,zayne-anderson-1
C.J. Avery,2018-09-15,3,Louisville,,Western Kentucky,W,1,25,0,0,cj-avery-1
Deandre Baker,2018-09-15,3,Georgia,,Middle Tennessee State,W,1,26,0,0,deandre-baker-1
Trajan Bandy,2018-09-15,3,Miami (FL),@,Toledo,W,1,0,0,1,trajan-bandy-1
V.J. Banks,2018-09-15,4,Colorado State,@,Florida,L,1,0,0,1,vj-banks-1
Thomas Booker,2018-09-15,3,Stanford,,California-Davis,W,1,0,0,0,thomas-booker-1
Kobe Boyce,2018-09-15,3,Texas,,Southern California,W,1,0,0,1,kobe-boyce-1
Shaun Bradley,2018-09-15,3,Temple,@,Maryland,W,1,78,1,0,shaun-bradley-1
Nate Brooks,2018-09-15,3,North Texas,@,Arkansas,W,2,-2,0,1,nate-brooks-3
Troy Brown,2018-09-15,3,Central Michigan,@,Northern Illinois,L,1,6,0,0,troy-brown-2
Rashad Byrd,2018-09-15,3,Georgia Southern,@,Clemson,L,1,0,0,0,rashad-byrd-1
Linwood Crump,2018-09-15,3,Temple,@,Maryland,W,1,0,0,1,linwood-crump-1
Alvin Davis,2018-09-15,2,Akron,@,Northwestern,W,2,147,2,0,alvin-davis-4
Ashtyn Davis,2018-09-15,3,California,,Idaho State,W,1,0,0,0,ashtyn-davis-1
Jamin Davis,2018-09-15,3,Kentucky,,Murray State,W,1,18,0,1,jamin-davis-1
Grant Delpit,2018-09-15,3,Louisiana State,@,Auburn,W,1,0,0,1,grant-delpit-1
Jomon Dotson,2018-09-15,3,Nevada,,Oregon State,W,1,15,0,0,jomon-dotson-1
Christopher Frederick,2018-09-15,3,Syracuse,,Florida State,W,1,-2,0,1,christopher-frederick-1
Rick Gamboa,2018-09-15,3,Colorado,,New Hampshire,W,1,17,0,0,rick-gamboa-1
Eric Garror,2018-09-15,2,Louisiana,@,Mississippi State,L,1,0,0,0,eric-garror-1
Jamal Gates,2018-09-15,3,Florida International,,Massachusetts,W,1,0,0,0,jamal-gates-1
Kemon Hall,2018-09-15,3,North Texas,@,Arkansas,W,1,24,1,3,kemon-hall-1
Terrill Hanks,2018-09-15,4,New Mexico State,,New Mexico,L,1,28,1,0,terrill-hanks-1
Corione Harris,2018-09-15,3,Kansas,,Rutgers,W,1,0,0,0,corione-harris-1
Malik Harrison,2018-09-15,3,Ohio State,N,Texas Christian,W,1,13,0,0,malik-harrison-1
Marcus Hayes,2018-09-15,3,New Mexico,@,New Mexico State,W,2,68,1,0,marcus-hayes-1
Cam Hilton,2018-09-15,3,Missouri,@,Purdue,W,1,0,0,0,cam-hilton-1
Elvis Hines,2018-09-15,3,Kent State,@,Penn State,L,1,26,0,1,elvis-hines-1
Jevon Holland,2018-09-15,3,Oregon,,San Jose State,W,1,2,0,0,jevon-holland-1
Justin Hollins,2018-09-15,3,Oregon,,San Jose State,W,1,7,0,1,justin-hollins-1
Lamar Jackson,2018-09-15,2,Nebraska,,Troy,L,1,0,0,1,lamar-jackson-2
Rocky Jacques-Louis,2018-09-15,3,Florida International,,Massachusetts,W,1,59,1,0,rocky-jacques-louis-1
Isaac James,2018-09-15,3,Indiana,,Ball State,W,1,0,0,0,isaac-james-1
Leonard Johnson,2018-09-15,3,Duke,@,Baylor,W,1,53,1,0,leonard-johnson-2
Dre'Mont Jones,2018-09-15,3,Ohio State,N,Texas Christian,W,1,28,1,1,dremont-jones-1
Thakarius Keyes,2018-09-15,3,Tulane,@,Alabama-Birmingham,L,1,0,0,0,thakarius-keyes-1
Brad Koenig,2018-09-15,3,Miami (OH),@,Minnesota,L,1,6,0,0,brad-koenig-1
Vinny Labus,2018-09-15,3,Northern Illinois,,Central Michigan,W,1,6,0,0,vinny-labus-1
Mike Lee,2018-09-15,3,Kansas,,Rutgers,W,1,31,1,0,mike-lee-6
Donnie Lewis,2018-09-15,3,Tulane,@,Alabama-Birmingham,L,1,0,0,1,donnie-lewis-1
Kenneth Major,2018-09-15,3,Purdue,,Missouri,L,1,0,0,0,kenneth-major-1
DeAngelo Malone,2018-09-15,3,Western Kentucky,@,Louisville,L,1,0,0,0,deangelo-malone-1
Jartavius Martin,2018-09-15,3,Illinois,N,South Florida,L,1,0,0,0,jartavius-martin-1
