Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Int Ret,Int Ret Yds,Int Ret TD,Pass Broken Up,unique_id
Harrison Phillips,DT,23.233,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,0,0,0,2,PhilHa00
Jordan Poyer,S,28.143,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,1,0,0,1,PoyeJo00
Jalen Ramsey,CB,24.326,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,0,0,0,1,RamsJa00
Taylor Rapp,S,21.267,2019-09-15,NFL,LAR,,NOR,W 27-9,2,2,Sun,0,0,0,1,RappTa00
Haason Reddick,LB,24.358,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,0,0,0,1,ReddHa00
D.J. Reed,DB,22.308,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,0,0,0,2,ReedD.00
Nickell Robey-Coleman,CB,27.241,2019-09-15,NFL,LAR,,NOR,W 27-9,2,2,Sun,0,0,0,1,RobeNi00
Eric Rowe,CB,26.347,2019-09-15,NFL,MIA,,NWE,L 0-43,2,2,Sun,0,0,0,2,RoweEr00
Logan Ryan,CB,28.218,2019-09-15,NFL,TEN,,IND,L 17-19,2,2,Sun,1,0,0,2,RyanLo00
Darnell Savage,S,22.047,2019-09-15,NFL,GNB,,MIN,W 21-16,2,2,Sun,0,0,0,1,SavaDa00
Justin Simmons,S,25.300,2019-09-15,NFL,DEN,,CHI,L 14-16,2,2,Sun,0,0,0,2,SimmJu00
John Simon,DE,28.336,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,0,0,0,1,SimoJo01
Darius Slay,CB,28.257,2019-09-15,NFL,DET,,LAC,W 13-10,2,2,Sun,1,0,0,2,SlayDa00
Harrison Smith,S,30.225,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,0,0,0,1,SmitHa00
Preston Smith,LB,26.302,2019-09-15,NFL,GNB,,MIN,W 21-16,2,2,Sun,1,5,0,1,SmitPr00
Josh Sweat,DE,22.170,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,0,0,0,1,SweaJo00
Jullian Taylor,DT,24.228,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,0,0,0,1,TaylJu00
Desmond Trufant,CB,29.005,2019-09-15,NFL,ATL,,PHI,W 24-20,2,2,Sun,2,10,0,3,TrufDe00
Kyle Van Noy,LB,28.173,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,0,0,0,1,VanNKy00
Bobby Wagner,LB,29.080,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,0,0,0,1,WagnBo00
DeMarcus Walker,DE,24.350,2019-09-15,NFL,DEN,,CHI,L 14-16,2,2,Sun,0,0,0,1,WalkDe03
Levi Wallace,CB,24.095,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,0,0,0,1,WallLe00
Charvarius Ward,CB,23.122,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,1,10,0,2,WardCh01
Trae Waynes,CB,27.052,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,0,0,0,1,WaynTr00
Eric Weddle,S,34.254,2019-09-15,NFL,LAR,,NOR,W 27-9,2,2,Sun,0,0,0,1,WeddEr99
Damien Wilson,LB,26.110,2019-09-15,NFL,KAN,@,OAK,W 28-10,2,2,Sun,0,0,0,1,WilsDa02
Jarrod Wilson,S,25.218,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,0,0,0,1,WilsJa00
Ahkello Witherspoon,DB,24.178,2019-09-15,NFL,SFO,@,CIN,W 41-17,2,2,Sun,0,0,0,2,WithAh00
Blake Cashman,LB,23.129,2019-09-16,NFL,NYJ,,CLE,L 3-23,2,2,Mon,0,0,0,1,CashBl00
Nate Hairston,CB,25.078,2019-09-16,NFL,NYJ,,CLE,L 3-23,2,2,Mon,0,0,0,1,HairNa00
Neville Hewitt,LB,26.163,2019-09-16,NFL,NYJ,,CLE,L 3-23,2,2,Mon,0,0,0,1,HewiNe00
